WFO_ID,Vernacular,Devnagari,Transliteration,ScientificName,NamepublishedIn
wfo-0000586012,काठे केरा  (Kathe kera),काठे केरा ,Kathe kera,,
wfo-0000694247,"कुधारे, वन सुन्तला  (Kudhare, Ban suntala)","कुधारे, वन सुन्तला ","Kudhare, Ban suntala",,
wfo-0000694747,चुन्याल  (Chunyal),चुन्याल ,Chunyal,,
wfo-0000727484,डोली फूल  (Doli phul),डोली फूल ,Doli phul,,
wfo-0000727510,"अरेटो, अरेली  (Areto), c/]nL (Areli)","अरेटो, अरेली ","Areto), c/]nL (Areli",,
wfo-0000727590,जिब्रे घाँस  (Jibre ghans),जिब्रे घाँस ,Jibre ghans,,
wfo-0000727778,"बोेक्सी झार, कनिके घाँस  (Boksi jhar, Kanike ghans)","बोेक्सी झार, कनिके घाँस ","Boksi jhar, Kanike ghans",,
wfo-0000728037,कलन  (Kalan: Tamang),कलन ,Kalan: Tamang,,
wfo-0000728132,मसिनो काइयो  (Masino kaiyo),मसिनो काइयो ,Masino kaiyo,,
wfo-0000728439,"खरेटो, उरिलो  (Khareto, Urilo)","खरेटो, उरिलो ","Khareto, Urilo",,
wfo-0000288964,"पितामरी, पितौँजी   (Pitamari, Pitaunji)","पितामरी, पितौँजी  ","Pitamari, Pitaunji",,
wfo-0001076167,"चारपाते लहरो, लाउरे चमेली  (Charpate laharo, Laure chameli)","चारपाते लहरो, लाउरे चमेली ","Charpate laharo, Laure chameli",,
wfo-0000433662,"गन्दरे, गान्टे, बाँदरे फल, कदु  (Gandare, Gante, Bandare phal, Kadu)","गन्दरे, गान्टे, बाँदरे फल, कदु ","Gandare, Gante, Bandare phal, Kadu",,
wfo-0000426651,पहेँलो घट्टे फूल  (Pahenlo ghatte phool),पहेँलो घट्टे फूल ,Pahenlo ghatte phool,,
wfo-0001145134,घट्टे घाँस  (Ghatte ghans),घट्टे घाँस ,Ghatte ghans,,
wfo-0000923988,"सानो डेडरी, पिपरी  (Sano dedari, Pipari)","सानो डेडरी, पिपरी ","Sano dedari, Pipari",,
wfo-0000924273,ठूलो डेडरी  (Thulo dedari),ठूलो डेडरी ,Thulo dedari,,
wfo-0000925655,"कँडेल, पनेलु  (Kandel, Panelu)","कँडेल, पनेलु ","Kandel, Panelu",,
wfo-0000925661,"पनेली, करेली  (Paneli, Kareli)","पनेली, करेली ","Paneli, Kareli",,
wfo-0000926313,"कुफ्रे, फलामे काँडा  (Kuphre, Falame kanda)","कुफ्रे, फलामे काँडा ","Kuphre, Falame kanda",,
wfo-0000926390,अनौ  (Anau),अनौ ,Anau,,
wfo-0001133496,"भोटे पिपल, लेक पिपल  (Bhote pipal, Lek pipal)","भोटे पिपल, लेक पिपल ","Bhote pipal, Lek pipal",,
wfo-0001388737,"पिपल पाते, दुधे मलाटे  (Pipal pate, Dudhe malate)","पिपल पाते, दुधे मलाटे ","Pipal pate, Dudhe malate",,
wfo-0001133956,लाङ्मा छुङ्ग  (Langma chhung: Tibetan),लाङ्मा छुङ्ग ,Langma chhung: Tibetan,,
wfo-0001133943,पासा काठ  (Pasa kath),पासा काठ ,Pasa kath,,
wfo-1200027106,बैँस  (Bains),बैँस ,Bains,,
wfo-0001253456,डाँडे काँडा  (Dande kanda),डाँडे काँडा ,Dande kanda,,
wfo-0001063055,"चिरौदा सल्ला, डाँडे काँडा  (Chirauda salla, Dande kanda)","चिरौदा सल्ला, डाँडे काँडा ","Chirauda salla, Dande kanda",,
wfo-0000953231,हरित मन्जरी (Harit manjaree),हरित मन्जरी,Harit manjaree,,
wfo-0000313210,वन पिपल  (Ban pipal),वन पिपल ,Ban pipal,,
wfo-0000314238,अजय फल  (Ajaya phal),अजय फल ,Ajaya phal,,
wfo-0000314537,"दुधे झार, अजय फल  (Dudhe jhar, Ajaya phal)","दुधे झार, अजय फल ","Dudhe jhar, Ajaya phal",,
wfo-0000927482,"खुर्साने झार, मिर्चैया झार  (Khursane jhar, Mirchaiya jhar)","खुर्साने झार, मिर्चैया झार ","Khursane jhar, Mirchaiya jhar",,
wfo-0000927601,होलोङ्ग्रे  (Holongre),होलोङ्ग्रे ,Holongre,,
wfo-0000931978,"औले, नागदन्ति  (Aule, Nagdanti)","औले, नागदन्ति ","Aule, Nagdanti",,
wfo-0000961803,दुधे झार  (Dudhe jhar),दुधे झार ,Dudhe jhar,,
wfo-0000962194,वन मुला  (Ban mula),वन मुला ,Ban mula,,
wfo-0000962515,मैतुला झार  (Maitula jhar),मैतुला झार ,Maitula jhar,,
wfo-0000962575,"आँख्ले झार, दुधे  (Ankhle jhar, Dudhe)","आँख्ले झार, दुधे ","Ankhle jhar, Dudhe",,
wfo-0000962646,दुधे झार  (Dudhe jhar),दुधे झार ,Dudhe jhar,,
wfo-0000963554,सिजा  (Sija),सिजा ,Sija,,
wfo-0000963844,दुधि  (Dudhi),दुधि ,Dudhi,,
wfo-0000964195,कनिके घाँस  (Kanike ghans),कनिके घाँस ,Kanike ghans,,
wfo-0000964477,सिउँडी  (Siundi),सिउँडी ,Siundi,,
wfo-0000964904,दुधे झार  (Dudhe jhar),दुधे झार ,Dudhe jhar,,
wfo-0000965397,दुधे झार  (Dudhe jhar),दुधे झार ,Dudhe jhar,,
wfo-0000965873,"गोदसिलो, रजेली  (Godasilo, Rajeli)","गोदसिलो, रजेली ","Godasilo, Rajeli",,
wfo-0000966545,खिर्रो  (Khirro),खिर्रो ,Khirro,,
wfo-0000219580,सजीवन  (Sajiwan),सजीवन ,Sajiwan,,
wfo-0000219653,"लाल बझँगी, सजीवन  (Lal bajhangi, Sajiwan)","लाल बझँगी, सजीवन ","Lal bajhangi, Sajiwan",,
wfo-0000231917,"बानरे, मल्लाटो  (Banare, Mallato)","बानरे, मल्लाटो ","Banare, Mallato",,
wfo-0000232018,"मलाटा, मलेडो, पाप्रे  (Malata, Maledo, Papre)","मलाटा, मलेडो, पाप्रे ","Malata, Maledo, Papre",,
wfo-0000234645,घोगे टाँका  (Ghoge tanka),घोगे टाँका ,Ghoge tanka,,
wfo-0000809063,"गुटेल, रामरिठा, भेल्लोर  (Gutel, Ramritha, Vellor)","गुटेल, रामरिठा, भेल्लोर ","Gutel, Ramritha, Vellor",,
wfo-0000234691,"सिन्दूरे, रोहिणी  (Sindure, Rohini)","सिन्दूरे, रोहिणी ","Sindure, Rohini",,
wfo-0000234715,"गुएल, पिँडार  (Guel, Pindar)","गुएल, पिँडार ","Guel, Pindar",,
wfo-0000261434,बेपारी  (Bepari),बेपारी ,Bepari,,
wfo-0000297077,अँडेर  (Ander),अँडेर ,Ander,,
wfo-0000326735,लहरे सिस्नु  (Lahare sisnu),लहरे सिस्नु ,Lahare sisnu,,
wfo-0000405944,किकनोबू स्वाँ  (Cicanobu swan: Newari),किकनोबू स्वाँ ,Cicanobu swan: Newari,,
wfo-0001242741,"बाख्रे घाँस, प्याउली  (Bakhre ghans, Pyauli)","बाख्रे घाँस, प्याउली ","Bakhre ghans, Pyauli",,
wfo-0000234922,अर्चले  (Archale),अर्चले ,Archale,,
wfo-0000235333,अर्चले  (Archale),अर्चले ,Archale,,
wfo-0000236259,अर्चले  (Archale),अर्चले ,Archale,,
wfo-0000237537,कालो बिलौनी  (Kalo bilaunee),कालो बिलौनी ,Kalo bilaunee,,
wfo-0000305379,"कुसुम, खट्टाफल  (Kusum, Khattaphal)","कुसुम, खट्टाफल ","Kusum, Khattaphal",,
wfo-0000342237,"कैँजल, अन्धिक्रिनी  (Kainjal, Andhikrini)","कैँजल, अन्धिक्रिनी ","Kainjal, Andhikrini",,
wfo-0001424146,प्याउली  (Pyauli),प्याउली ,Pyauli,,
wfo-0000414213,सानो नुनढिकी  (Sano nundhiki),सानो नुनढिकी ,Sano nundhiki,,
wfo-0000424897,"गायो, कजा  (Gayo, Kaja)","गायो, कजा ","Gayo, Kaja",,
wfo-0001365652,"पैलेटी, सानो नुनढिकी  (Paileti, Sano nundhiki)","पैलेटी, सानो नुनढिकी ","Paileti, Sano nundhiki",,
wfo-0000973275,"काने बहिरो, काने मौवा  (Kane bahiro, Kane mauwa)","काने बहिरो, काने मौवा ","Kane bahiro, Kane mauwa",,
wfo-0000973333,बाँगी काठ  (Bangi kath),बाँगी काठ ,Bangi kath,,
wfo-0000270405,"पाते अमला, हरि फल  (Pate amala, Hari phal)","पाते अमला, हरि फल ","Pate amala, Hari phal",,
wfo-0000270441,"भुईं अमला, अमला झार  (Bhuin amala, Amala jhar)","भुईं अमला, अमला झार ","Bhuin amala, Amala jhar",,
wfo-0000270930,भुईं अमला  (Bhuin amala),भुईं अमला ,Bhuin amala,,
wfo-0000270932,अमला  (Amala),अमला ,Amala,,
wfo-0000271027,भुईं अमला  (Bhuin amala),भुईं अमला ,Bhuin amala,,
wfo-0000271747,खरेटो  (Khareto),खरेटो ,Khareto,,
wfo-0000271947,"नुनढिकी, सिकट  (Nundhiki, Sikat)","नुनढिकी, सिकट ","Nundhiki, Sikat",,
wfo-0000272093,"अमला झार, भुईं अमला  (Amala jhar, Bhuin amala)","अमला झार, भुईं अमला ","Amala jhar, Bhuin amala",,
wfo-0000677084,च्याकतु  (Chyakatu: Tibetan),च्याकतु ,Chyakatu: Tibetan,,
wfo-0000700407,रातो असने  (Rato asane),रातो असने ,Rato asane,,
wfo-0000700930,चुनित्रो घाँस  (Chunitro ghans),चुनित्रो घाँस ,Chunitro ghans,,
wfo-0000700950,रगतागेरी  (Ragatageri),रगतागेरी ,Ragatageri,,
wfo-0000701108,पल्लो  (Pallo),पल्लो ,Pallo,,
wfo-0000701216,ल्हुम्रन  (Lhumran: Tamang),ल्हुम्रन ,Lhumran: Tamang,,
wfo-0000701577,रक्तमुल  (Raktamul),रक्तमुल ,Raktamul,,
wfo-0000616391,"असारे फूल, लाल चमेली, मालती  (Asare phul, Lal chameli, Malati)","असारे फूल, लाल चमेली, मालती ","Asare phul, Lal chameli, Malati",,
wfo-0000616739,काली लहरा  (Kali lahara),काली लहरा ,Kali lahara,,
wfo-0001296454,मदिनी  (Madini),मदिनी ,Madini,,
wfo-0000406788,"अस्ना, साज  (Asana, Saj)","अस्ना, साज ","Asana, Saj",,
wfo-0001421860,"बाक्ले भकाली, बाँझी, हाडे, बोेट धाएरो, धौँती  (Bakle vakali, Banjhi, Hade, Bot dhayaro, Dhaunti)","बाक्ले भकाली, बाँझी, हाडे, बोेट धाएरो, धौँती ","Bakle vakali, Banjhi, Hade, Bot dhayaro, Dhaunti",,
wfo-0001296467,बर्रो  (Barro),बर्रो ,Barro,,
wfo-0000406875,हर्रो  (Harro),हर्रो ,Harro,,
wfo-0001296360,पानी साज  (Pani saj),पानी साज ,Pani saj,,
wfo-0000530923,जयरु  (Jayeru),जयरु ,Jayeru,,
wfo-0000530936,"अम्बर, दादमरी  (Ambar, Dadmari)","अम्बर, दादमरी ","Ambar, Dadmari",,
wfo-0000630312,सुल्फा फूल  (Sulpha phool),सुल्फा फूल ,Sulpha phool,,
wfo-0000657551,"लाम्पाते, मदाने  (Lampate, Madane)","लाम्पाते, मदाने ","Lampate, Madane",,
wfo-0000366670,"बोट धाएरो, हाडे  (Bot dhayaro, Hade)","बोट धाएरो, हाडे ","Bot dhayaro, Hade",,
wfo-0000468843,"अनार, दारिम  (Anar, Darim)","अनार, दारिम ","Anar, Darim",,
wfo-0000405905,बेलायती झार  (Belayati jhar),बेलायती झार ,Belayati jhar,,
wfo-0001076077,सिम झार  (Sim jhar),सिम झार ,Sim jhar,,
wfo-0001142838,"गाई काँडा, सिँगडा  (Gai kanda, Singada)","गाई काँडा, सिँगडा ","Gai kanda, Singada",,
wfo-0000734791,"पानी फल, सिँगडा  (Pani phal, Singada)","पानी फल, सिँगडा ","Pani phal, Singada",,
wfo-0001075906,धाएरो (Dhayero),धाएरो,Dhayero,,
wfo-0000668755,चरपन चुत्सी  (Charpan chutsi: Tibetan),चरपन चुत्सी ,Charpan chutsi: Tibetan,,
wfo-0001088056,छिउजी  (Chhyuzi: Tibetan),छिउजी ,Chhyuzi: Tibetan,,
wfo-0000669786,कुपते झार  (Kupate jhar),कुपते झार ,Kupate jhar,,
wfo-0000669801,चरपन चुत्सी  (Charpan chutsi: Tibetan),चरपन चुत्सी ,Charpan chutsi: Tibetan,,
wfo-0000443141,"जडेलो, पोके झार  (Jadelo, Poke jhar)","जडेलो, पोके झार ","Jadelo, Poke jhar",,
wfo-0000443171,"ल्वाङ झार, खुर्साने झार  (Lwang jhar, Khursane jhar)","ल्वाङ झार, खुर्साने झार ","Lwang jhar, Khursane jhar",,
wfo-0000443282,ल्वाङ झार  (Lwang jhar),ल्वाङ झार ,Lwang jhar,,
wfo-0000284421,"अम्बा, बेलौती  (Amba, Belauti)","अम्बा, बेलौती ","Amba, Belauti",,
wfo-0000318521,कालो जामुन  (Kalo jamun),कालो जामुन ,Kalo jamun,,
wfo-0000318648,"अम्बाके, ठूलो जामुन, फलामे  (Ambake, Thulo jamun, Falame)","अम्बाके, ठूलो जामुन, फलामे ","Ambake, Thulo jamun, Falame",,
wfo-0000318809,गुलाब जामुन  (Gulab jamun),गुलाब जामुन ,Gulab jamun,,
wfo-0000318855,अम्बाके  (Ambake),अम्बाके ,Ambake,,
wfo-0000319069,क्यामुना  (Kyamuna),क्यामुना ,Kyamuna,,
wfo-0001266359,अङ्गेरी  (Angeri),अङ्गेरी ,Angeri,,
wfo-0001083293,"अङ्गेरी, सेतो चुलेसी  (Angeri, Seto chulesi)","अङ्गेरी, सेतो चुलेसी ","Angeri, Seto chulesi",,
wfo-0001280625,सानो अङ्गेरी  (Sano angeri),सानो अङ्गेरी ,Sano angeri,,
wfo-0001280627,"गलफूले, रातो चुलेसी  (Galphule, Rato chulesi)","गलफूले, रातो चुलेसी ","Galphule, Rato chulesi",,
wfo-0001080559,बाख्रा काने  (Bakhra kane),बाख्रा काने ,Bakhra kane,,
wfo-0000747135,लहरे चुनेत्रो  (Lahare chunetro),लहरे चुनेत्रो ,Lahare chunetro,,
wfo-0000694796,"औले दबदबे, राम सिङ्गे  (Aule dabdabe, Ram singe)","औले दबदबे, राम सिङ्गे ","Aule dabdabe, Ram singe",,
wfo-0000573381,"चिरौँजी, प्यार  (Chiraunji, Pyar)","चिरौँजी, प्यार ","Chiraunji, Pyar",,
wfo-0000603193,लप्सी  (Lapsi),लप्सी ,Lapsi,,
wfo-0000652731,साँग्ले  (Sangle),साँग्ले ,Sangle,,
wfo-0001050697,"हल्लुन्डे, होलोङ्ग्रे  (Hallunde, Holongre)","हल्लुन्डे, होलोङ्ग्रे ","Hallunde, Holongre",,
wfo-0000371248,आँप  (Anp),आँप ,Anp,,
wfo-0001051922,"वन आँप, जङ्गली आँप  (Ban anp, Jangali anp)","वन आँप, जङ्गली आँप ","Ban anp, Jangali anp",,
wfo-0001051925,"चुति लहरा, लहरे आँप  (Chuti lahara, Lahare anp)","चुति लहरा, लहरे आँप ","Chuti lahara, Lahare anp",,
wfo-0001285121,"काकड सिँघी, कर्कट श्रिङ्गी  (Kakad singhi, Karkata shringi)","काकड सिँघी, कर्कट श्रिङ्गी ","Kakad singhi, Karkata shringi",,
wfo-0000394534,काकड सिँघी  (Kakad singhi),काकड सिँघी ,Kakad singhi,,
wfo-0000434843,सति बयर  (Sati bayar),सति बयर ,Sati bayar,,
wfo-0000434831,भलायो  (Bhalayo),भलायो ,Bhalayo,,
wfo-0001049363,अमारो  (Amaro),अमारो ,Amaro,,
wfo-0001052269,काग फूली  (Kag fuli),काग फूली ,Kag fuli,,
wfo-0001052331,रानी भलायो  (Rani bhalayo),रानी भलायो ,Rani bhalayo,,
wfo-0001052260,"चोसी, ठूलो भलायो  (Chosi, Thulo bhalayo)","चोसी, ठूलो भलायो ","Chosi, Thulo bhalayo",,
wfo-0000513942,"कान्चिरो, ठँगारु  (Kanchiro, Thangaru)","कान्चिरो, ठँगारु ","Kanchiro, Thangaru",,
wfo-0000514024,"कान्चिरो, सानो फिरफिरे  (Kanchiro, Sano firphire)","कान्चिरो, सानो फिरफिरे ","Kanchiro, Sano firphire",,
wfo-0000514030,"फिरफिरे, कपासी  (Phirpire, Kapasi)","फिरफिरे, कपासी ","Phirpire, Kapasi",,
wfo-0000514707,"फिरफिरे, पुतली फूल  (Firphire, Putali phul)","फिरफिरे, पुतली फूल ","Firphire, Putali phul",,
wfo-1000043691,ठुसी पाङ्ग्री  (Thusi pangri),ठुसी पाङ्ग्री ,Thusi pangri,,
wfo-0000515109,कपासी  (Kapasi),कपासी ,Kapasi,,
wfo-0000522293,"घोडे पाङ्ग्रो, लेक पाङ्ग्रा  (Ghode pangro, Lek pangra)","घोडे पाङ्ग्रो, लेक पाङ्ग्रा ","Ghode pangro, Lek pangra",,
wfo-0000587875,"ज्योतिस्मती, कन्खुतिया  (Jyotismati, Kankhutiya)","ज्योतिस्मती, कन्खुतिया ","Jyotismati, Kankhutiya",,
wfo-0001135251,रिठ्ठा  (Rittha),रिठ्ठा ,Rittha,,
wfo-0001134603,कुसुम  (Kusum),कुसुम ,Kusum,,
wfo-0000518861,"जङ्गली अमला, मिठाई  (Jangali amala, Mithai)","जङ्गली अमला, मिठाई ","Jangali amala, Mithai",,
wfo-0000521533,"बेल, बेलपत्र  (Bel, Belpatra)","बेल, बेलपत्र ","Bel, Belpatra",,
wfo-0000567842,"दाम्पाते, माखे माउरो, उडुसे झार  (Dampate, Makhe mauro, Uduse jhar)","दाम्पाते, माखे माउरो, उडुसे झार ","Dampate, Makhe mauro, Uduse jhar",,
wfo-0000608140,बिमिरो  (Bimiro),बिमिरो ,Bimiro,,
wfo-0000608651,"मनिजाले, असन्यम  (Manijale, Asanyam: Chepang)","मनिजाले, असन्यम ","Manijale, Asanyam: Chepang",,
wfo-0001132683,"कडी पत्ता, मिठो निम  (Kadi patta, Mitho nim)","कडी पत्ता, मिठो निम ","Kadi patta, Mitho nim",,
wfo-0000453279,कामिनी फूल  (Kamini phool),कामिनी फूल ,Kamini phool,,
wfo-0000470440,नटकँटा  (Natkanta),नटकँटा ,Natkanta,,
wfo-0000504241,चिल्लो पाते  (Chillo pate),चिल्लो पाते ,Chillo pate,,
wfo-0001133179,रौना फूल  (Rauna phool),रौना फूल ,Rauna phool,,
wfo-1200041399,"नरपाती, कुम्लानी  (Narpati, Cumlani)","नरपाती, कुम्लानी ","Narpati, Cumlani",,
wfo-0001241964,"बोेकुम्ब, खानक्पा  (Bokumb, Khanakpa)","बोेकुम्ब, खानक्पा ","Bokumb, Khanakpa",,
wfo-0000455337,मैन काँडा  (Main kanda),मैन काँडा ,Main kanda,,
wfo-0001132687,"जङ्गली टिमुर, भोटे टिमुर  (Jangali timur, Bhote timur)","जङ्गली टिमुर, भोटे टिमुर ","Jangali timur, Bhote timur",,
wfo-0000430335,"पर्परे टिमुर, भाले टिमुर  (Parpare timur, Bhale timur)","पर्परे टिमुर, भाले टिमुर ","Parpare timur, Bhale timur",,
wfo-0000429522,वन टिमुर  (Ban timur),वन टिमुर ,Ban timur,,
wfo-0000429249,पर्परे टिमुर  (Parpare timur),पर्परे टिमुर ,Parpare timur,,
wfo-0001253296,नाँगे टिमुर  (Nange timur),नाँगे टिमुर ,Nange timur,,
wfo-0001132689,"सिल टिमुर, भैँसी टिमुर, लहरे टिमुर  (Sil timur, Bhainsi timur, Lahare timur)","सिल टिमुर, भैँसी टिमुर, लहरे टिमुर ","Sil timur, Bhainsi timur, Lahare timur",,
wfo-0000429347,रुख बोके टिमुर  (Rukh boke timur),रुख बोके टिमुर ,Rukh boke timur,,
wfo-0000572705,"भकि अमिलो, दुधे भलायो  (Bhaki amilo, Dudhe bhalayo)","भकि अमिलो, दुधे भलायो ","Bhaki amilo, Dudhe bhalayo",,
wfo-0001140410,तेजु  (Teju),तेजु ,Teju,,
wfo-0000474766,"निम काठ, शमा भ्रिङ्गी  (Nim kath, Shama bhringi)","निम काठ, शमा भ्रिङ्गी ","Nim kath, Shama bhringi",,
wfo-0000557668,निम  (Neem),निम ,Neem,,
wfo-0000604169,हल्लोङ्ग्रे  (Hallongre),हल्लोङ्ग्रे ,Hallongre,,
wfo-0000605567,"काली गेडी, पैरेटी  (Kali gedi, Paireti)","काली गेडी, पैरेटी ","Kali gedi, Paireti",,
wfo-0000658568,लसुने  (Lasune),लसुने ,Lasune,,
wfo-0000721852,"आँखा तरुवा, कोमल सिउले  (Ankha taruwa, Komal siule)","आँखा तरुवा, कोमल सिउले ","Ankha taruwa, Komal siule",,
wfo-0000450150,बकाइनु  (Bakainu),बकाइनु ,Bakainu,,
wfo-0000504933,"बाँदरे, लहरे लालगेडी  (Bandare, Lahare lalgedi)","बाँदरे, लहरे लालगेडी ","Bandare, Lahare lalgedi",,
wfo-0000455531,टुनी  (Tuni),टुनी ,Tuni,,
wfo-0000455502,टुनी  (Tuni),टुनी ,Tuni,,
wfo-0000510854,वन कपास  (Ban kapas),वन कपास ,Ban kapas,,
wfo-0001078109,"वन नालु, वन कपास  (Ban nalu, Ban kapas)","वन नालु, वन कपास ","Ban nalu, Ban kapas",,
wfo-0000511989,"काँगियो, सीता पुष्प  (Kangiyo, Sita puspa)","काँगियो, सीता पुष्प ","Kangiyo, Sita puspa",,
wfo-0000511487,श्रिन्गराज  (Shringraj),श्रिन्गराज ,Shringraj,,
wfo-0001426705,खोले बिराले  (Khole birale),खोले बिराले ,Khole birale,,
wfo-0000557989,"वन कपास, कपासे  (Ban kapas, Kapase)","वन कपास, कपासे ","Ban kapas, Kapase",,
wfo-0000568369,सिमल  (Simal),सिमल ,Simal,,
wfo-0000619993,"बलु झार, वन पाते  (Balu jhar, Ban pate)","बलु झार, वन पाते ","Balu jhar, Ban pate",,
wfo-0000620030,"जुट, पटुवा, सन् पाट  (Jute, Patuwa, San pat)","जुट, पटुवा, सन् पाट ","Jute, Patuwa, San pat",,
wfo-0000620125,"पटुवा, मिठा पाते  (Patuwa, Mitha pate)","पटुवा, मिठा पाते ","Patuwa, Mitha pate",,
wfo-0000620198,पटुवा साग  (Patuwa sag),पटुवा साग ,Patuwa sag,,
wfo-0000691032,सेतो ओदाल  (Seto odal),सेतो ओदाल ,Seto odal,,
wfo-0000691036,लबशी  (Labshi),लबशी ,Labshi,,
wfo-0000709742,"वन कपास, भिमाल, स्याल फुस्रे  (Ban kapas, Bhimal, Syal fusre)","वन कपास, भिमाल, स्याल फुस्रे ","Ban kapas, Bhimal, Syal fusre",,
wfo-0000709968,"वन मकै, दमा  (Ban makai, Dama)","वन मकै, दमा ","Ban makai, Dama",,
wfo-0000710159,"भिमाल, चिप्ले, स्याल फुस्रे  (Bhimal, Chiple, Syal fusre)","भिमाल, चिप्ले, स्याल फुस्रे ","Bhimal, Chiple, Syal fusre",,
wfo-0000710286,फलसा  (Falsa),फलसा ,Falsa,,
wfo-0000710298,"फर्साे, भोकोटा  (Farso, Bhokota)","फर्साे, भोकोटा ","Farso, Bhokota",,
wfo-0000710307,"स्याल पुछ्रे, हर्श  (Syal puchhare, Harsha)","स्याल पुछ्रे, हर्श ","Syal puchhare, Harsha",,
wfo-0000710353,धामन  (Dhaman),धामन ,Dhaman,,
wfo-0000718114,"मृग सिङ्गे, कपासे  (Mriga singe, Kapase)","मृग सिङ्गे, कपासे ","Mriga singe, Kapase",,
wfo-0001076690,"बोरि, कुभिन्डे, पुलिया  (Bori, Kubhinde, Pulia)","बोरि, कुभिन्डे, पुलिया ","Bori, Kubhinde, Pulia",,
wfo-0001078160,कुभिन्डो फूल  (Kubhindo phool),कुभिन्डो फूल ,Kubhindo phool,,
wfo-0000449780,बेलायती भन्टा  (Belayati bhanta),बेलायती भन्टा ,Belayati bhanta,,
wfo-0000449230,सानो मजिनो  (Sano majino),सानो मजिनो ,Sano majino,,
wfo-0000449601,"लाफे साग, मजाईनो  (Laphe sag, Majaino)","लाफे साग, मजाईनो ","Laphe sag, Majaino",,
wfo-0000449486,घटा पत्रा  (Ghata patra),घटा पत्रा ,Ghata patra,,
wfo-0000452175,"वन पाते, पटुवा झार  (Ban pate, Patuwa jhar)","वन पाते, पटुवा झार ","Ban pate, Patuwa jhar",,
wfo-0000476060,दोपहाने फूल  (Dopahane phool),दोपहाने फूल ,Dopahane phool,,
wfo-0000476033,"हात्ती पाइले, काठे चाँप  (Hatti paile, Kathe chanp)","हात्ती पाइले, काठे चाँप ","Hatti paile, Kathe chanp",,
wfo-0000475845,व्यापारी  (Byapari),व्यापारी ,Byapari,,
wfo-0000496936,"बलु झार, बलु  (Balu jhar, Balu)","बलु झार, बलु ","Balu jhar, Balu",,
wfo-0000501713,"बलु झार, जरि झार  (Balu jhar, Jari jhar)","बलु झार, जरि झार ","Balu jhar, Jari jhar",,
wfo-0000501705,"बरियार, बलु  (Bariyar, Balu)","बरियार, बलु ","Bariyar, Balu",,
wfo-0000505360,"सानो चिल्या, ठूलो बलु  (Sano chilya, Thulo balu)","सानो चिल्या, ठूलो बलु ","Sano chilya, Thulo balu",,
wfo-1000049980,"मरिला, ओदाल, ओदाने  (Marila, Odal, Odane)","मरिला, ओदाल, ओदाने ","Marila, Odal, Odane",,
wfo-0001142566,"वन कुरो, डल्ले कुरो  (Ban kuro, Dalle kuro)","वन कुरो, डल्ले कुरो ","Ban kuro, Dalle kuro",,
wfo-0000457668,"डल्ले कुरो, झिन्झीटिका  (Dalle kuro, Jhinjhitika)","डल्ले कुरो, झिन्झीटिका ","Dalle kuro, Jhinjhitika",,
wfo-0000417231,"नालु कुरो, भेँडे झार  (Nalu kuro, Bhende jhar)","नालु कुरो, भेँडे झार ","Nalu kuro, Bhende jhar",,
wfo-0001254980,"लोक्ता, कागत पाते  (Lokta, Kagat pate)","लोक्ता, कागत पाते ","Lokta, Kagat pate",,
wfo-0000637816,"भुलु, महादेवको फूल  (Bhulu, Mahadevko phool)","भुलु, महादेवको फूल ","Bhulu, Mahadevko phool",,
wfo-0000637911,अर्गेली  (Argeli),अर्गेली ,Argeli,,
wfo-0000663233,अर्गेली  (Argeli),अर्गेली ,Argeli,,
wfo-0001142517,"देउराली फूल, रेकेमुक्ता  (Deurali phul, Rekemukta)","देउराली फूल, रेकेमुक्ता ","Deurali phul, Rekemukta",,
wfo-0001142389,फुर्के पात  (Furke pat),फुर्के पात ,Furke pat,,
wfo-0001046459,"अग्राख, सखुवा, साल  (Agrakh, Sakhuwa, Sal)","अग्राख, सखुवा, साल ","Agrakh, Sakhuwa, Sal",,
wfo-0001085051,"शीतल चिनी, सैजन, शोभांजन  (Sheetal chini, Saijan, Shovanjan)","शीतल चिनी, सैजन, शोभांजन ","Sheetal chini, Saijan, Shovanjan",,
wfo-0001250314,कसौली लहरा  (Kasouli lahara),कसौली लहरा ,Kasouli lahara,,
wfo-1200030248,"वन भेँडा, बाघ नङ्ग्रे  (Ban bhenda, Bagh nangre)","वन भेँडा, बाघ नङ्ग्रे ","Ban bhenda, Bagh nangre",,
wfo-0001363126,बाघ मुखे  (Bagh mukhe),बाघ मुखे ,Bagh mukhe,,
wfo-0000585299,"वन भेँडा, गोविन्द फल  (Ban bhenda, Govinda phal)","वन भेँडा, गोविन्द फल ","Ban bhenda, Govinda phal",,
wfo-0000625724,सिप्लिकान  (Siplikan),सिप्लिकान ,Siplikan,,
wfo-0000625738,सिप्लिकान  (Siplikan),सिप्लिकान ,Siplikan,,
wfo-0000611317,जुँगे फूल  (Junge phool),जुँगे फूल ,Junge phool,,
wfo-0000611671,"हुर्हुरे, वन तोरी  (Hurhure, Ban tori)","हुर्हुरे, वन तोरी ","Hurhure, Ban tori",,
wfo-0000508839,राम तोरी  (Ram tori),राम तोरी ,Ram tori,,
wfo-0000526081,लसुने साग  (Lasune sag),लसुने साग ,Lasune sag,,
wfo-0000559999,खोले साग  (Khole sag),खोले साग ,Khole sag,,
