taxonID,vernacularName,identifier,,,,,,,,,,,,,,,,,
wfo-0000381672,Sweetwood.,45e360bd-1723-4b40-b3eb-d5430901ba58,,,,,,,,,,,,,,2012-11-12,Bob Magill,,2012-11-12
wfo-0001070845,Siguaton,920abc0e-f004-4a51-b58a-ce507be5ac2d,,,,,,,,,,,,,,2012-11-12,Bob Magill,,2012-11-12
wfo-0000720600,cebo macho cebo burro,dd0ad948-e296-443c-b4e2-3c777be42823,,,,,,,,,,,,,,2012-11-12,Bob Magill,,2012-11-12
wfo-0000983565,Black Raspberry,bd6e688d-b7aa-4ca1-b053-b3a0aef928c2,,,,,,,,,,,,,,2012-11-13,Bob Magill,,2012-11-13
wfo-0000179713,rain tree,8c35b830-0735-4e27-b711-efff22bc4942,,,,,,,,,,,,,,2012-11-15,Bob Magill,,2012-11-15
wfo-0000184271,woman's tongue,031040ca-42ea-439a-93e3-d063e485bc96,,,,,,,,,,,,,,2012-11-15,Bob Magill,,2012-11-15
wfo-0000479840,guate-guate camacarlata,55eb8574-5aa0-4613-ac43-5528355607d4,,,,,,,,,,,,,,2012-11-28,Bob Magill,,2012-11-28
wfo-0000479840,calzoncillo,1b7871ed-cabd-4be9-9439-a2c070d7c1b5,,,,,,,,,,,,,,2012-11-28,Bob Magill,,2012-11-28
wfo-0000482100,guate-guate Pasionaria,d9d24d6f-f490-4b3b-8ae0-312fce0d1ccf,,,,,,,,,,,,,,2012-11-28,Bob Magill,,2012-11-28
wfo-0000355851,papaya papaya de monte,4a765d96-a4f3-4ece-8ea9-3a0636276aee,,,,,,,,,,,,,,2012-11-29,Bob Magill,,2012-11-29
wfo-0000355851,papayillo palo de barril,3bf65ca2-d34f-4bca-aedc-4d99d6ab173a,,,,,,,,,,,,,,2012-11-29,Bob Magill,,2012-11-29
wfo-4000006717,papaya,7e598dd3-bbc1-4e28-ac63-4a20844ec1d4,,,,,,,,,,,,,,2012-11-29,Bob Magill,,2012-11-29
wfo-0000825619,water begonia,1b5d8ab9-ed27-4805-b591-995c29c594e5,,,,,,,,,,,,,,2012-11-29,Bob Magill,,2012-11-29
wfo-0000519897,fruta de pavo,3b9b801b-236a-478b-80c9-91bba6bda490,,,,,,,,,,,,,,2012-12-18,Bob Magill,,2012-12-18
wfo-0000775526,palo de muerte,ee059650-43eb-4493-8319-bf787bb1d0de,,,,,,,,,,,,,,2012-12-18,Bob Magill,,2012-12-18
wfo-0000775431,jaguey membrillo,b8d061c3-d97f-4019-8bda-d944a1d6f6ba,,,,,,,,,,,,,,2012-12-18,Bob Magill,,2012-12-18
wfo-4000009512,Cannon-ball Tree,2d071ade-bc97-41cc-8c2e-71251f38d884,,,,,,,,,,,,,,2012-12-18,Bob Magill,,2012-12-18
wfo-0000775205,mata cansada,552ff877-d14b-473f-8f2e-fb5394617132,,,,,,,,,,,,,,2012-12-18,Bob Magill,,2012-12-18
wfo-0000318809,pomarosa Rose apple,ef039e4d-4238-47d9-9887-1e45aa7cf613,,,,,,,,,,,,,,2012-12-19,Bob Magill,,2012-12-19
wfo-0000318809,Malabar plum Plum rose,a38ed182-d49b-46c8-88ce-d88429e47930,,,,,,,,,,,,,,2012-12-19,Bob Magill,,2012-12-19
wfo-0000959411,Surinam Cherry,063c9989-4e56-4e56-a6e0-cff059d738e8,,,,,,,,,,,,,,2012-12-19,Bob Magill,,2012-12-19
wfo-0000956536,coralillo,d2b3c87c-dfa7-4bb0-9905-c1576ba2b00e,,,,,,,,,,,,,,2012-12-19,Bob Magill,,2012-12-19
wfo-0000958284,guayabillo,cec70a05-9763-4ac3-9db0-f8553882df53,,,,,,,,,,,,,,2012-12-19,Bob Magill,,2012-12-19
wfo-0000956874,guayabito de monte,51067d17-7b71-4d9e-9f63-e77c4861939c,,,,,,,,,,,,,,2012-12-19,Bob Magill,,2012-12-19
wfo-0000958362,sequarra,348dcc06-655a-4044-aea6-9149c19c5bd9,,,,,,,,,,,,,,2012-12-19,Bob Magill,,2012-12-19
wfo-0000956225,paico,09f16e28-2ae7-4d38-8629-046cb9c83cc5,,,,,,,,,,,,,,2012-12-19,Bob Magill,,2012-12-19
wfo-0000956814,cacique,40d3fc2a-f0a8-44c2-b5c1-f778f5a7cdae,,,,,,,,,,,,,,2012-12-19,Bob Magill,,2012-12-19
wfo-0000958400,icaquillo sortija,cb0dd3bf-443e-4940-b9e8-68977f30c71d,,,,,,,,,,,,,,2012-12-19,Bob Magill,,2012-12-19
wfo-0000284611,guayabito arrayan guayabito del Peru,37f06205-2dd3-4102-b1e6-a00c7b0920a8,,,,,,,,,,,,,,2012-12-19,Bob Magill,,2012-12-19
wfo-0000284613,arrayan guayabillo,be1078a8-5ac6-4ae3-a29c-b0a4f6cb8531,,,,,,,,,,,,,,2012-12-19,Bob Magill,,2012-12-19
wfo-0000284404,guayaba de agua,f7f1697d-e644-4b72-be55-7e9548e74f43,,,,,,,,,,,,,,2012-12-19,Bob Magill,,2012-12-19
wfo-0000284421,guava,e9ac9108-cc0f-4705-87e3-ec5a5f8aa544,,,,,,,,,,,,,,2012-12-19,Bob Magill,,2012-12-19
wfo-0000284428,guayabita guayaba arraydn,ea2d71d7-36ba-4b87-92d3-3dde220ce315,,,,,,,,,,,,,,2012-12-19,Bob Magill,,2012-12-19
wfo-0000284428,guayaba de sabana,c6214d26-35ad-48c9-8d6a-a391f1dae3f6,,,,,,,,,,,,,,2012-12-19,Bob Magill,,2012-12-19
wfo-0000536042,Anisillo dill,0027de9e-f3d5-407f-adf1-598f0d9435d1,,,,,,,,,,,,,,2013-01-11,Bob Magill,,2013-01-11
wfo-0000717132,naranjillo colorado,a7bad493-e2a0-45a8-ac84-721b5ee1c869,,,,,,,,,,,,,,2013-01-14,Bob Magill,,2013-01-14
wfo-0000403671,lengua de vaca lengua de caballo,40ca4d26-8932-44d1-a71b-d7c0a8b9f419,,,,,,,,,,,,,,2013-01-14,Bob Magill,,2013-01-14
wfo-0000488361,chilillo chilillo de clucho,21986b59-c45c-451b-afca-c27cc7770d5a,,,,,,,,,,,,,,2013-01-14,Bob Magill,,2013-01-14
wfo-0001101131,lechuga de agua chilillo,96f81c80-55c7-4dd7-b336-55f90190146f,,,,,,,,,,,,,,2013-01-14,Bob Magill,,2013-01-14
wfo-0000538920,confederate vine,2c350409-dc98-4822-86b9-495010a703e4,,,,,,,,,,,,,,2013-01-14,Bob Magill,,2013-01-14
wfo-0000613177,uvero,b03d5afc-c2c6-4602-a4a3-c50b7f9c92aa,,,,,,,,,,,,,,2013-01-14,Bob Magill,,2013-01-14
wfo-0000613271,Papaturra blanca Pefia blanca,58f6f496-0467-4815-adb6-5e8b14d3fe7c,,,,,,,,,,,,,,2013-01-14,Bob Magill,,2013-01-14
wfo-0000613437,sea grape,2042173f-9d24-4b65-ad2d-c960d379401a,,,,,,,,,,,,,,2013-01-14,Bob Magill,,2013-01-14
wfo-0000613209,Hueso,2b9ad24b-5432-47ce-853e-d86b271c2b11,,,,,,,,,,,,,,2013-01-14,Bob Magill,,2013-01-14
wfo-0000613036,ubero papaturro blanco,ba8160cf-e27c-49ec-b606-a360a0f3d6f8,,,,,,,,,,,,,,2013-01-14,Bob Magill,,2013-01-14
wfo-0001236621,Mora morillo,bb3a8c53-51c3-45de-971e-b840920b0e4f,,,,,,,,,,,,,,2013-01-17,Bob Magill,,2013-01-17
wfo-0001236621,macano fustic,1cf6c9c8-1b73-470e-b0be-44fa52cb5e15,,,,,,,,,,,,,,2013-01-17,Bob Magill,,2013-01-17
wfo-0000456065,Ojoche macho lechosa,74868541-c48b-44d8-bc09-ddc98f4cda38,,,,,,,,,,,,,,2013-01-17,Bob Magill,,2013-01-17
wfo-0000456065,ram6n gallote,77cb83af-8cee-499e-8b96-0db3f20ac4a9,,,,,,,,,,,,,,2013-01-17,Bob Magill,,2013-01-17
wfo-0000456065,morillo breadnut,c168c42c-8baa-4f8d-937f-b910256a7e8d,,,,,,,,,,,,,,2013-01-17,Bob Magill,,2013-01-17
wfo-0000572451,cow tree palo de vaca,943a2a36-0683-4334-bbb4-2bb2714694c5,,,,,,,,,,,,,,2013-01-22,Bob Magill,,2013-01-22
wfo-0000589992,Ule-ule hule,d0818f7e-3d08-4ce2-8307-97e6406928a0,,,,,,,,,,,,,,2013-01-22,Bob Magill,,2013-01-22
wfo-0000589992,caucho mastate blanco,79ee4278-d71d-49b0-b0bc-bd775e518b67,,,,,,,,,,,,,,2013-01-22,Bob Magill,,2013-01-22
wfo-0000689689,Mata palo,73f32f91-acf7-43bd-a8ac-cebc22f5769a,,,,,,,,,,,,,,2013-01-22,Bob Magill,,2013-01-22
wfo-0000689703,Mata palo higuito,739e5941-adab-4df2-94f0-3f5eafddb93f,,,,,,,,,,,,,,2013-01-22,Bob Magill,,2013-01-22
wfo-0000483167,aguacatia,a488da46-440f-461d-9df8-ded31e869e37,,,,,,,,,,,,,,2013-01-22,Bob Magill,,2013-01-22
wfo-0000593019,mnoio san jose,e7988585-bf3c-4a1f-9b61-9c9b05fe191e,,,,,,,,,,,,,,2013-01-25,Bob Magill,,2013-01-25
wfo-0000593019,cresta de gallo amor seco,3d037868-4747-47e2-976c-63d4dd390a32,,,,,,,,,,,,,,2013-01-25,Bob Magill,,2013-01-25
wfo-0000593019,mano de le'n for de mano,2020e4d3-3fb3-4d17-a309-1f86064401c8,,,,,,,,,,,,,,2013-01-25,Bob Magill,,2013-01-25
wfo-0000593019,amaranto boria,96074559-eba4-4376-bc70-943ef8f7de63,,,,,,,,,,,,,,2013-01-25,Bob Magill,,2013-01-25
wfo-0000530552,bledo calaii,26847b1a-d9a0-4797-b15a-d244bcc54b4c,,,,,,,,,,,,,,2013-01-25,Bob Magill,,2013-01-25
wfo-0000530168,abanico chino calalu,f5e8cbef-c78c-44b0-9e07-243d0f6b2453,,,,,,,,,,,,,,2013-01-25,Bob Magill,,2013-01-25
wfo-0000530192,bledo calalu,80393ba1-8b87-4717-aa2f-450662ffa492,,,,,,,,,,,,,,2013-01-25,Bob Magill,,2013-01-25
wfo-0000530251,quintoniles calete,feca4463-d197-49ea-a782-6f8e4baec7e8,,,,,,,,,,,,,,2013-01-25,Bob Magill,,2013-01-25
wfo-0000530251,ses huisquilete,882a01bb-5804-4d3d-9729-77b0d535d2d7,,,,,,,,,,,,,,2013-01-25,Bob Magill,,2013-01-25
wfo-0000530251,quiec tes bledo,4a17f844-784e-4935-9dd8-3c5f47b7306e,,,,,,,,,,,,,,2013-01-25,Bob Magill,,2013-01-25
wfo-0000530251,xtez quelite,c11c4ba9-4569-4f8a-b6b3-902d3f64c8ae,,,,,,,,,,,,,,2013-01-25,Bob Magill,,2013-01-25
wfo-0000530251,huisquelite,1bca039b-20e5-48d5-afa1-93719407f669,,,,,,,,,,,,,,2013-01-25,Bob Magill,,2013-01-25
wfo-0000530495,xtez kix-xtez,a1aa7255-707a-4319-b03b-fd92c8e54062,,,,,,,,,,,,,,2013-01-25,Bob Magill,,2013-01-25
wfo-0000530495,huisquelite bledo macho,5b394350-d8b8-43a2-bb0d-272f83241d63,,,,,,,,,,,,,,2013-01-25,Bob Magill,,2013-01-25
wfo-0000530495,ixtez tsetz,ad91b8c5-2890-4c9f-a6e7-c796886d1f34,,,,,,,,,,,,,,2013-01-25,Bob Magill,,2013-01-25
wfo-0000530495,labtzetz nigua,f12a4eb2-0e4b-45d1-8c6e-d2b029b5f674,,,,,,,,,,,,,,2013-01-25,Bob Magill,,2013-01-25
wfo-0000516177,zacpaiche zorillo blanco,945119ae-dba5-466b-9dad-d830b2abc7b6,,,,,,,,,,,,,,2013-01-28,Bob Magill,,2013-01-28
wfo-0000516177,abrojo mozote,3ef7c03b-47aa-4e5d-bf4a-35cd2ad5749a,,,,,,,,,,,,,,2013-01-28,Bob Magill,,2013-01-28
wfo-0000516177,mozotillo rabo de chanco,9513aa28-37d8-4dbb-9809-07c2aecf01b3,,,,,,,,,,,,,,2013-01-28,Bob Magill,,2013-01-28
wfo-0000516177,cola de armado penegato,817715b6-e2dd-4201-bd28-1250b863660f,,,,,,,,,,,,,,2013-01-28,Bob Magill,,2013-01-28
wfo-0000516177,pije de gato chile de perro,c03a5eb3-e517-4fcf-bcb1-f69852b3c524,,,,,,,,,,,,,,2013-01-28,Bob Magill,,2013-01-28
wfo-0000631165,cola de armado mozote,1d78cb5f-dec8-4bbc-a989-7d8744d325e0,,,,,,,,,,,,,,2013-01-28,Bob Magill,,2013-01-28
wfo-0000705933,botoncillo sangrinaria,9d7c9e5c-66eb-4a71-a8c5-64e2dab96506,,,,,,,,,,,,,,2013-01-28,Bob Magill,,2013-01-28
wfo-0000705933,sanguinaria siempreviva,5f28584d-3fc0-4ee0-b833-5127ed320d90,,,,,,,,,,,,,,2013-01-28,Bob Magill,,2013-01-28
wfo-0000705933,sienmprevliva de monte chacmol,be5ca742-3126-4e28-9215-b4d083f3d8f9,,,,,,,,,,,,,,2013-01-28,Bob Magill,,2013-01-28
wfo-0000705933,tmuutl amor seco,16e6c0b5-072d-4cc9-a986-dbb8c06ef916,,,,,,,,,,,,,,2013-01-28,Bob Magill,,2013-01-28
wfo-0000705933,secicante,dcc948d1-21bd-43e8-aeb3-2c25a4ed6f20,,,,,,,,,,,,,,2013-01-28,Bob Magill,,2013-01-28
wfo-0000481950,Garlic-weed Obeah-bush,f690bb86-35ee-44a4-9244-522952549cce,,,,,,,,,,,,,,2013-01-28,Bob Magill,,2013-01-28
wfo-0000481950,Anomu Guinea-hen weed,380fe66e-751b-4a2c-bbbf-298a1bf34317,,,,,,,,,,,,,,2013-01-28,Bob Magill,,2013-01-28
wfo-0000481925,jaboncillo,6d3c07a6-c8ff-45a6-895d-2989b3fa6888,,,,,,,,,,,,,,2013-01-28,Bob Magill,,2013-01-28
wfo-0000482093,jaboncillo,c6406494-84f1-4214-b27e-d9223a7b9621,,,,,,,,,,,,,,2013-01-28,Bob Magill,,2013-01-28
wfo-0000481924,jaboncilla,6d1d7093-961f-4fe5-a49f-6e893817f77e,,,,,,,,,,,,,,2013-01-28,Bob Magill,,2013-01-28
wfo-0000458441,pataste cu-lu-hu,2e3fb9e6-2370-4c8a-84e2-b09eb4e50391,,,,,,,,,,,,,,2013-01-29,Bob Magill,,2013-01-29
wfo-0001140700,cacao cimarro'n chocolatillo,fd42e43f-86b5-4492-953e-535c5896cee1,,,,,,,,,,,,,,2013-01-29,Bob Magill,,2013-01-29
wfo-0000577107,espino hueco zarza,7a9a703c-cef3-43c1-9da1-c10e665a5f7d,,,,,,,,,,,,,,2013-01-29,Bob Magill,,2013-01-29
wfo-0000577107,rabo de iguana ranrgay,3edf6cbb-24ae-4255-86b3-8bb8c4d2963c,,,,,,,,,,,,,,2013-01-29,Bob Magill,,2013-01-29
wfo-0000397219,barrigo'n,41394e56-b294-4f89-b5eb-aef0afc7ca46,,,,,,,,,,,,,,2013-01-29,Bob Magill,,2013-01-29
wfo-0000568317,cedro espinoso,0ec695ec-a33c-4b30-8dc1-2d32efedea86,,,,,,,,,,,,,,2013-01-29,Bob Magill,,2013-01-29
wfo-0000591270,cuipo quipo,97071d0a-4da8-43b0-a625-2ef627c710f1,,,,,,,,,,,,,,2013-01-29,Bob Magill,,2013-01-29
wfo-0000591270,bongo hamati,6866b2c9-664e-426a-ae78-4bb8b8353cd8,,,,,,,,,,,,,,2013-01-29,Bob Magill,,2013-01-29
wfo-0000733252,guayabillo,099baea6-4ecf-4159-9c51-c8dd34355f11,,,,,,,,,,,,,,2013-01-29,Bob Magill,,2013-01-29
wfo-0000733268,sapote,eee6d426-d318-4b42-ae78-7cf40b28a443,,,,,,,,,,,,,,2013-01-29,Bob Magill,,2013-01-29
wfo-0000539840,peine de mico monkey-comb,400decba-f070-40ea-a825-706def2c0028,,,,,,,,,,,,,,2013-01-30,Bob Magill,,2013-01-30
wfo-0000539840,cortezo cortez,eec7ff18-0f63-41ec-9831-b583438d34d7,,,,,,,,,,,,,,2013-01-30,Bob Magill,,2013-01-30
wfo-0000718217,majagiiillo,c300299e-afbc-4d4c-9279-9eeeda3b4af4,,,,,,,,,,,,,,2013-01-30,Bob Magill,,2013-01-30
wfo-0000457177,cadillo cepa de caballo,720d55cb-4a37-4069-8687-6e54129f4610,,,,,,,,,,,,,,2013-01-30,Bob Magill,,2013-01-30
wfo-0000381455,duckweed,aa3e4985-5ee1-4905-8a14-6b3f48d3faa1,,,,,,,,,,,,,,2013-02-07,Bob Magill,,2013-02-07
wfo-0000642812,saba bogamani verde,a9e09e5f-9479-4fc3-abb0-339a785dca30,,,,,,,,,,,,,,2013-02-07,Bob Magill,,2013-02-07
wfo-0000642812,roble miguelario,7eec8147-3a93-488a-a5f9-ae82aa0c5955,,,,,,,,,,,,,,2013-02-07,Bob Magill,,2013-02-07
wfo-0000642812,wine wood white cedar,8fe6c7a2-488a-498c-b1e8-ce05c109cea3,,,,,,,,,,,,,,2013-02-07,Bob Magill,,2013-02-07
wfo-0000642812,fruta dorado sebo,f5b7ced6-4fe5-4c53-8fb8-4917179f1f2d,,,,,,,,,,,,,,2013-02-07,Bob Magill,,2013-02-07
wfo-0000642812,otobca,b3d0230a-ea2c-4370-bfb2-06e98e11bd91,,,,,,,,,,,,,,2013-02-07,Bob Magill,,2013-02-07
wfo-0000642804,saba,77f9f6b7-4adf-4679-b5f8-a86a765f4fca,,,,,,,,,,,,,,2013-02-07,Bob Magill,,2013-02-07
wfo-0000418491,malagueta de montana mancha,264b98d3-7913-460a-a6d6-71c0741460ca,,,,,,,,,,,,,,2013-02-07,Bob Magill,,2013-02-07
wfo-0000418491,bogamani fruta dorado,76f97ada-41f1-4261-aba5-e396dad9262c,,,,,,,,,,,,,,2013-02-07,Bob Magill,,2013-02-07
wfo-0000506000,salvia cerbatanero,07b2b486-f1f1-4ffb-9446-be6340c42106,,,,,,,,,,,,,,2013-02-07,Bob Magill,,2013-02-07
wfo-0000505093,hierba de pasmo,18517264-0a5b-4930-8145-ce46907b8959,,,,,,,,,,,,,,2013-02-07,Bob Magill,,2013-02-07
wfo-0000499264,terciopelo,c60b27a0-71ce-452a-8aea-2aa56b90f9e6,,,,,,,,,,,,,,2013-03-08,Bob Magill,,2013-03-08
wfo-0000723214,mompala amarilla amapala amarilla,9b7c4603-991e-4f5b-a789-cdc0cc97bdd8,,,,,,,,,,,,,,2013-03-08,Bob Magill,,2013-03-08
wfo-0000723007,papo,cdc078db-ffd0-4e4a-91d1-8fc4c161a2af,,,,,,,,,,,,,,2013-03-08,Bob Magill,,2013-03-08
wfo-0000510862,Okra gumbo,598959cf-1487-481a-a89b-4f13880ed8cd,,,,,,,,,,,,,,2013-03-08,Bob Magill,,2013-03-08
wfo-0000510862,najut,894ba0fd-6635-4a35-83cd-37b53a7ea7e4,,,,,,,,,,,,,,2013-03-08,Bob Magill,,2013-03-08
wfo-0000510888,Musk okra,9ec518a0-73dd-444b-b6cf-e3a5ecd2e1a1,,,,,,,,,,,,,,2013-03-08,Bob Magill,,2013-03-08
wfo-4000016081,cotton,6c2c953e-ade7-4707-87bd-b35e4612d8ff,,,,,,,,,,,,,,2013-03-08,Bob Magill,,2013-03-08
wfo-0000424618,yemeri mayo,d174af86-72b3-4674-ac34-dc054dd487aa,,,,,,,,,,,,,,2013-03-13,Bob Magill,,2013-03-13
wfo-0001146152,yamery,a21c1319-9bc8-4179-884b-bbf55d4ee97d,,,,,,,,,,,,,,2013-03-13,Bob Magill,,2013-03-13
wfo-0001142167,palo de sal,fb155643-7b03-4cdb-9279-f949762aaaad,,,,,,,,,,,,,,2013-03-14,Bob Magill,,2013-03-14
wfo-0000692364,sajinillo,7eacf5d4-63b1-4fa9-91a6-ad75c70448e6,,,,,,,,,,,,,,2013-03-14,Bob Magill,,2013-03-14
wfo-0001144739,guayacillo molenillo,d35f22ba-28eb-4953-a823-bc62d8d7510e,,,,,,,,,,,,,,2013-03-15,Bob Magill,,2013-03-15
wfo-4000029389,grosella Otaheite gooseberry,2b714612-e4e8-40ae-a1b1-b5208870ef3f,,,,,,,,,,,,,,2013-03-18,Bob Magill,,2013-03-18
wfo-0000533072,maraiion jocote maraiion,1e0c9847-d408-4b65-a297-0a23855343a3,,,,,,,,,,,,,,2013-03-22,Bob Magill,,2013-03-22
wfo-0000583068,orey,4fa4e3b5-f0ae-4e67-b811-3379bb24aa44,,,,,,,,,,,,,,2013-03-22,Bob Magill,,2013-03-22
wfo-0000435489,red mombin hog plum,af6679d6-f5ad-4f64-926f-8a9087df1bb3,,,,,,,,,,,,,,2013-03-22,Bob Magill,,2013-03-22
wfo-0000435157,pepper tree,b927d2f7-d244-428e-8998-2f8132631c2a,,,,,,,,,,,,,,2013-03-22,Bob Magill,,2013-03-22
wfo-0000372346,mosquito wood,059ab676-9d8f-4bd9-b17a-a790de01581a,,,,,,,,,,,,,,2013-03-22,Bob Magill,,2013-03-22
wfo-0000421771,uva,7687895f-cf18-4056-bcc5-76f2962dec7c,,,,,,,,,,,,,,2013-03-27,Bob Magill,,2013-03-27
wfo-0001062833,uvre chopo cucullo,4c8c3c57-ad53-4fa2-9e00-ab600634b9a1,,,,,,,,,,,,,,2013-03-28,Bob Magill,,2013-03-28
wfo-0000926340,guayabillo,17d965b3-47a5-43a2-b31e-8db86cec1407,,,,,,,,,,,,,,2013-03-28,Bob Magill,,2013-03-28
wfo-0000923834,pica lengua raspa lengua,31049e5f-6476-4af4-94df-6751ff90d455,,,,,,,,,,,,,,2013-03-28,Bob Magill,,2013-03-28
wfo-0000924123,comida de loro mamar,51ad4d87-8bd9-4876-8a46-49266117c2eb,,,,,,,,,,,,,,2013-03-28,Bob Magill,,2013-03-28
wfo-0000924123,mako,17eda540-6c5f-480f-8021-50202efd78a9,,,,,,,,,,,,,,2013-03-28,Bob Magill,,2013-03-28
wfo-0000924251,corta lengua,c19333aa-a93d-4891-bd78-42bc33e07c39,,,,,,,,,,,,,,2013-03-28,Bob Magill,,2013-03-28
wfo-0001062845,cagajon caranfon,e5a87f0e-5ba4-41ba-b84a-f2ce66c474c1,,,,,,,,,,,,,,2013-03-28,Bob Magill,,2013-03-28
wfo-0001062831,raspa lengua,eeba307b-b87d-4786-bc81-1591d0d592b2,,,,,,,,,,,,,,2013-03-28,Bob Magill,,2013-03-28
wfo-0001062832,conejo,9f48273c-2516-4c64-b467-0a9b67ba21b4,,,,,,,,,,,,,,2013-03-28,Bob Magill,,2013-03-28
wfo-0000903900,canirico jobo de lagarto,a4e4cf15-d8f1-40e7-9e39-72f1d170fb87,,,,,,,,,,,,,,2013-03-28,Bob Magill,,2013-03-28
wfo-0000904045,cachito roseto,fac7202d-8257-4adc-a89c-142662ab1e56,,,,,,,,,,,,,,2013-03-28,Bob Magill,,2013-03-28
wfo-0000507501,verdolaga,2a20357f-5062-4864-87b6-c6fa556cb3cf,,,,,,,,,,,,,,2013-04-02,Bob Magill,,2013-04-02
