WFO_ID,AssessmentID,TaxonID,scientificName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes,url,citation
wfo-0000061375,8844089,191546,Vernonia sechellensis,ASTERACEAE,Vernonia,sechellensis,,,,Baker,Extinct,,3.1,,Global,https://doi.org/10.2305/iucn.uk.2011-2.rlts.t191546a8844089.en,"(2007). Vernonia sechellensis: Ismail, S., Huber, M.J. & Mougal, J. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2011-2.rlts.t191546a8844089.en"
wfo-0000254524,8860728,193438,Oeceoclades seychellarum,ORCHIDACEAE,Oeceoclades,seychellarum,,,,(Rolfe ex Summerh.) Garay & P.Taylor,Extinct,,3.1,,Global,https://doi.org/10.2305/iucn.uk.2011-2.rlts.t193438a8860728.en,"(2007). Oeceoclades seychellarum: Gerlach, J. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2011-2.rlts.t193438a8860728.en"
wfo-0000722234,9536660,30397,Hibiscadelphus wilderianus,MALVACEAE,Hibiscadelphus,wilderianus,,,,Rock,Extinct,,2.3,,Global,https://doi.org/10.2305/iucn.uk.1998.rlts.t30397a9536660.en,"(1998). Hibiscadelphus wilderianus: World Conservation Monitoring Centre. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.1998.rlts.t30397a9536660.en"
wfo-0000493004,9544750,30406,Santalum fernandezianum,SANTALACEAE,Santalum,fernandezianum,,,,F.Phil.,Extinct,,2.3,,Global,https://doi.org/10.2305/iucn.uk.1998.rlts.t30406a9544750.en,"(1998). Santalum fernandezianum: World Conservation Monitoring Centre. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.1998.rlts.t30406a9544750.en"
wfo-0000924272,9560184,30527,Casearia tinifolia,SALICACEAE,Casearia,tinifolia,,,,Vent.,Extinct,,2.3,,Global,https://doi.org/10.2305/iucn.uk.1998.rlts.t30527a9560184.en,"(1998). Casearia tinifolia: Strahm, W. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.1998.rlts.t30527a9560184.en"
wfo-0000722230,9577547,30774,Hibiscadelphus bombycinus,MALVACEAE,Hibiscadelphus,bombycinus,,,,C.N.Forbes,Extinct,,2.3,,Global,https://doi.org/10.2305/iucn.uk.1998.rlts.t30774a9577547.en,"(1998). Hibiscadelphus bombycinus: World Conservation Monitoring Centre. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.1998.rlts.t30774a9577547.en"
wfo-0000356227,9577749,30777,Kokia lanceolata,MALVACEAE,Kokia,lanceolata,,,,Lewton,Extinct,,2.3,,Global,https://doi.org/10.2305/iucn.uk.1998.rlts.t30777a9577749.en,"(1998). Kokia lanceolata: World Conservation Monitoring Centre. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.1998.rlts.t30777a9577749.en"
wfo-0000830892,9590372,30919,Cyanea giffardii,CAMPANULACEAE,Cyanea,giffardii,,,,Rock,Extinct,,3.1,,Global,https://doi.org/10.2305/iucn.uk.2003.rlts.t30919a9590372.en,"(2003). Cyanea giffardii: Bruegmann, M.M. & Caraway, V. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2003.rlts.t30919a9590372.en"
wfo-0000830986,9591046,30921,Cyanea pycnocarpa,CAMPANULACEAE,Cyanea,pycnocarpa,,,,(Hillebr.) E.Wimm.,Extinct,,2.3,,Global,https://doi.org/10.2305/iucn.uk.1998.rlts.t30921a9591046.en,"(1998). Cyanea pycnocarpa: World Conservation Monitoring Centre. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.1998.rlts.t30921a9591046.en"
wfo-0000504678,9600011,31011,Stenocarpus dumbeensis,PROTEACEAE,Stenocarpus,dumbeensis,,,,Guillaumin,Extinct,,2.3,,Global,https://doi.org/10.2305/iucn.uk.1998.rlts.t31011a9600011.en,"(1998). Stenocarpus dumbeensis: Jaffré, T. &lt;i&gt;et al.&lt;/i&gt;. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.1998.rlts.t31011a9600011.en"
wfo-0000334886,9623853,31311,Xanthostemon sebertii,MYRTACEAE,Xanthostemon,sebertii,,,,Guillaumin,Extinct,,2.3,,Global,https://doi.org/10.2305/iucn.uk.1998.rlts.t31311a9623853.en,"(1998). Xanthostemon sebertii: Jaffré, T. &lt;i&gt;et al.&lt;/i&gt;. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.1998.rlts.t31311a9623853.en"
wfo-0000898573,9649100,31636,Cnidoscolus fragrans,EUPHORBIACEAE,Cnidoscolus,fragrans,,,,(H.B. K.) Pohl,Extinct,,2.3,,Global,https://doi.org/10.2305/iucn.uk.1998.rlts.t31636a9649100.en,"(1998). Cnidoscolus fragrans: Areces-Mallea, A.E. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.1998.rlts.t31636a9649100.en"
wfo-0000264408,9687680,18290783,Argocoffeopsis lemblinii,RUBIACEAE,Argocoffeopsis,lemblinii,,,,(A.Chev.) Robbr.,Extinct,,2.3,,Global,https://doi.org/10.2305/iucn.uk.1998.rlts.t18290783a9687680.en,"(1998). Argocoffeopsis lemblinii: Assi, A. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.1998.rlts.t18290783a9687680.en"
wfo-0001056355,9706669,32433,Ormosia howii,FABACEAE,Ormosia,howii,,,,Merr. & Chun ex H.Y.Chen,Extinct,,2.3,,Global,https://doi.org/10.2305/iucn.uk.1998.rlts.t32433a9706669.en,"(1998). Ormosia howii: World Conservation Monitoring Centre. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.1998.rlts.t32433a9706669.en"
wfo-0000446285,9706746,32434,Lepisanthes unilocularis,SAPINDACEAE,Lepisanthes,unilocularis,,,,Leenh.,Extinct,,2.3,,Global,https://doi.org/10.2305/iucn.uk.1998.rlts.t32434a9706746.en,"(1998). Otophora unilocularis: World Conservation Monitoring Centre. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.1998.rlts.t32434a9706746.en"
wfo-0000491863,9741958,32923,Sterculia khasiana,MALVACEAE,Sterculia,khasiana,,,,Debb. ex Biswas,Extinct,,2.3,,Global,https://doi.org/10.2305/iucn.uk.1998.rlts.t32923a9741958.en,"(1998). Sterculia khasiana: World Conservation Monitoring Centre. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.1998.rlts.t32923a9741958.en"
wfo-0000830980,9793135,33554,Cyanea pohaku,CAMPANULACEAE,Cyanea,pohaku,,,,Lammers,Extinct,,2.3,,Global,https://doi.org/10.2305/iucn.uk.1998.rlts.t33554a9793135.en,"(1998). Cyanea pohaku: World Conservation Monitoring Centre. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.1998.rlts.t33554a9793135.en"
wfo-0000722231,9793280,33556,Hibiscadelphus crucibracteatus,MALVACEAE,Hibiscadelphus,crucibracteatus,,,,Hobdy,Extinct,,2.3,,Global,https://doi.org/10.2305/iucn.uk.1998.rlts.t33556a9793280.en,"(1998). Hibiscadelphus crucibracteatus: World Conservation Monitoring Centre. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.1998.rlts.t33556a9793280.en"
wfo-0000729879,9801330,33660,Ilex ternatiflora,AQUIFOLIACEAE,Ilex,ternatiflora,,,,(C. Wright) R.A. Howard,Extinct,,2.3,,Global,https://doi.org/10.2305/iucn.uk.1998.rlts.t33660a9801330.en,"(1998). Ilex ternatiflora: Areces-Mallea, A.E. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.1998.rlts.t33660a9801330.en"
wfo-0000453039,9801837,33673,Melicope obovata,RUTACEAE,Melicope,obovata,,,,(H.St.John) T.G.Hartley & B.C.Stone,Extinct,,2.3,,Global,https://doi.org/10.2305/iucn.uk.1998.rlts.t33673a9801837.en,"(1998). Melicope obovata: World Conservation Monitoring Centre. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.1998.rlts.t33673a9801837.en"
wfo-0000247893,9805664,33796,Myrcia skeldingii,MYRTACEAE,Myrcia,skeldingii,,,,Proctor,Extinct,,2.3,,Global,https://doi.org/10.2305/iucn.uk.1998.rlts.t33796a9805664.en,"(1998). Myrcia skeldingii: Kelly, D.L. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.1998.rlts.t33796a9805664.en"
wfo-0000830832,9826972,34005,Cyanea arborea,CAMPANULACEAE,Cyanea,arborea,,,,Hillebr.,Extinct,,3.1,,Global,https://doi.org/10.2305/iucn.uk.2003.rlts.t34005a9826972.en,"(2003). Cyanea arborea: Bruegmann, M.M. & Caraway, V. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2003.rlts.t34005a9826972.en"
wfo-0000830987,9833077,34035,Cyanea quercifolia,CAMPANULACEAE,Cyanea,quercifolia,,,,(Hillebr.) E.Wimm.,Extinct,,2.3,,Global,https://doi.org/10.2305/iucn.uk.1998.rlts.t34035a9833077.en,"(1998). Cyanea quercifolia: World Conservation Monitoring Centre. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.1998.rlts.t34035a9833077.en"
wfo-0000629686,9907653,35036,Cupaniopsis crassivalvis,SAPINDACEAE,Cupaniopsis,crassivalvis,,,,Radlk.,Extinct,,2.3,,Global,https://doi.org/10.2305/iucn.uk.1998.rlts.t35036a9907653.en,"(1998). Cupaniopsis crassivalvis: Jaffré, T. &lt;i&gt;et al.&lt;/i&gt;. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.1998.rlts.t35036a9907653.en"
wfo-0000793416,9927286,35330,Campomanesia lundiana,MYRTACEAE,Campomanesia,lundiana,,,,(Kiaersk.) Mattos,Extinct,,2.3,,Global,https://doi.org/10.2305/iucn.uk.1998.rlts.t35330a9927286.en,"(1998). Campomanesia lundiana: World Conservation Monitoring Centre. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.1998.rlts.t35330a9927286.en"
wfo-0000924193,9928522,35350,Casearia quinduensis,SALICACEAE,Casearia,quinduensis,,,,Tul.,Extinct,,2.3,,Global,https://doi.org/10.2305/iucn.uk.1998.rlts.t35350a9928522.en,"(1998). Casearia quinduensis: Calderon, E. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.1998.rlts.t35350a9928522.en"
wfo-0000282212,9966929,35920,Pradosia glaziovii,SAPOTACEAE,Pradosia,glaziovii,,,,(Pierre) T.D.Penn.,Extinct,,2.3,,Global,https://doi.org/10.2305/iucn.uk.1998.rlts.t35920a9966929.en,"(1998). Pradosia glaziovii: Pires O'Brien, J. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.1998.rlts.t35920a9966929.en"
wfo-0000925767,9978900,36157,Corynanthe brachythyrsus,RUBIACEAE,Corynanthe,brachythyrsus,,,,K.Schum.,Extinct,,2.3,,Global,https://doi.org/10.2305/iucn.uk.1998.rlts.t36157a9978900.en,"(1998). Pausinystalia brachythyrsum: World Conservation Monitoring Centre. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.1998.rlts.t36157a9978900.en"
wfo-0000918218,10083495,37958,Myrcia neocambessedeana,MYRTACEAE,Myrcia,neocambessedeana,,,,E.Lucas & Sobral,Extinct,,2.3,,Global,https://doi.org/10.2305/iucn.uk.1998.rlts.t37958a10083495.en,"(1998). Gomidesia cambessedeana: Pires O'Brien, J. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.1998.rlts.t37958a10083495.en"
wfo-0000284388,10084659,37904,Psidium dumetorum,MYRTACEAE,Psidium,dumetorum,,,,Proctor,Extinct,,2.3,,Global,https://doi.org/10.2305/iucn.uk.1998.rlts.t37904a10084659.en,"(1998). Psidium dumetorum: Kelly, D.L. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.1998.rlts.t37904a10084659.en"
wfo-0000516207,10847953,44074,Achyranthes atollensis,AMARANTHACEAE,Achyranthes,atollensis,,,,H.St.John,Extinct,,3.1,,Global,https://doi.org/10.2305/iucn.uk.2003.rlts.t44074a10847953.en,"(2003). Achyranthes atollensis: Bruegmann, M.M. & Caraway, V. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2003.rlts.t44074a10847953.en"
wfo-0000042970,10848934,44078,Argyroxiphium virescens,ASTERACEAE,Argyroxiphium,virescens,,,,Hillebr.,Extinct,,3.1,,Global,https://doi.org/10.2305/iucn.uk.2003.rlts.t44078a10848934.en,"(2003). Argyroxiphium virescens: Bruegmann, M.M. & Caraway, V. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2003.rlts.t44078a10848934.en"
wfo-0000830867,10851418,44093,Cyanea cylindrocalyx,CAMPANULACEAE,Cyanea,cylindrocalyx,,,,"(Gaudich.) Lammers, Givnish & Sytsma",Extinct,,3.1,,Global,https://doi.org/10.2305/iucn.uk.2003.rlts.t44093a10851418.en,"(2003). Cyanea cylindrocalyx: Bruegmann, M.M. & Caraway, V. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2003.rlts.t44093a10851418.en"
wfo-0000830852,10855528,44101,Cyanea comata,CAMPANULACEAE,Cyanea,comata,,,,Hillebr.,Extinct,,3.1,,Global,https://doi.org/10.2305/iucn.uk.2003.rlts.t44101a10855528.en,"(2003). Cyanea comata: Bruegmann, M.M. & Caraway, V. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2003.rlts.t44101a10855528.en"
wfo-0000830419,10861706,44126,Clermontia multiflora,CAMPANULACEAE,Clermontia,multiflora,,,,Hillebr.,Extinct,,3.1,,Global,https://doi.org/10.2305/iucn.uk.2003.rlts.t44126a10861706.en,"(2003). Clermontia multiflora: Bruegmann, M.M. & Caraway, V. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2003.rlts.t44126a10861706.en"
wfo-0000017512,10949148,44867,Psiadia schweinfurthii,ASTERACEAE,Psiadia,schweinfurthii,,,,Balf.f.,Extinct,,3.1,,Global,https://doi.org/10.2305/iucn.uk.2004.rlts.t44867a10949148.en,"(2004). Psiadia schweinfurthii: Miller, A. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2004.rlts.t44867a10949148.en"
wfo-0000055131,10953225,44850,Pluchea glutinosa,ASTERACEAE,Pluchea,glutinosa,,,,Balf.f.,Extinct,,3.1,,Global,https://doi.org/10.2305/iucn.uk.2004.rlts.t44850a10953225.en,"(2004). Pluchea glutinosa: Miller, A. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2004.rlts.t44850a10953225.en"
wfo-0000426293,10970572,45081,Valerianella affinis,CAPRIFOLIACEAE,Valerianella,affinis,,,,Balf.f.,Extinct,,3.1,,Global,https://doi.org/10.2305/iucn.uk.2004.rlts.t45081a10970572.en,"(2004). Valerianella affinis: MIller, A. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2004.rlts.t45081a10970572.en"
wfo-0001124075,11068836,46603,Adiantum lianxianense,PTERIDACEAE,Adiantum,lianxianense,,,,Ching & Y.X.Ling in Y.X.Ling,Extinct,,3.1,,Global,https://doi.org/10.2305/iucn.uk.2004.rlts.t46603a11068836.en,"(2004). Adiantum lianxianense: China Plant Specialist Group. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2004.rlts.t46603a11068836.en"
wfo-0000185795,12533286,61652,Astragalus nitidiflorus,FABACEAE,Astragalus,nitidiflorus,,,,Jiménez Mun. & Pau,Extinct,,3.1,,Global,https://doi.org/10.2305/iucn.uk.2006.rlts.t61652a12533286.en,"(2006). Astragalus nitidiflorus: Sánchez Gómez, P., Carrión Vilches, M.Á. & Galicia Herbada, D. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2006.rlts.t61652a12533286.en"
wfo-0000823898,12690047,63545,Begonia eiromischa,BEGONIACEAE,Begonia,eiromischa,,,,Ridl.,Extinct,,3.1,,Global,https://doi.org/10.2305/iucn.uk.2007.rlts.t63545a12690047.en,"(2007). Begonia eiromischa: Lim, T.W. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2007.rlts.t63545a12690047.en"
wfo-0000709998,18612385,13153154,Ornithogalum visianicum,ASPARAGACEAE,Ornithogalum,visianicum,,,,Tomm.,Extinct,,3.1,,Global & Mediterranean,https://doi.org/10.2305/iucn.uk.2018-1.rlts.t13153154a18612385.en,"(2015). Ornithogalum visianicum: Lansdown, R.V. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2018-1.rlts.t13153154a18612385.en"
wfo-0000960279,44787125,44786445,Eulophia stenopetala,ORCHIDACEAE,Eulophia,stenopetala,,,,Lindl.,Extinct,,3.1,,Global,https://doi.org/10.2305/iucn.uk.2017-3.rlts.t44786445a44787125.en,"(2015). Eulophia stenopetala: Bhutan Endemic Flowering Plants Workshop. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2017-3.rlts.t44786445a44787125.en"
wfo-0000567007,61481721,39087,Blutaparon rigidum,AMARANTHACEAE,Blutaparon,rigidum,,,,(B.L.Rob. & Greenm.) Mears,Extinct,,3.1,,Global,https://doi.org/10.2305/iucn.uk.2014-3.rlts.t39087a61481721.en,"(2005). Blutaparon rigidum: Tye, A. & Lau, B. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2014-3.rlts.t39087a61481721.en"
wfo-0000136626,61483979,61483949,Delilia inelegans,ASTERACEAE,Delilia,inelegans,,,,(Hook.f.) Kuntze,Extinct,,3.1,,Global,https://doi.org/10.2305/iucn.uk.2014-3.rlts.t61483949a61483979.en,"(2005). Delilia inelegans: Tye, A. & Nykanen, M. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2014-3.rlts.t61483949a61483979.en"
wfo-0000441648,61503079,61503076,Sicyos villosus,CUCURBITACEAE,Sicyos,villosus,,,,Hook.f.,Extinct,,3.1,,Global,https://doi.org/10.2305/iucn.uk.2014-3.rlts.t61503076a61503079.en,"(2005). Sicyos villosus: Tye, A. & Sørensen, K. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2014-3.rlts.t61503076a61503079.en"
wfo-0000358354,62798296,62798292,Lepidium obtusatum,BRASSICACEAE,Lepidium,obtusatum,,,,Kirk,Extinct,,3.1,,Global,https://doi.org/10.2305/iucn.uk.2014-2.rlts.t62798292a62798296.en,"(2013). Lepidium obtusatum: de Lange, P. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2014-2.rlts.t62798292a62798296.en"
wfo-0000366645,62798308,62798304,Logania depressa,LOGANIACEAE,Logania,depressa,,,,Hook.f.,Extinct,,3.1,,Global,https://doi.org/10.2305/iucn.uk.2014-2.rlts.t62798304a62798308.en,"(2013). Logania depressa: de Lange, P. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2014-2.rlts.t62798304a62798308.en"
wfo-0000368304,62798331,62798327,Myosotis laingii,BORAGINACEAE,Myosotis,laingii,,,,Cheeseman,Extinct,,3.1,,Global,https://doi.org/10.2305/iucn.uk.2014-2.rlts.t62798327a62798331.en,"(2013). Myosotis laingii: de Lange, P. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2014-2.rlts.t62798327a62798331.en"
wfo-0000436243,62798340,62798337,Stellaria elatinoides,CARYOPHYLLACEAE,Stellaria,elatinoides,,,,Hook.f.,Extinct,,3.1,,Global,https://doi.org/10.2305/iucn.uk.2014-2.rlts.t62798337a62798340.en,"(2013). Stellaria elatinoides: de Lange, P. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2014-2.rlts.t62798337a62798340.en"
wfo-0000413220,62798350,62798347,Trilepidea adamsii,LORANTHACEAE,Trilepidea,adamsii,,,,(Cheeseman) Tiegh.,Extinct,,3.1,,Global,https://doi.org/10.2305/iucn.uk.2014-2.rlts.t62798347a62798350.en,"(2013). Trilepidea adamsii: de Lange, P. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2014-2.rlts.t62798347a62798350.en"
wfo-0000228542,67371775,37854,Acalypha rubrinervis,EUPHORBIACEAE,Acalypha,rubrinervis,,,,Cronk,Extinct,,3.1,,Global,https://doi.org/10.2305/iucn.uk.2016-1.rlts.t37854a67371775.en,"(2015). Acalypha rubrinervis: Lambdon, P.W. & Ellick, S. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2016-1.rlts.t37854a67371775.en"
wfo-0001141182,67372085,30561,Trochetiopsis melanoxylon,MALVACEAE,Trochetiopsis,melanoxylon,,,,(Sol. ex Sims) Marais,Extinct,,3.1,,Global,https://doi.org/10.2305/iucn.uk.2016-1.rlts.t30561a67372085.en,"(2015). Trochetiopsis melanoxylon: Lambdon, P.W. & Ellick, S. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2016-1.rlts.t30561a67372085.en"
wfo-0000380580,67372241,37598,Nesiota elliptica,RHAMNACEAE,Nesiota,elliptica,,,,(Roxb.) Hook.f.,Extinct,,3.1,,Global,https://doi.org/10.2305/iucn.uk.2016-1.rlts.t37598a67372241.en,"(2015). Nesiota elliptica: Lambdon, P.W. & Ellick, S. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2016-1.rlts.t37598a67372241.en"
wfo-0000718811,67379134,67379124,Heliotropium pannifolium,HELIOTROPIACEAE,Heliotropium,pannifolium,,,,Burch. ex Hemsl.,Extinct,,3.1,,Global,https://doi.org/10.2305/iucn.uk.2016-1.rlts.t67379124a67379134.en,"(2015). Heliotropium pannifolium: Lambdon, P.W. & Ellick, S. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2016-1.rlts.t67379124a67379134.en"
wfo-0000830954,78777410,78777379,Cyanea mauiensis,CAMPANULACEAE,Cyanea,mauiensis,,,,(Rock) Lammers,Extinct,,3.1,,Global,https://doi.org/10.2305/iucn.uk.2016-2.rlts.t78777379a78777410.en,"(2016). Cyanea mauiensis: Keir, M. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2016-2.rlts.t78777379a78777410.en"
wfo-0000831457,79862750,34039,Delissea niihauensis,CAMPANULACEAE,Delissea,niihauensis,,,,H.St.John,Extinct,,3.1,,Global,https://doi.org/10.2305/iucn.uk.2016-2.rlts.t34039a79862750.en,"(2016). Delissea niihauensis: Keir, M. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2016-2.rlts.t34039a79862750.en"
wfo-0000831516,79863496,79862904,Delissea subcordata,CAMPANULACEAE,Delissea,subcordata,,,,Gaudich.,Extinct,,3.1,,Global,https://doi.org/10.2305/iucn.uk.2015-4.rlts.t79862904a79863496.en,"(2015). Delissea subcordata: Keir, M., Kwon, J. & Caraway, V.L. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2015-4.rlts.t79862904a79863496.en"
wfo-0000830872,83790763,44094,Cyanea dolichopoda,CAMPANULACEAE,Cyanea,dolichopoda,,,,Lammers & Lorence,Extinct,,3.1,,Global,https://doi.org/10.2305/iucn.uk.2016-2.rlts.t44094a83790763.en,"(2016). Cyanea dolichopoda: Bruegmann, M., Caraway, V.L. & Clark, M. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2016-2.rlts.t44094a83790763.en"
