WFO_ID,Vernacular,Devnagari,Transliteration,ScientificName,NamepublishedIn,rights,license,bibliographicCitation,compiler
wfo-0000231917,"बानरे, मल्लाटो  (Banare, Mallato)","बानरे, मल्लाटो ","Banare, Mallato",Macaranga denticulata (Blume) Müll.Arg. ,Prodr. 15(2): 1000. 1866. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000232018,"मलाटा, मलेडो, पाप्रे  (Malata, Maledo, Papre)","मलाटा, मलेडो, पाप्रे ","Malata, Maledo, Papre",Macaranga indica Wight ,"Icon. Pl. Ind. Orient. 5: 23, pl. 1883. 1852.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000234645,घोगे टाँका  (Ghoge tanka),घोगे टाँका ,Ghoge tanka,Mallotus nepalensis Müll.Arg.,Linnaea 34: 188. 1865.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000809063,"गुटेल, रामरिठा, भेल्लोर  (Gutel, Ramritha, Vellor)","गुटेल, रामरिठा, भेल्लोर ","Gutel, Ramritha, Vellor",Mallotus nudiflorus (L.) Kulju & Welzen,Blumea 52(1): 124. 2007.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000234691,"सिन्दूरे, रोहिणी  (Sindure, Rohini)","सिन्दूरे, रोहिणी ","Sindure, Rohini",Mallotus philippensis (Lam.) Müll.Arg.,Linnaea 34(1): 196. 1865. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000234715,"गुएल, पिँडार  (Guel, Pindar)","गुएल, पिँडार ","Guel, Pindar",Mallotus repandus (Rottler) Müll.Arg. ,Linnaea 34: 197. 1865.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000261434,बेपारी  (Bepari),बेपारी ,Bepari,Ostodes paniculata Blume ,Bijdr. Fl. Ned. Ind. 12: 620. 1826. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000297077,अँडेर  (Ander),अँडेर ,Ander,Ricinus communis L. ,Sp. Pl. 2: 1007. 1753. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000326735,लहरे सिस्नु  (Lahare sisnu),लहरे सिस्नु ,Lahare sisnu,Tragia involucrata L.,Sp. Pl. 2: 980. 1753. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000405944,किकनोबू स्वाँ  (Cicanobu swan: Newari),किकनोबू स्वाँ ,Cicanobu swan: Newari,Reinwardtia cicanoba (Buch.-Ham. ex D.Don) H.Hara ,J. Jap. Bot. 40(11): 328. 1965. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001242741,"बाख्रे घाँस, प्याउली  (Bakhre ghans, Pyauli)","बाख्रे घाँस, प्याउली ","Bakhre ghans, Pyauli",Reinwardtia indica Dumort. ,Commentat. Bot. 19. 1822.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000234922,अर्चले  (Archale),अर्चले ,Archale,Antidesma acidum Retz. ,Observ. Bot. 5: 30. 1788. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000235333,अर्चले  (Archale),अर्चले ,Archale,Antidesma bunius (L.) Spreng. ,Syst. Veg. (ed. 16) 1: 826. 1824.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000236259,अर्चले  (Archale),अर्चले ,Archale,Antidesma ghaesembilla Gaertn. ,Fruct. Sem. Pl. 1: 189. 1788. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000237537,कालो बिलौनी  (Kalo bilaunee),कालो बिलौनी ,Kalo bilaunee,Antidesma montanum Blume,Bijdr. Fl. Ned. Ind. 17: 1124. 1827. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000305379,"कुसुम, खट्टाफल  (Kusum, Khattaphal)","कुसुम, खट्टाफल ","Kusum, Khattaphal",Baccaurea ramiflora Lour. ,Fl. Cochinch. 2: 611. 1790.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000342237,"कैँजल, अन्धिक्रिनी  (Kainjal, Andhikrini)","कैँजल, अन्धिक्रिनी ","Kainjal, Andhikrini",Bischofia javanica Blume ,Bijdr. Fl. Ned. Ind. 17: 1168. 1827.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001424146,प्याउली  (Pyauli),प्याउली ,Pyauli,Breynia quadrangularis (Willd.) Chakrab. & N.P.Balakr.,Bangladesh J. Pl. Taxon. 19(2): 121. 2012. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000414213,सानो नुनढिकी  (Sano nundhiki),सानो नुनढिकी ,Sano nundhiki,Breynia retusa (Dennst.) Alston ,Ann. Roy. Bot. Gard. 11: 204. 1929.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000424897,"गायो, कजा  (Gayo, Kaja)","गायो, कजा ","Gayo, Kaja",Bridelia retusa (L.) A.Juss. ,"Euphorb. Gen. 27, pl. 7. 1824.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001365652,"पैलेटी, सानो नुनढिकी  (Paileti, Sano nundhiki)","पैलेटी, सानो नुनढिकी ","Paileti, Sano nundhiki",Flueggea virosa subsp. himalaica D.G.Long,Notes Roy. Bot. Gard. 44(1): 167. 1986.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000973275,"काने बहिरो, काने मौवा  (Kane bahiro, Kane mauwa)","काने बहिरो, काने मौवा ","Kane bahiro, Kane mauwa",Glochidion heyneanum (Wight & Arn.) Wight ,"Icon. Pl. Ind. Orient. 5(2): 29, t. 1908. 1852. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000973333,बाँगी काठ  (Bangi kath),बाँगी काठ ,Bangi kath,Glochidion lanceolarium (Roxb.) Voigt ,Hort. Suburb. Calcutt. 153. 1845.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000270405,"पाते अमला, हरि फल  (Pate amala, Hari phal)","पाते अमला, हरि फल ","Pate amala, Hari phal",Phyllanthus acidus (L.) Skeels ,Bull. Bur. Pl. Industr. U.S.D.A. 148: 17. 1909.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000270441,"भुईँ अमला, अमला झार  (Bhuin amala, Amala jhar)","भुईँ अमला, अमला झार ","Bhuin amala, Amala jhar",Phyllanthus amarus Schumach. & Thonn. ,Beskr. Guin. Pl. 421. 1827.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000270930,भुईँ अमला  (Bhuin amala),भुईँ अमला ,Bhuin amala,Phyllanthus embergeri Haicour & Rossignol ,Amer. J. Bot. 74(12): 1860. 1988. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000270932,अमला  (Amala),अमला ,Amala,Phyllanthus emblica L. ,Sp. Pl. 2: 982. 1753. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000271027,भुईँ अमला  (Bhuin amala),भुईँ अमला ,Bhuin amala,Phyllanthus fraternus G.L.Webster ,Contr. Gray Herb. 176: 53. 1955.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000271747,खरेटो  (Khareto),खरेटो ,Khareto,Phyllanthus parvifolius Buch.-Ham. ex D.Don,Prodr. Fl. Nepal. 63. 1825.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000271947,"नुनढिकी, सिकट  (Nundhiki, Sikat)","नुनढिकी, सिकट ","Nundhiki, Sikat",Phyllanthus reticulatus Poir. ,Encycl. 5: 298. 1804. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000272093,"अमला झार, भुईँ अमला  (Amala jhar, Bhuin amala)","अमला झार, भुईँ अमला ","Amala jhar, Bhuin amala",Phyllanthus simplex Retz. ,Observ. Bot. 5: 29. 1789.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000677084,च्याकतु  (Chyakatu: Tibetan),च्याकतु ,Chyakatu: Tibetan,Erodium stephanianum Willd. ,Sp. Pl. (ed. 4) 3(1): 625. 1800.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000700407,रातो असने  (Rato asane),रातो असने ,Rato asane,Geranium donianum Sweet,Geran. 4: 338. 1827. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000700930,चुनित्रो घाँस  (Chunitro ghans),चुनित्रो घाँस ,Chunitro ghans,Geranium nepalense Sweet ,Geraniaceae 1: pl. 12. 1820.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000700950,रगतागेरी  (Ragatageri),रगतागेरी ,Ragatageri,Geranium ocellatum Jacquem. ex Cambess. ,Voy. Inde 4(Bot.): 33. 1841.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000701108,पल्लो  (Pallo),पल्लो ,Pallo,Geranium pratense L. ,Sp. Pl. 2: 681. 1753. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000701216,ल्हुम्रन  (Lhumran: Tamang),ल्हुम्रन ,Lhumran: Tamang,Geranium refractum Edgew. & Hook.f. ,Fl. Brit. India 1: 428. 1874.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000701577,रक्तमुल  (Raktamul),रक्तमुल ,Raktamul,Geranium wallichianum D.Don ex Sweet,Geran. 1: t. 90. 1821.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000616391,"असारे पूmल, लाल चमेली, मालती  (Asare phul, Lal chameli, Malati)","असारे पूmल, लाल चमेली, मालती ","Asare phul, Lal chameli, Malati",Combretum indicum (L.) DeFilipps,Useful Pl. Dominica 277. 1998.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000616739,काली लहरा  (Kali lahara),काली लहरा ,Kali lahara,Combretum roxburghii Spreng. ,Syst. Veg. (ed. 16) 2: 331. 1825. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001296454,मदिनी  (Madini),मदिनी ,Madini,Combretum wallichii DC. ,Prodr. 3: 21. 1828. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000406788,"अस्ना, साज  (Asana, Saj)","अस्ना, साज ","Asana, Saj",Terminalia alata Roth ,Nov. Pl. Sp. 379. 1821. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001421860,"बाक्ले भकाली, बाँझी, हाडे, बोेट धाएरो, धौँती  (Bakle vakali, Banjhi, Hade, Bot dhayaro, Dhaunti)","बाक्ले भकाली, बाँझी, हाडे, बोेट धाएरो, धौँती ","Bakle vakali, Banjhi, Hade, Bot dhayaro, Dhaunti",Terminalia anogeissiana Gere & Boatwr. ,Bot. J. Linn. Soc. 184(3): 319. 2017.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001296467,बर्रो  (Barro),बर्रो ,Barro,Terminalia bellirica (Gaertn.) Roxb. ,"Pl. Coromandel 2(4): 54, pl. 198. 1805.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000406875,हर्रो  (Harro),हर्रो ,Harro,Terminalia chebula Retz. ,Observ. Bot. 5: 31. 1788.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001296360,पानी साज  (Pani saj),पानी साज ,Pani saj,Terminalia myriocarpa Van Heurck & Müll.Arg. ,Observ. Bot. 215. 1871.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000530923,जयरु  (Jayeru),जयरु ,Jayeru,Ammannia auriculata Willd.,"Hort. Berol. 1(1): 7, pl. 7. 1803.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000530936,"अम्बर, दादमरी  (Ambar, Dadmari)","अम्बर, दादमरी ","Ambar, Dadmari",Ammannia baccifera L. ,Sp. Pl. 1: 120. 1753.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000630312,सुल्फा पूmल  (Sulpha phool),सुल्फा पूmल ,Sulpha phool,Cuphea procumbens Ortega,Nov. Rar. Pl. Descr. Dec. 17. 1797.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000657551,"लाम्पाते, मदाने  (Lampate, Madane)","लाम्पाते, मदाने ","Lampate, Madane",Duabanga grandiflora (Roxb. ex DC.) Walp. ,Repert. Bot. Syst. 2: 114. 1843. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000366670,"बोेट धाएरो, हाडे  (Bot dhayaro, Hade)","बोेट धाएरो, हाडे ","Bot dhayaro, Hade",Lagerstroemia parviflora Roxb. ,"Pl. Coromandel 1(3): 48, pl. 66. 1796.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000468843,"अनार, दारिम  (Anar, Darim)","अनार, दारिम ","Anar, Darim",Punica granatum L.,Sp. Pl. 1: 472. 1753. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000405905,बेलायती झार  (Belayati jhar),बेलायती झार ,Belayati jhar,Rotala indica (Willd.) Koehne ,Bot. Jahrb. Syst. 1(2): 172. 1880. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001076077,सिम झार  (Sim jhar),सिम झार ,Sim jhar,Rotala rotundifolia (Buch.-Ham. ex Roxb.) Koehne ,Jahrb. Syst. 1(2): 175. 1880. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001142838,"गाई काँडा, सिँगडा  (Gai kanda, Singada)","गाई काँडा, सिँगडा ","Gai kanda, Singada",Trapa natans L. ,Sp. Pl. 1: 120. 1753. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000734791,"पानी फल, सिँगडा  (Pani phal, Singada)","पानी फल, सिँगडा ","Pani phal, Singada",Trapa natans var. bispinosa (Roxb.) Makino,Bot. Mag. (Tokyo) 11: 283. 1897.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001075906,धाएरो (Dhayero),धाएरो,Dhayero,Woodfordia fruticosa (L.) Kurz,"J. Asiat. Soc. Bengal, Pl. 2, Nat. Hist. 40(1): 56. 1871.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000668755,चरपन चुत्सी  (Charpan chutsi: Tibetan),चरपन चुत्सी ,Charpan chutsi: Tibetan,Epilobium angustifolium subsp. circumvagum Mosquin ,Brittonia 18: 169. 1966.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
