taxonID,"Erect shrub to 4m. Twigs cylindrical, 3.5–5mm in diameter, scaly when young, rough with scale bases after the scales have fallen, whitish–green. Leaves in tight pseudowhorls of 6–8 together. Blade 60–100 x 30–55mm, mostly elliptic, occasionally ovate to o",type,language,Contributor,audience,rightsHolder,created,creator,source,rights,license,bibliographic_citation,url
wfo-0001047069,"Dwarf shrub, 0.3–lm; young shoots sparsely tomentose. Leaves obovate to elliptic, 4–7.5 x 1.3–3cm, 2.2–3 X as long as broad, apex blunt to apiculate, base cuneate, upper surface glabrous, lower surface with a compacted fawn to brownish tomentum; petioles 0.5–lcm, sparsely velutinous. Inflorescence lax, 6–15–flowered; rhachis up to 35mm; pedicels pilose, 25–30mm in flower, up to 60mm in fruit; perulae usually persistent. Calyx 1 –2mm, pilose. Corolla broadly campanulate, whitish to yellow, sometimes flushed with pink, with greenish flecks, 30–35mm. Ovary densely dendroid–pilose; style glabrous. Capsule 15–20 X c.8mm.",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,2,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Chamberlain, D.F. (1982). A revision of Rhododendron. II. Subgenus Hymenanthes. Notes from the Royal Botanic Garden Edinburgh. 39:209-486.",https://doi.org/10.24823/nrbge.1982.3252
wfo-0000403280,"Shrub to 5 m high, young branches glabrous. Leaves glabrous; blade narrowly obovate to oblanceolate, 75–150 x 35–40mm, base and apex attenuated, thinly coriaceous; petiole 8–12 mm long. Inflorescence buds lateral, at the ends of leafy shoots, 3– or more–flowered; bud scales glabrous or with minute cilia on the margins, caducous; pedicels 25–30 mm long, laxly or densely pubescent. Calyx of 5 minute lobes, glabrous or ciliate. Corolla white to rose, tube 12–I5mm, lobes 20–24 x 10–12mm. Stamens 10, filaments hairy on lower part (? sometimes glabrous). Ovary cylindric, 7 mm high, pubescent; style glabrous. Capsule c.40–50 mm long.",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,2,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Chamberlain, D.F. (1982). A revision of Rhododendron. II. Subgenus Hymenanthes. Notes from the Royal Botanic Garden Edinburgh. 39:209-486.",https://doi.org/10.24823/nrbge.1982.3252
wfo-0001229733,"Shrub to 1.5m; roots sometimes swollen and tuber–like. Twigs rounded, 1.5–3mm in diameter, sub–densely sub–stellately scaly, older stems glabrescent, smooth, often red; internodes 1.5–6cm. Leaves 3–7 together in distinct but loose pseudowhorls. Blade 30–70 x 15–30mm, elliptic to narrowly ovate–elliptic; apex shortly acuminate, sub–acute or obtuse; margin entire, narrowly cartilaginous, flat when fresh, slightly and narrowly revolute when dry; base broadly tapering; glabrescent and slightly rugose above at maturity, sub–densely scaly beneath. Scales small, flat or impressed, marginal zone thin, pale, silvery, large, angled or sub–stellately lobed; centre small, brown. Mid–vein narrow and slightly impressed above, strong and prominent beneath; lateral veins 5–7 per side, sub–patently spreading, anastomosing, faintly impressed above, very slightly or not raised beneath, without clear reticulation. Petiole 4–12 x 1–1.5mm, flattened, red, shallowly grooved above, scaly. Flower buds to 15 x 6mm, ellipsoid, smooth, except for low protuberances at the apices of the bracts, minutely pale–brown scaly outside and along the bract margins. Bracts 5–12 x 4–7mm, ovate to obovate, minutely pale–brown scaly outside or glabrous; margin with brown, stellate scales. Bracteoles c.15 x 1–2mm, linear below, sub–spathulate, dilated and irregularly impressed distally, glabrous. Inflorescence 3–8–flowered, an open umbel, the flowers hanging vertically downwards. Pedicels 15–20 x c.1mm, slender, densely stellate–scaly and papillose, not properly hairy. Calyx 2.5–3mm in diameter, disc–shaped, oblique, shortly obtusely 5–lobed, densely scaly outside. Corolla 35–46 x 20–25mm, tubular, pink to red, without scent; tube 30–35 x 6–8 x 9–11mm, cylindrical, straight, often angular and strongly pouched at the base, laxly to very laxly scaly outside, glabrous inside; lobes 8–11 x 6–10mm, sub–circular, mostly not overlapping, half–spreading to almost horizontal. Stamens irregularly spread around the mouth of the flower, or exserted to 8mm; filaments pink, glabrous; anthers 2–2.5 x 1mm, dark, brown, pores up to ½ the length of the anthers. Disc green, promi­nent, glabrous. Ovary 5–6 x 2mm, sub–cylindrical, pink, very densely silvery stellately scaly, tapering gradually distally; style glabrous or scaly at the base, as long as the corolla; stigma thick–globose. Fruit 25–38 x 35mm, fusiform–cylindrical, scaly. Seeds 7–8mm, without tails c.1mm, the longest tail to 4.5mm, the tails strongly crimped.",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,7,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Philipson, W.R. & Philipson, M.N. (1986). A revision of Rhododendron. III subgenera Azaleastrum, Mumeazalea, Candidastrum and Therorhodion. Notes from the Royal Botanic Garden Edinburgh. 44:1-23.",ttps://doi.org/10.24823/nrbge.1986.3458
wfo-0000403256,"Variably sized, often contorted and sometimes prostrate shrub, 0–1–1.2 m, often with very thick lower stem. Leaf–bud scales persistent and very conspicuous. Leaves broadly elliptic to suborbicular, 15–47 x 7–23 mm, base usually rounded, apex obtuse or rounded, rarely emarginate, upper surface dark, glossy green, usually elepidote, lower surface fawn to brown, rarely dark brown or rusty with dense, overlapping scales in 2–3 tiers, those of the lower tier golden, paler than those of the upper tiers. Inflorescence dense, many–flowered; pedicels short, lepidote. Calyx lobes oblong, (3–)4–7 mm, lepidote or elepidote outside, margins usually ciliate with loriform cilia (rarely margined with scales), inner surface glabrous or slightly puberulent. Corolla white or pink, rarely yellowish, tube 6–5–14 mm, lobes (3–)4–8 mm, tube elepidote and glabrous outside, lobes often bearing a few scales on their backs, mouth of the tube densely pilose inside. Stamens 5(–7). Ovary lepidote. Capsule scarcely exceeding the calyx",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,1,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Argent, G. (2006). Rhododendrons of subgenus Vireya. Royal Horticultural Society, London.",
wfo-0001230904,"Shrub, 1.2–3.7m; young shoots glabrescent. Leaves narrowly obovate to elliptic, 4.5–7 x 1.8–4cm, 1.7–2.5 x as long as broad, apex rounded, apiculate, base rounded, upper and lower surfaces glabrous, lower cuticle shortly papillate with some red sessile hair–bases; petioles 0.7–1.5cm, with sparse, wel1–developed, rufous, dendroid hairs that extend up the midrib on the upper surface of the leaves. Inflorescence 4–7–flowered; rhachis up to 5mm; pedicels 15–25mm, sparsely glandular. Calyx c.1.5mm, shortly stipitate–glandular, at least on the lobe margins. Corolla campanulate, crimson to scarlet or white with a deep pink border, nectar pouches darker, 35–45mm. Ovary shortly stipitate–glandular; style glandular to tip. Capsule c.20mm.",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,4,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Cullen, J. (1980) Revision of Rhododendron. I. subgenus Rhododendron sections Rhododendron and Pogonanthum. Notes from the Royal Botanic Garden Edinburgh. 39:1-207.",https://doi.org/10.24823/nrbge.1980.3250
wfo-0001229699,"Shrub to 1m. Twigs spreading, tips reddish–brown–scaly; internodes 1.5–8cm. Leaves 4 together in pseudo­whorls. Blade 40–90 x 10–17mm, narrowly elliptic; apex shortly, to long acuminate; margin slightly revolute when dry; base tapering, glabrescent above with age, the remaining scales flat and not impressed, densely and persistently scaly beneath. Scales flat, with many touching or slightly crenate overlapping, forming a continuous layer, the marginal zone wide in relation to the small darker centre, deeply and irregularly to moderately lobed; centres impressed. Mid–vein impressed above, thick and prominent beneath; lateral veins 6–8 per side, straight and spreading, sometimes minutely depressed above, obscure beneath. Petiole 6–15 x c.1.5mm, semi–rounded, scaly. Outer bracts to 8 x 5mm, ovate to sub–spherical, abruptly subulate–tapering at the apex, densely scaly outside; inner ones ovate to sub–spathulate, obtuse. Bracteoles to 6mm, filiform, laxly scaly. Inflorescence c.5–flowered, an open umbel, the flowers half–hanging. Pedicels 10–15mm, slender, densely scaly. Calyx c.2.5mm in diameter, sub–oblique, almost cup–shaped, the margin spreading or reflexed, irregularly, shortly and obtusely 5–lobed. Corolla 10–12mm, broadly campanulate, yellow; tube c.8 x 2–3 x c.10mm, sub–densely scaly outside; lobes 5–6 x 4–5mm, broadly obovate, shortly retuse or irregularly crenate distally, scaly outside except near the margins. Stamens nearly as long as the corolla; filaments linear, long patently hairy in the proximal 1?3, glabrous distally; anthers 1.7mm. Disc prominent, very shortly hairy at the upper margin, glabrous below. Ovary c.2.5 x 1.7mm, ovoid–conical, densely patently hairy and scaly, abruptly contracted distally; style 4–5mm, scaly at the extreme base, glabrous distally; stigma large, 5–lobed.",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,2,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Chamberlain, D.F. (1982). A revision of Rhododendron. II. Subgenus Hymenanthes. Notes from the Royal Botanic Garden Edinburgh. 39:209-486.",https://doi.org/10.24823/nrbge.1982.3252
wfo-0000403261,"Dwarf shrub, 0.1 –1m; young shoots stipitate–glandular or sparsely tomentose, perulae ± deciduous or persistent. Leaves broadly obovate to elliptic, (2–)4–6 x (1.3–)1.8–3.2cm, 1.5–2.1 x as long as broad, apex rounded or retuse, base rounded to broadly cuneate, shortly decurrent, upper surface glabrous, lower surface glabrous or with a sparse whitish adpressed indumentum, epapillate; petioles 0.5–lcm, tomentose and/or stipitate–glandular. Inflorescence (1 –)2–5–flowered; rhachis c.5mm; pedicels 10–20mm, sparsely stipitate–glandular, sometimes also villous–tomentose. Calyx 1–7(– 15)mm, minute or with wel1–developed, sometimes coloured, glandular–ciliate lobes. Corolla fleshy, campanulate, pink to deep crimson, usually unmarked, 25–45mm. Ovary densely to very sparsely rufous–tomentose with varying proportions of stipitate glands. Capsule c. 15 x 4mm.",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,1,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Argent, G. (2006). Rhododendrons of subgenus Vireya. Royal Horticultural Society, London.",
wfo-0001229675,"Corolla carmine to crimson; calyx lobes to 7(– 15)mm; ovary sparsely hairy, sometimes glandular. Leaves with a thin discontinuous indumentum when mature; petioles and young shoots eglandular.",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,2,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Chamberlain, D.F. (1982). A revision of Rhododendron. II. Subgenus Hymenanthes. Notes from the Royal Botanic Garden Edinburgh. 39:209-486.",https://doi.org/10.24823/nrbge.1982.3252
wfo-0001229678,"Corolla pale to deep pink; calyx minute, 1mm or less; ovary densely hairy.",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,2,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Chamberlain, D.F. (1982). A revision of Rhododendron. II. Subgenus Hymenanthes. Notes from the Royal Botanic Garden Edinburgh. 39:209-486.",https://doi.org/10.24823/nrbge.1982.3252
wfo-0001229679,"Shrub or small tree to 8 m high, young branches densely covered with glandular bristly hairs. Leafblade elliptic or obovate 70–150 x 25–50 mm, base cuneate, apex acuminate, chartaceous, upper surface sparsely short setose, increasing towards the margin, lower surface loosely bristly, especially on the mid–rib and principal veins, often also pubescent, margin ciliate; petiole c. 10–12 mm, with dense spreading bristles. Inflorescence buds lateral, clustered at the ends of leafy shoots, about 5–flowercd; bud scales viscid; pedicels c. 18–20 mm long, densely covered in coarse spreading glandular hairs. Calyx of 5 variable lobes, up to 12 mm long, narrow, densely ciliate. Corolla at first pink becoming white with yellow markings on upper lobe, glabrous, tube c. 12–15 mm, lobes c.40–45 x 25–30 mm. Stamens 10, filaments hairy on the lower part, Ovary cylindric, c.7mm long, densely bristly; style glabrous. Capsule narrowly cylindric, coarsely setose, c.35–40 mm long.",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,2,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Chamberlain, D.F. (1982). A revision of Rhododendron. II. Subgenus Hymenanthes. Notes from the Royal Botanic Garden Edinburgh. 39:209-486.",https://doi.org/10.24823/nrbge.1982.3252
wfo-0001229766,"Shrub to 1 –5 m. Leaves elliptic to obovate, cuneate at the base, apex very bluntly rounded to almost retuse, 30–55 x (14–)18–30 mm, upper surface dark green, elepidote or very sparsely lepidote, lower surface with very marked veins, and scales of varying density. Inflorescence (3–)4–5–flowered, pedicels lepidote, (18–)20–27 mm, rachis very short, pubescent with at least some loriform hairs which, in some specimens, tend to be dendritic. Calyx lobes ovate, rounded at the apex, (3–)5–7(–9) mm, somewhat glaucous, tepidote at the base and around the margins. Corolla campanulate, (15–)20–25 mm, tube (8–)9–12 mm, pink to purplish, sometimes spotted, elepidote or very sparsely lepidote outside. Capsule ovoid, c. 10 mm.",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,7,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Philipson, W.R. & Philipson, M.N. (1986). A revision of Rhododendron. III subgenera Azaleastrum, Mumeazalea, Candidastrum and Therorhodion. Notes from the Royal Botanic Garden Edinburgh. 44:1-23.",ttps://doi.org/10.24823/nrbge.1986.3458
wfo-0001230882,"Shrub to 2m. Twigs 2–2.5mm in diameter, smooth, rounded and at first densely brown scaly; internodes 3–5mm. Leaves in moderately tight pseudowhorls, 4–5 together, apparently rigidly held semi–erect. Blade 40–50 x 13–24mm, elliptic to narrowly obovate, very shortly acuminate to a broadly acute or obtuse apex; margin entire, flat to slightly revolute distally distinctly revolute in the proximal 1?3, especially when dry; base tapering and decurrent, glabrescent above, densely scaly beneath. Scales rounded, with a moderately large centre but broad, paler flange, lightly impressed. Mid–vein narrowly impressed above in the proximal ½–2?3, then flat; narrowly raised beneath throughout its length, sometimes terminating in an indistinct terminal gland. Petiole 4–10 x c.2mm, weakly grooved above, densely brown–scaly, often flushed pink. Bracts to 20 x 8mm, ovate, acute, with a few brown scales outside distally and along the margins, glabrous inside. Bracteoles 6 x 1mm, narrowly triangular, with a few teeth on the margin, glabrous. Inflorescence 1–4–flowered, the flowers held semi–erect. Pedicels 8–10 x 1–1.5mm, densely scaly, without simple hairs. Corolla 20–23 x 35–49mm, bright to pale yellow, without scent; tube 6–12 x 4–5 x 10–12mm, glabrous outside; lobes 15 x 12mm, half–spreading. Stamens spreading round the mouth of the flower, exserted to 7mm; filaments glabrous or with a few hairs at the base; anthers c.4 x 2mm. Disc glabrous. Ovary 5 x 25mm, with patent white hairs and brown scales; style 6 x 1mm, glabrous, bent to the lower side of the tube. Fruit 15–18 x 5–6mm, erect, prominently hairy and scaly.",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,4,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Cullen, J. (1980) Revision of Rhododendron. I. subgenus Rhododendron sections Rhododendron and Pogonanthum. Notes from the Royal Botanic Garden Edinburgh. 39:1-207.",https://doi.org/10.24823/nrbge.1980.3250
wfo-0000403058,"Small tree, 4m; young shoots setulose–glandular, also with a loose tomentum. Leaves coriaceous, oblong, 19–23 x 5–7cm, 4–4.5 x as long as broad, apex rounded, base rounded to sub–cordate, margin with minute deciduous setulae below, lower surface with an evanescent pubescence; petioles 1.5–2cm, glandular–setulose. Inflorescence c. 8–flowered; rhachis c. 20mm; pedicels c. 10mm, brown–pilose, eglandular. Calyx c. 2mm, fimbriate. Corolla 7–lobed, broadly infundibular–campanulate, colour unknown, c. 40mm. Stamens c. 15. Ovary densely stipitate–glandular; style glandular to tip. Capsule not known.",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,1,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Argent, G. (2006). Rhododendrons of subgenus Vireya. Royal Horticultural Society, London.",
wfo-0001228538,"Shrub, 0.6–lm; young shoots ± densely setose, eglandular. Leaves obovate, 6–7.5 x 2.2–2.8cm, c.2.5 x as long as broad, apex rounded, acuminate, base broadly cuneate, glabrous above when mature, with a discontinuous floccose tomentum beneath; petioles 0.5–lcm, setose. Inflorescence 4–6–flowered; rhachis c.5mm; pedicels 15–20mm, sparsely setulose–glandular. Calyx 2–3mm, lobes ciliate. Corolla tubular–campanulate, white, c.35mm. Ovary densely rufous–tomentose. Capsule not known.",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,2,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Chamberlain, D.F. (1982). A revision of Rhododendron. II. Subgenus Hymenanthes. Notes from the Royal Botanic Garden Edinburgh. 39:209-486.",https://doi.org/10.24823/nrbge.1982.3252
wfo-0001048863,"Small shrub to 1.2m. Twigs 1.5–2mm in diameter, rounded, laxly scaly, becoming glabrescent, smooth; internodes 4–11cm. Leaves 2–4 together in tight pseudo­whorls at the upper 2 or 3 nodes, sub–sessile. Blade 40–110 x 25–65mm, ovate; apex shortly or long–acuminate; margin entire, flat, slightly recurved when dry; base cord­ate to rounded; laxly scaly initially, glabrescent above, persistently scaly beneath. Scales flat, small, the thin marginal zone large, irregularly and deeply divided; centre darker, small, slightly impressed. Mid–vein narrow and deeply grooved above, strong and prominent beneath; lateral veins 4–6 per side, curved–ascending and joining, weakly or not impressed above, slightly prominent beneath; densely reticulate. Petiole 1–2 x 1–2mm, flattened, scaly. Flower buds to 20 x 12mm, ovate, smooth. Bracts to 20 x 8mm, outer ovate, the apex abruptly subulate or mucronate, very shortly appressed hairy outside and with a few scales distally in the central area; inner ones ovate, apiculate or obtuse, appressed–hairy in the upper part outside, margin minutely irregular and with fragile scales. Bracteoles to 20 x 5mm, linear below, spathulate towards the apex, laxly hairy, often with a few irregular teeth apically and with a few stalked scales on the margins. Inflorescence an open umbel of 2–5 flowers. Pedicels 15–25 x c.2mm, red, densely patently hairy, with few or no scales. Calyx 3–4mm in diameter, disc–shaped, densely hairy outside, with 5 short, obtuse ciliate lobes or occasionally longer up to 5mm. Corolla 30–45 x 25–35mm, tubular below, expanded and oblique at the lobes, bicoloured with a yellow tube and orange lobes, without scent; tube 20–25 x 6–7 x 12–18mm, yellow at the base or throughout, orange distally, densely long–hairy both inside and out, without scales; lobes 13–18 x 10–18mm, obovate–spathulate or sub–circular, hairy outside. Stamens exserted to 12mm, clustered on the upper side, unequal; filaments linear, densely patently hairy in the proximal ¼–1?3, glabrous distally; anthers 2–2.5mm, obovoid, apex truncate. Disc densely hairy in the upper ½. Ovary 5–7 x 2.5–3mm, cylindrical, continuous with the style, shortly hairy; style as long as the stamens, densely hairy to nearly the top; stigma oblique, rounded or weakly lobed. Fruit 30–35 x c.5mm, sub–cylindrical, widest in the upper 1?3, slightly curved, laxly hairy, valves thin, becoming twisted. Seeds 6–7mm, without tails 0.8mm, the longest tail 3.5mm.",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,2,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Chamberlain, D.F. (1982). A revision of Rhododendron. II. Subgenus Hymenanthes. Notes from the Royal Botanic Garden Edinburgh. 39:209-486.",https://doi.org/10.24823/nrbge.1982.3252
wfo-0000403051,"Shrub to 3m. Twigs 2–3mm in diameter, rounded, sparsely scaly when young; internodes 2–12cm. Leaves 3–5 together in tight pseudowhorls. Blade 40–75 x 30–45mm, broadly elliptic or sub–obovate–elliptic, apex abruptly and shortly or gradually acuminate, obtuse, sometimes rounded or slightly emarginate, terminal gland thick, not protruding; margin flat; base broadly tapering or tapering; laxly scaly on both sides when young, glabrescent above, persistently laxly scaly beneath. Scales small, marginal zone variously lobed; centre slightly impressed. Mid–vein slightly or faintly impressed above, bluntly prominent in the proximal ½ beneath; lateral veins 5–7 per side, spreading, divided and curved–anastomosing before the margin, obscure above, a little raised beneath, reticulation inconspicuous. Petiole 5–10 x 1–1.5mm, grooved above, somewhat rugose, glabrous. Outer bracts to 15 x 8mm, ovate to obovate, innermost ones elliptic–spathulate, hairy on the outer middle line and at the apex, margin with fragile scales. Bracteoles c.15mm, linear–sub–spathulate to filiform, laxly hairy. Inflor­escence 2–5–flowered, an open umbel. Pedicels 10–27 x c.1mm, densely, shortly hairy, laxly scaly at both ends. Calyx c.4mm in diameter, oblique, disc–shaped, shortly obtusely 5–lobed, scaly and hairy outside. Corolla tubular, yellow shading to orange, especially at the lobes, and yellow or green on the tube; tube 25–35 x 7–10 x 15–20mm, straight, the base lobed, sparsely scaly outside, laxly hairy in the proximal 1?3 inside; lobes 15–25 x c.20mm, broadly obovate or sub–circular. Stamens unequal, regularly arranged around the flower, short ones at or a little beyond the mouth, longer ones exserted to c.12mm; filaments linear, yellow, densely and very shortly hairy in the proximal 1?3, glabrous distally; anthers 3–5 x c.1mm, blackish–purple, narrow–oblong, base with two short points. Disc slightly prominent, white–hairy on the upper margin. Ovary c.6 x 2.5mm, sub–cylindrical, abruptly contracted distally, white–hairy and scaly (scales hidden by the hairs); style 30–40mm, as long as the corolla tube, densely hairy and scaly proximally, becoming laxly so distally, glabrous for the 5–7mm below the stigma; stigma thick, 5–lobed. Fruit 30–34 x c.6mm, persistently appressed hairy, fusiform with longitudinal grooves.",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,1,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Argent, G. (2006). Rhododendrons of subgenus Vireya. Royal Horticultural Society, London.",
wfo-0000403055,"Deciduous or semi–evergreen shrub, to 2m; densely branched, branchlets with dense coarse flat, yellowish–brown, adpressed hairs. Leaves persistent coriaceous, dimorphic, lanceolate to oblanceolate; spring leaves 1.5–6 x 0.5–1.5cm, apex acute, base cuneate, margin slightly crenulate, upper surface lustrous, glabrous except for a few coarse flat adpressed hairs on the midrib, net–veins conspicuously impressed, lower surface with few and similar hairs; summer leaves 5–10 x 3–5mm, otherwise as for spring leaves; petioles 3–5mm, covered with adpressed flat yellowish–brown hairs. Inflorescence (3–)6–12~flowered; pedicels 10–15mm, densely hairy. Calyx minute, hairy. Corolla tubular–campanulate, rose, 20–30mm, glabrous; tube 7–15mm, 3mm wide at base. Stamens 5, longer than corolla, papillate below middle. Ovary densely hairy, hairs coarse, lustrous, yellowish–red, adpressed; style glabrous. Capsule ovoid, densely hairy.",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,1,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Argent, G. (2006). Rhododendrons of subgenus Vireya. Royal Horticultural Society, London.",
wfo-0001229826,"Shrub, perhaps epiphytic, attaining 1 m or more in cultivation. Young shoots bristly with deciduous loriform setae. Leaves oblong–elliptic, up to 88 X 45 mm, obtuse at the apex, rounded at the base, loriform–ciliate when young, the lower surface papillose with close, golden yellow scales slightly sunk in pits. Inflorescence 3–4–fIowered, pedicels very short, densely lepidote. Calyx obscurely lobed, lobes 2–3 mm, lepidote, loriform–ciliate. Corolla campanulate, yellow, 29–30 mm, tube c. 15 mm, lepidote and pubescent at the base of the tube outside, pilose within the tube. Ovary lepidote. Capsule unknown.",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,3,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Chamberlain, D.F. & Rae, S.J. (1990). A revision of Rhododendron. IV. Subgenus Tustsusi. Edinburgh Journal of Botany. 47(2) 89-200.",https://doi.org/10.1017/S096042860000319X
wfo-0001230698,"Small shrub, to 2m; young shoots covered with adpressed flattened strigose red–brown hairs. Leaves monomorphic, coriaceous, persistent, elliptic to oblong–ovate, 1–2 x 0.5–0.9cm, 2 x as long as broad, apex acuminate, base broadly cuneate, margin entire, upper surface strigose, lower surface paler, strigose, especially on midrib; petiole 2–3mm, strigose. Inflorescence 2–3–flowered; pedicels 5–7mm, densely brown–strigose. Calyx strigose; lobes 1–2mm, oblanceolate. Corolla funne1–shaped, lilac–purple, upper lobes flecked, 9–10mm; tube c.6 x 3mm, with 5 rows of glands on outer surface, also glandular within. Stamens 5, sub–equal, filaments minutely hairy below. Ovary densely covered in fine brown hairs; style covered with fuscous setose hairs and glands in lower half. Ripe capsule not known.",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,4,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Cullen, J. (1980) Revision of Rhododendron. I. subgenus Rhododendron sections Rhododendron and Pogonanthum. Notes from the Royal Botanic Garden Edinburgh. 39:1-207.",https://doi.org/10.24823/nrbge.1980.3250
wfo-0001048962,"Shrub to 2 m. Young growth loriform–setose, the older branches with the bases of the setae remaining. Leaves elliptic to narrowly elliptic, dark green and somewhat rugose above, paler green or brownish beneath, acute or obtuse at the apex, (44–)55–70(–90) x (21–)24–34 mm, the upper surface loriform–setose to some extent, particularly along the lower part of the midrib, the lower surface with scattered, rather unequal scales. Inflorescence 2–5–flowered, pedicels lepidote and rather densely loriform–setose. Calyx conspicuous, somewhat unequally 5–lobed, the lobes usually herbaceous, oblong–ovate, obtuse, lepidote near the base, loriform–ciliate, the largest 6–9 mm. Corolla white or white flushed pink, campanulate to funne1–campanulate, (32–)36–45 mm, the tube (19–)21–29 mm, glabrous and elepidote outside. Stamens 10, filaments pubescent towards the base. Ovary lepidote, style impressed, glabrous and elepidote. Capsule oblong–globose, c. 10–16 mm, lepidote.",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,3,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Chamberlain, D.F. & Rae, S.J. (1990). A revision of Rhododendron. IV. Subgenus Tustsusi. Edinburgh Journal of Botany. 47(2) 89-200.",https://doi.org/10.1017/S096042860000319X
wfo-0001048052,"Free–growing shrub. Young growth loriform–setose, the setae usually persistent. Leaves elliptic or narrowly elliptic, tapering to the base, acute at the apex, 70–110 x 26–40 mm, brownish beneath with rather dense but not contiguous scales. Inflorescence (2–)3–5–flowered. Calyx small, undulately lobed, persistently loriform–ciliate. Corolla white or pink, 50–60 mm, tube 25–34 mm, the tube pubescent but not lepidote outside, the lobes sparsely lepidote. Capsule ovoid–cyhndric, c. 20 mm",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,4,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Cullen, J. (1980) Revision of Rhododendron. I. subgenus Rhododendron sections Rhododendron and Pogonanthum. Notes from the Royal Botanic Garden Edinburgh. 39:1-207.",https://doi.org/10.24823/nrbge.1980.3250
