taxonID,description,type,language,contributor,audience,rightsHolder,created,creator,source,bibliographicCitation,URI,rights,license
wfo-0000385712,"Grows in sand in low woodland, especially on low-lying flats; also in coastal heath.",Habitat,en,,,Commonwealth of Australia (2017),,,5229,"A.S.George (2017) <i>Dasypogon bromeliifolius</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Dasypogon bromeliifolius [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Dasypogon%20bromeliifolius,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000385724,Grows in sandy clay or gravelly clay in Jarrah forest.,Habitat,en,,,Commonwealth of Australia (2017),,,5230,"A.S.George (2017) <i>Dasypogon hookeri</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Dasypogon hookeri [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Dasypogon%20hookeri,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000385731,"Grows in sand in heath, sometimes in low open woodland.",Habitat,en,,,Commonwealth of Australia (2017),,,5231,"A.S.George (2017) <i>Dasypogon obliquifolius</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Dasypogon obliquifolius [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Dasypogon%20obliquifolius,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000401244,Grows in deep sands or laterite with sand; it is often the dominant species in large stands. ,Habitat,en,,,Commonwealth of Australia (2019),,,6187,"B.G. Briggs, C.L. Connelly, S.L. Krauss (2019) <i>Ecdeiocolea monostachya</i>, in P.G. Kodela (ed.)<i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Ecdeiocolea monostachya [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Ecdeiocolea%20monostachya,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000429525,Grows in deep sands or laterite with sand; in seasonally moist habitats in a region of low rainfall. ,Habitat,en,,,Commonwealth of Australia (2020),,,7772,"B.G. Briggs, C.L. Connelly &, S.L. Krauss (2020) <i>Georgeantha hexandra</i>, in P.G. Kodela (ed.)<i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Georgeantha hexandra [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Georgeantha%20hexandra,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000452565,Grows in sandy loam and clay loam in open woodland and heath.,Habitat,en,,,Commonwealth of Australia (2017),,,9766,"A.S.George (2017) <i>Kingia australis</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Kingia australis [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Kingia%20australis,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000456301,"Grows in sand, often over limestone, in heath andlow open-woodland; often abundant after fire.",Habitat,en,,,Commonwealth of Australia (2017),,,15104,"A.S.George (2017) <i>Tersonia cyathiflora</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Tersonia cyathiflora [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Tersonia%20cyathiflora,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000463539,"Widespread on oligotrophic soils, in deep sands in well drained or seasonally damp woodlands and heaths, often with &lt;i&gt;Banksia &lt;/i&gt;shrubs. Commonly in better drained sites than &lt;i&gt;Lyginia&lt;/i&gt; &lt;i&gt;imberbis&lt;/i&gt;.",Habitat,en,,,Commonwealth of Australia (2018),,,10495,"Barbara G. Briggs, Carolyn L. Connelly & Siegfried L. Krauss (2018) <i>Lyginia barbata</i>, in Phillip G. Kodela (ed.)<i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Lyginia barbata [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Lyginia%20barbata,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000463549,"Grows in sand, in dry heath and &lt;i&gt;Banksia &lt;/i&gt;woodland.",Habitat,en,,,Commonwealth of Australia (2018),,,10496,"Barbara G. Briggs (2018) <i>Lyginia excelsa</i>, in Phillip G. Kodela (ed.)<i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Lyginia excelsa [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Lyginia%20excelsa,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000463556,"Grows in oligotrophic soils, in sand or peaty sand in seasonally damp heath and woodland. Commonly in moister habitats than &lt;i&gt;Lyginia barbata&lt;/i&gt;.",Habitat,en,,,Commonwealth of Australia (2018),,,10497,"Barbara G. Briggs, Carolyn L. Connelly & Siegfried L. Krauss (2018) <i>Lyginia imberbis</i>, in Phillip G. Kodela (ed.)<i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Lyginia imberbis [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Lyginia%20imberbis,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000614068,"Grows near rainforestmargins, in woodland and in Brigalow scrub, usually on disturbed sites, inclay, loam, laterite or sandstone.",Habitat,en,,,Commonwealth of Australia (2017),,,4395,"A.S.George (2017) <i>Codonocarpus attenuatus</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Codonocarpus attenuatus [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Codonocarpus%20attenuatus,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000614070,"Grows insand, loam, gravel or sometimes in quartzite or limestone, on plains and dunes.",Habitat,en,,,Commonwealth of Australia (2017),,,4396,"A.S.George (2017) <i>Codonocarpus cotinifolius</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Codonocarpus cotinifolius [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Codonocarpus%20cotinifolius,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000614071,"Grows in loam, often rocky, on open hillsides and creekbanks.",Habitat,en,,,Commonwealth of Australia (2017),,,4397,"A.S.George (2017) <i>Codonocarpus pyramidalis</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Codonocarpus pyramidalis [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Codonocarpus%20pyramidalis,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000634788,"In sand, on plains and coastal dunesin heath; usually seen after fire or soil disturbance.",Habitat,en,,,Commonwealth of Australia (2017),,,5109,"A.S.George (2017) <i>Cypselocarpus haloragoides</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Cypselocarpus haloragoides [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Cypselocarpus%20haloragoides,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000673829,Occurs in closed forest and adjacent eucalypt forest.,Habitat,en,,,Commonwealth of Australia (2017),,,12053,"J.G. Conran, H.T. Clifford (2017) <i>Petermannia cirrosa</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Petermannia cirrosa [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Petermannia%20cirrosa,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000713907,"Occurs in S.A. on Eyre Peninsula and the south-east, and in north-western Vic.",Habitat,en,,,Commonwealth of Australia (2017),,,8784,"A.S.George (2017) <i>Gyrostemon australasicus</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Gyrostemon australasicus [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Gyrostemon%20australasicus,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000713911,Grows in sand or gravelly sand; afire-opportunist species.,Habitat,en,,,Commonwealth of Australia (2017),,,8785,"A.S.George (2017) <i>Gyrostemon brownii</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Gyrostemon brownii [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Gyrostemon%20brownii,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000713918,Grows in sand in heath.,Habitat,en,,,Commonwealth of Australia (2017),,,8787,"A.S.George (2017) <i>Gyrostemon prostratus</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Gyrostemon prostratus [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Gyrostemon%20prostratus,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000713922,"Grows oncoastal dunes, sandy rises and desert dunes, in shrubland and low woodland;rarely by granite outcrops.",Habitat,en,,,Commonwealth of Australia (2017),,,8789,"A.S.George (2017) <i>Gyrostemon ramulosus</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Gyrostemon ramulosus [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Gyrostemon%20ramulosus,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000713930,Grows in sand in heath.,Habitat,en,,,Commonwealth of Australia (2017),,,8791,"A.S.George (2017) <i>Gyrostemon sessilis</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Gyrostemon sessilis [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Gyrostemon%20sessilis,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000713931,"Grows in heath on coastal dunes and adjacent plains,sometimes on damp flats.",Habitat,en,,,Commonwealth of Australia (2017),,,8792,"A.S.George (2017) <i>Gyrostemon sheathii</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Gyrostemon sheathii [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Gyrostemon%20sheathii,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000713934,Growsin sand and granitic soil.,Habitat,en,,,Commonwealth of Australia (2017),,,8793,"A.S.George (2017) <i>Gyrostemon subnudus</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Gyrostemon subnudus [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Gyrostemon%20subnudus,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000713936,"Grows on sand dunes andplains, sometimes in claypans.",Habitat,en,,,Commonwealth of Australia (2017),,,8794,"A.S.George (2017) <i>Gyrostemon tepperi</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Gyrostemon tepperi [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Gyrostemon%20tepperi,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000713937,"A fire-opportunist plant, found on consolidated coastal dunes.",Habitat,en,,,Commonwealth of Australia (2017),,,8795,"A.S. George (2017) <i>Gyrostemon thesioides</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Gyrostemon thesioides [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Gyrostemon%20thesioides,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000755075,Grows on moist sandstone rock faces in open forest or cliff-line shrub communities.,Habitat,en,,,Commonwealth of Australia (2017),,,1575,"I.R.H.Telford (2017) <i>Alania cunninghamii</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Alania cunninghamii [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Alania%20cunninghamii,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000761588,"Found in damp shallow sandy and peaty soils, often on cliff edges.",Habitat,en,,,Commonwealth of Australia (2017),,,3175,"R.J.F.Henderson (2017) <i>Blandfordia cunninghamii</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Blandfordia cunninghamii [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Blandfordia%20cunninghamii,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000761594,Occurs in damp sandy and/or peaty soils.,Habitat,en,,,Commonwealth of Australia (2017),,,3176,"R.J.F.Henderson (2017) <i>Blandfordia grandiflora</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Blandfordia grandiflora [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Blandfordia%20grandiflora,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000761603,Grows in swampy areas.,Habitat,en,,,Commonwealth of Australia (2017),,,3177,"R.J.F.Henderson (2017) <i>Blandfordia nobilis</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Blandfordia nobilis [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Blandfordia%20nobilis,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000761606,Locally abundant on damp sandy and acid heaths and moors.,Habitat,en,,,Commonwealth of Australia (2017),,,3178,"R.J.F.Henderson (2017) <i>Blandfordia punicea</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Blandfordia punicea [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Blandfordia%20punicea,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000761951,"Locally common around granite outcrops in soils of pH 4.4-6.2, sometimes with other &lt;i&gt;Borya&lt;/i&gt;  spp.",Habitat,en,,,Commonwealth of Australia (2017),,,3454,"D.M.Churchill (2017) <i>Borya constricta</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Borya constricta [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Borya%20constricta,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000761955,Grows in acid soils (pH 6) that are subject to flooding and tending to be brackish.,Habitat,en,,,Commonwealth of Australia (2017),,,3456,"D.M.Churchill (2017) <i>Borya laciniata</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Borya laciniata [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Borya%20laciniata,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000761958,Grows on exposed ferruginous sandstone with soil of pH 5.,Habitat,en,,,Commonwealth of Australia (2017),,,3458,"D.M.Churchill (2017) <i>Borya mirabilis</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Borya mirabilis [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Borya%20mirabilis,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000761960,Found on coastal and adjacent granite outcrops.,Habitat,en,,,Commonwealth of Australia (2017),,,3459,"D.M.Churchill (2017) <i>Borya nitida</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Borya nitida [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Borya%20nitida,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000761963,Local in seasonally wet swampy flats.,Habitat,en,,,Commonwealth of Australia (2017),,,3460,"D.M.Churchill (2017) <i>Borya scirpoidea</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Borya scirpoidea [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Borya%20scirpoidea,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000761965,Locally common on granite outcrops or sparse on ferruginous sands.,Habitat,en,,,Commonwealth of Australia (2017),,,3462,"D.M.Churchill (2017) <i>Borya sphaerocephala</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Borya sphaerocephala [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Borya%20sphaerocephala,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000761967,Known from two small flats subject to flooding.,Habitat,en,,,Commonwealth of Australia (2017),,,3463,"D.M.Churchill (2017) <i>Borya subulata</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Borya subulata [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Borya%20subulata,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000765642,Grows in eucalypt open-forest in deep soils derived from sandstone.,Habitat,en,,,Commonwealth of Australia (2017),,,5835,"L.Pedley (2017) <i>Doryanthes excelsa</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Doryanthes excelsa [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Doryanthes%20excelsa,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000765645,"Grows on coastal ranges, usually in wet eucalypt open-forest on steep slopes.",Habitat,en,,,Commonwealth of Australia (2017),,,5836,"L.Pedley (2017) <i>Doryanthes palmeri</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Doryanthes palmeri [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Doryanthes%20palmeri,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0001420814,"Grows in sand or gravelly sand on plains, in shrubland; afire-opportunist species.",Habitat,en,,,Commonwealth of Australia (2017),,,8788,"A.S.George (2017) <i>Gyrostemon racemiger</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Gyrostemon racemiger [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Gyrostemon%20racemiger,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-4000001864,"Grows in oligotrophic sandy or peaty soils, in regions of Mediterranean climate (summer dry).",Habitat,en,,,Commonwealth of Australia (2018),,,1957,"Barbara G. Briggs, Carolyn L. Connelly & Siegfried L. Krauss (2018) <i>Anarthria</i>, in Phillip G. Kodela (ed.)<i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Anarthria [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Anarthria,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-4000012891,Well-drained sites in a region of low rainfall; mostly on deep sands.,Habitat,en,,,Commonwealth of Australia (2019),,,6186,"B.G. Briggs, C.L. Connelly, S.L. Krauss (2019) <i>Ecdeiocolea</i>, in P.G. Kodela (ed.)<i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Ecdeiocolea [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Ecdeiocolea,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
