wfo_id,description,citation,language
wfo-0000046078,"Morphology: Einjähriges, sehr unterschiedlich hohes (5-40 cm), bei kleinen Exemplaren schwach, bei grösseren üppig verzweigtes, aufrechtes, meist zartes Kraut. Die untersten Blätter gegenständig, nach obenhin wechselständig, lanzettlich, elliptisch oder obovat, die basalen undeutlich gestielt, bisweilen schwach gezähnelt, bis 6 x 1 cm, selten grösser, 1-nervig, borstig behaart, Köpfchen sehr unterschiedlich gross (je nach Ernährungslage der Pflanze), an unterschiedlich langen Pedunkeln (vereinzelt bis 10 cm lang), diese am Stengelende bisweilen gehäuft, mit einzelnen kleinen Hochblättern, borstig behaart und mitunter leicht drüsig. Involucrum klein bis mittelgross (bis 7 mm im Durchmesser). Hüllblätter etwa dreireihig, zwei Reihen innen stehend, etwa gleich lang, (0.5-1 x 3.5 mm) dazu eine Aussenhülle von nur halb so grossen (2 x 0.5 mm), in der Anzahl wechselnden Hüllblätter. Die Hüllblätter borstig behaart, seltener drüsig, nach innen verkahlend, lanzettlich bis oblanzeolat. Zahl der Zungenblüten je nach Grösse der Köpfchen wechselnd, Ligula etwa 10 x 1.2 mm gross, blau. Scheibenblüten zahlreich, Krone bis 3 mm lang, freie Zipfel mit gelbbraunen dicklichen Haaren. Griffelanhängsel dreieckig. Pappusborsten relativ zahlreich, weiss, gezähnt, abfallend. Achänen obovat, klein 2 x 1 mm, mittelbraun, gleichmässig, relativ dicht zarthaarig, ohne Randsaum, Flächen relativ stark gewölbt. Sehr variable Art.
Diagnostic: Die Abhängigkeit der einjährigen Sippe von den jeweiligen Lebensumständen macht sie zu einer der vielgestaltigsten Arten der Gattung. Eindeutig zu erkennen ist F. dubia jedoch durch die Aussenhülle und die sehr typischen kleinen Achänen. F. tenera ist wohl die nächst verwandte Sippe.
Distribution: F. dubia zieht von Namaqualand südwärts bis Stellenbosch, mit Bevorzugung der küstennäheren flacheren Gebiete, vereinzelt geht sie landeinwärts bis Calvinia und Laingsburg.","Grau, HRJ. 1973. Revision der gattung Felicia (Asteraceae). Mitt. Bot. Staatssamml. München 9: 195-705. [All rights reserved]",German
wfo-0000049524,"Distribution: Gross Namaland, zwischen dem Aubflusse und der Komabspitze in alten Bachbetten, ferner im Gebiete des unteren Oranje.","Hoffmann, KAO. 1893. Beiträge zur kenntnis der Afrikanischen flora (neue folge) I. Bull. Herb. Boissier 1(2): 69-94. [https://www.biodiversitylibrary.org/item/105922#page/89/mode/1up] [All rights reserved]",German
wfo-0000054953,"Morphology: Bis 100 cm hoher, stark verzweigter Strauch. Stamm und Seitenzweige mit faserig sich ablösender graubrauner Rinde, mit jungen sterilen Langtrieben endend, in den Blattachseln der zweijährigen und älteren Langtriebe mässig gestauchte Kurztriebe mit 1-3 Blütenköpfchen. Blätter wechselständig, lanzettlich bis oblanzeolat, spitz, flach, schwach sukkulent, bis 13 x 2.5 mm, durch im Blatt liegende rundliche Harzbehälter undeutlich gefleckt, kahl bis auf die randlich bewimperte und auf der Innenseite (=Oberseite) wollhaarige, verbreiterte, etwas den Stengel herablaufende Blattbasis. Köpfchen mittelgross an weitgehend blattlosen, bis 2.5 cm langen Pedunkeln. Involucrum dachig, bis 4-reihig, ca. 0.8 cm im Durchmesser. Die Hüllschuppen von aussen nach innen grösser werdend, die äussersten 1.5 x 0.5 mm, die innersten 4 x 1 mm, lanzettlich, mit Harzschwielen, gelbbraun, glattrandig, kahl bis auf die untersten, noch den Pedunkeln ansitzend; diese an der inneren Basis schwach wollhaarig. Zungenblüten bis ca. 20, Ligulae 10 x 2 mm, violett, selten weiss. Scheibenblüten zahlreich, Krone bis 4 mm lang, gelb. Griffelanhängsel schmal dreieckig. Pappusborsten zahlreich, verschieden lang, jedoch nicht zweireihig, die längeren bis 4 mm, gezähnt, die kürzeren 0.1 mm, schuppig, weiss, persistent. Achänen 2.5 x 1 mm, schmal obovat, ausgereift mit schuppiger Epidermis, dunkelbraun, mit hellerem Rand, locker gleichmässig seidig behaart.
Diagnostic: Nahe Beziehungen bestehen sicherlich zu F. filifolia besonders in ihrer Typusunterart, von der sie jedoch immer durch Blattform, Pappus und auch durch den Habitus zu trennen ist. Für F. fruticosa ist sehr charakteristisch, dass ausschliesslich Köpfchen an Kurztrieben gebildet werden, die in den Blattachseln der eine Vegetationsperiode vorher entstandenen Langtriebe ihren Ausgang nehmen.
Distribution: F. fruticosa ssp. fruticosa ist nur von der Cape Peninsula und den direkt angrenzenden Gebieten bekannt.","Grau, HRJ. 1973. Revision der gattung Felicia (Asteraceae). Mitt. Bot. Staatssamml. München 9: 195-705. [All rights reserved]",German
wfo-0000060216,"Morphology: Sparrig verzweigter, besonders basal stark verholzter, bis 40 cm hoher Strauch. Stengel grauschwarz, am Ende mit locker beblätterten Langtrieben, seitlich mit Kurztrieben, basale Teile sekundär blattlos. Blätter wechselständig, schräg nach oben gerichtet, bis 10 x 2 mm, linealisch, schwach sukkulent, ihre obere Hälfte ± stark nach oben eingerollt, beidseitig nach vorne gerichtet borstig behaart, Blattachseln dicht weissborstig, Basis auf der Unterseite mit knieförmig in den Stengel übergehenden Mittelnerv. Köpfchen einzeln an den Enden der Langtriebe, Pedunkeln undeutlich abgesetzt, ca. 4 cm lang, nach oben verarmend beblättert, abstehend borsthaarig. Involucrum ca. 4-reihig, knapp 2 cm im Durchmesser. Hüllblätter dachig, 4 x 2 mm (aussen) bis 6.5 x 2 mm (innen), schmal eiförmig bis lanzettlich, oben braunrot pigmentiert, borstig behaart, mit relativ breitem, gefransten, trockenhäutigen Rand. Ca. 13 Zungenblüten. Ligulae 13 x 2 mm, blau-violett. Scheibenblüten zahlreich. Krone 5 cm lang, gelb; Griffelanhängsel schmal dreieckig. Pappusborsten zahlreich, 8 mm lang, gelblich weiss, gezähnt, persistent, selten basal wenige kurze Schuppen. Achänen obovat, 4 x 2 mm, ± gleichmässig seidig behaart, braun, schuppig, ohne Randwulst.
Diagnostic: Die nächste Beziehung besteht wohl zu F. odorata; der süsse Geruch ist mit dieser Art gemeinsam. Fertile Achänen sind im untersuchten Material selten.
Distribution: F. rogersii ist bisher von wenigen Stellen des Karroo von Laingsburg (Karroo-Garden) sowie von je einem Fundort in Worcester (Typus) und Clanwilliam bekannt.","Grau, HRJ. 1973. Revision der gattung Felicia (Asteraceae). Mitt. Bot. Staatssamml. München 9: 195-705. [All rights reserved]",German
wfo-0000061432,"Morphology: Mehrjähriges kriechendes Kraut. Nur blühende Triebe aufrecht, bis 15 cm hoch. Blätter wechselständig, basal etwas gehäuft, an den blühenden Stengeln locker und nach oben an Grösse und Zahl abnehmend, linealisch, bis 10 x 1 mm, dicklich, am Rand lang abstehend behaart, Blattfläche kahl oder verkahlend. Köpfchen einzeln an den aufrechten Stengeln. Pedunkeln nur undeutlich abgesetzt, oben weisshaarig bis wollig. Involucrum ca. 4-reihig, bis 6 mm im Durchmesser. Hüllschuppen lanzettlich, haarig bis kahl, mit Harzstreifen, die äusseren 3 x 0.5 mm, die mittleren 4 x 0.8 mm, die inneren 5 x 1 mm. Zungenblüten ca. 30, Ligula 8 x 1 mm, blauviolett. Scheibenblüten zahlreich, Krone gelb, bis 4 mm lang, Griffelanhängsel breit dreieckig. Pappusborsten zahlreich, bis 3 mm lang, undeutlich gezähnt, weiss, ± persistent. Achänen obovat, 2.5 x 1 mm, braun, kurz und locker behaart.
Diagnostic: Habituell erinnert sie an F. tenella ssp. longifolia, von der sie durch die unverbreiterten Achänenhaare, den nur kurz gezähnten Pappus, die kurzen basalen Blätter und den dicht rasigen Wuchs zu trennen ist.
Distribution: F. caespitosa ist ein Endemit der Drakensberge.","Grau, HRJ. 1973. Revision der gattung Felicia (Asteraceae). Mitt. Bot. Staatssamml. München 9: 195-705. [All rights reserved]",German
wfo-0000064028,"Morphology: Höhe: bis 15 cm Hauptspross: aufrecht bis aufsteigend, verholzt, 3.5 mm im Durchmesser. Verzweigung: gering, Verzweigungsbeginn 5 cm über dem Boden. Stengel: basal verholzt, Rinde graubraun, verkahlt, jüngere Abschnitte gelbgrün, dicht, ± anliegend, borstig behaart, dicht beblättert. Blätter: dem Stengel nach oben angedrückt, obere Hälfte des Blattes meist zurückgebogen, gelblichgrün, spatelförmig, 3-4 mm lang und 1 mm breit, Mittelrippe auf der Blattunterseite hervortretend, randlich und unterseits am Mittelnerv gleichmässig starr borstig; die bis zu 0.5 mm langen, mehrzelligen Borsten sitzen warzigen Erhebungen des Blattes auf, sind abstehend und etwas zur Blattspitze hin gerichtet, an der Mittelrippe ± anliegend. Blattansatz: Blattbasis gelblich, etwas aufgewölbt. Köpfchenstiele: 0.3-1.5 cm lang, blattlos, dicht abstehend, weiss, behaart, Haare bis zu 0.4 mm lang. Köpfchen: einzeln an den Enden der seitlichen Verzweigungen. Involucrum: ca. 7 mm im Durchmesser. Hüllschuppen: 4-reihig, strohgelb-gelbgrün mit hellen Rändern, median olivgrün, mit rotvioletten ausgefransten Spitzen, lanzettlich bis oblanzeolat, mit kurz gefranstem, häutigem Rand, 1.8-4.8 mm lang und 0.8-1 mm breit (äusserste 1.8-2.0 mm × 0.8-0.9 mm, innerste 4.4-4.8 mm x 0.9-1 mm), äussere Hüllschuppen mit wenigen ca. 0.5 mm langen, borstigen Haaren, wenig bis locker drüsig. Röhrenblüten: ca. 50, gelb, Krone bis 3 mm lang, Kronröhre in der unteren Hälfte locker drüsig, Kronzipfel 0.8 mm lang und 0.4 mm breit, bis auf die oberste Spitze dunkel umrandet, an den Einschnitten zwischen den Kronzipfeln rotbraune Ölbehälter. Griffelschenkel: schmal, 1.1 mm lang mit kurzem, (0.3 mm lang) dreieckigem Anhängsel (ca. 1:1). Innenpappus: 20-25, 3.3-3.5 mm lange, kurz, ± grob gezähnte Borsten. Aussenpappus: 18-22 basal verwachsene, vielzellige, undeutlich gezähnte, linealisch-lanzettliche Schuppen von ca. 0.5 mm Länge. Achänen: unreif, abgeflacht, schmal obovat, 1.8 mm lang und 0.7 mm breit, gelblich-braun, dicht langhaarig, Ölkörper rotbraun, deutlich ausgebildet an den Achänenschultern, an den Rändern fein auslaufend fast bis zur Achänenbasis herabgezogen.
Diagnostic: Sie ist durch die sehr charakteristische Blattbehaarung, den deutlichen Aussenpappus und die wohlausgebildeten Ölkörper der Achänen charakterisiert.
Distribution: C. strigosa ist eine Art der endemitenreichen Bredasdorper Region.","Bayer, E. 1981. Revision der Gattung Chrysocoma L. (Asteraceae - Astereae). Mitt. Bot. Staatssamml. München 17: 259-392. [All rights reserved]",German
wfo-0000064196,"Morphology: Niedriger, bis 30 cm hoher, reich verzweigter, knorriger, basal meist stark verholzter Strauch mit schwarzer Rinde. Blätter wechselständig, sehr schmal, fädlich bis nadelig, mit stark verbreiterter Basis sitzend, ± sukkulent, undeutlich spitz, ca. 0.3 mm im Durchmesser, bis 15 mm lang, kahl, selten stärker borstig. In den Achseln der Blätter der jungen Langtriebe dicht büschelig beblätterte Kurztriebe. Die Tragblätter dieser Kurztriebe basal besonders stark verbreitert (bis zu 1.5 mm), mit geknietem, stark hervortretenden Mittelnerv. Behaarung des Stengels in den Blattachseln weiss-borstig, sonst nur mit vereinzelten Borsten, unterhalb der Köpfchen kahl (im Süden des Areals) oder dicht gestielt-drüsig. Köpfchen einzeln an bis zu 6 cm langen, zarten Pedunkeln. Involucrum 4-5 mm im Durchmesser, ca. 4-reihig. Hüllschuppen kahl oder drüsig, selten mit wenigen Borsten, mit harziger Mittelrippe, die äusseren lanzettlich 2 x 0.5 mm, die inneren oblanzeolat 3.5 x 0.7 mm, schmal hautrandig. Zungenblüten relativ zahlreich, ca. 25 Stück, Ligula 13 x 1.5 mm, hell- bis dunkelviolett, röhriger Teil behaart. Scheibenblüten zahlreich, Krone bis 3.5 mm lang, gelb, oft rötlich überlaufen, Griffelanhängsel kurz dreieckig. Pappusborsten zahlreich, bis 2.5 mm lang, weiss, kurz gezähnt abfallend. Achänen ca. 2.2 x 1 mm, obovat, bräunlich, glatt bis schuppig, mit undeutlichem Randsaum, locker bis relativ dicht behaart. Achänenhaare am Ende plötzlich zu einem ‘brillenartigen’ Gebilde verbreitert.
Diagnostic: F. fascicularis ist von der am nächsten verwandten F. muricata durch die noch zarteren und immer dicht gebüschelt stehenden Blätter, die nur basal plötzlich stark verbreitert sind, sowie durch die kopfigen Achänenhaare unterschieden. Die in der Gegen von Uitenhage wachsenden Pflanzen sind unterhalb der Köpfchen drüsenlos, die im Norden und Westen anschliessenden drüsig.
Distribution: F. fascicularis hat ihr Zentrum im südöstlichen Kapgebiet und strahlt von dort nach Norden und nach Westen aus.","Grau, HRJ. 1973. Revision der gattung Felicia (Asteraceae). Mitt. Bot. Staatssamml. München 9: 195-705. [All rights reserved]",German
wfo-0000064841,"Morphology: Bis 25 cm hoher, aufrechter, mässig verzweigter Strauch. Spross basal sekundär blattlos, mit schwarzbrauner Rinde, nach oben dachig beblättert und kurz abstehend borstig. Blätter wechselständig, schmal obovat, ganzrandig, 10 x 2 mm, sitzend, dicklich, faltig, gelbgrün, nach vorne gerichtet anliegend starrhaarig. Köpfchen einzeln an deutlich hervorgehobenen Pedunkeln, diese zum Teil an den Zweigenden bis zu vier gehäuft, bis 8 cm lang, mit wenigen kleinen Hochblättern, oben abstehend borstig und drüsig. Involucrum 3-4-reihig, bis 0.6 cm breit. Hüllblätter dachig, lanzettlich, die äusseren 3 x 0.8 mm, die inneren 5 x 1 mm, drüsig und mit starken mehrzelligen Borsten, mit Harzschwiele, die inneren verkahlend. Ca. 14 Zungenblüten, Ligulae 7 x 1 mm, weiss oder nach violet verfärbt, basal mit zarten mehrzelligen Drüsenhaaren. Scheibenblüten zahlreich gelb, Krone bis 4 mm lang, Röhre mit zarten mehrzelligen Drüsenhaaren. Griffelanhängsel schmal dreieckig. Pappusborsten verschieden lang, persistent, gelblich weiss, die längeren bis 4 mm lang, gezähnt, die kürzeren 0.5-1 mm lang, schmal schuppig, undeutlich gezähnt. Achänen elliptisch, 2.5 x 1.8 mm, schwarz-braun, seidig behaart, ohne Randwulst, schuppig.
Diagnostic: Habituell erinnert sie etwas an F. oleosa, reiht sich durch das Auftreten kürzerer Pappusschuppen näher an F. filifolia, ist aber durch das Fehlen der Blattachselbehaarung von den typischsten Vertretern dieses Bereichs getrennt. Die hochblattartige Verkleinerung der Blätter im Bereich der letzten Verzweigungen lässt die Pedunkeln zuweilen gehäuft erscheinen.
Distribution: F. esterhuyseniae ist eine eigenartige, auf den Mannetjiesberg in den Kammanassie Mountains beschränkte Sippe.","Grau, HRJ. 1973. Revision der gattung Felicia (Asteraceae). Mitt. Bot. Staatssamml. München 9: 195-705. [All rights reserved]",German
wfo-0000069691,"Diagnostic: Im Gegensatz zu D. carnosa ist diese Art stets strauchig. Daher läßt sich aus dem zur Verfügung stehenden Material nicht ersehen, ob die Pflanze aus dem alten Köpfchenbruclistück keimt; letzteres ist jedoch wahrscheinlich.","Roessler, H. 1959. Revision der Arctotideae-Gorteriinae (Compositae). Mitt. Bot. Staatssamml. München 3: 71-500. [https://www.biodiversitylibrary.org/item/52384#page/99/mode/1up] [All rights reserved]",German
wfo-0000070274,"Morphology: Ein meist einstengeliges, 40-60 cm grosses, ausdauerndes Kraut mit mehreren nickenden Köpfchen. Stengel bräunlich-grün, behaart, dicht beblättert, kaum verzweigt. Blätter verkehrt eiförmig, bis 20 x 8 cm, sitzend, geöhrt, beiderseits behaart (Drüsenhaare, fädige Gliederhaare), Rand flachbuchtig gezähnt. Köpfchen bis zu 5, an bis 4 cm langen, leicht gekrümmten Köpfchenstielen. Involucrum halbkugelig, 4- bis 5-reihig, 11-16 mm hoch, wenig kompakt erscheinend. Hüllschuppen blassgrün, krautig, ± stark behaart (Drüsenhaare, fädige Gliederhaare, ± steife Haare), die äussersten schmal dreieckig, 5 x 1.4 mm, vom Mittelnerv ± deutlich Seitennerven abzweigend, die inneren und innersten linealisch-lanzettlich, 12.8 x 1 mm und 12 x 0.8 mm, Rand hyalin, zerschlitzt, Spitzen gefranst, rotbraun. Zungenblüten 10-18, Ligula löffelförmig, 2.5 x 1.5 mm, blassgrün, 2- bis 3-zähnig oder 3-zipfelig, 4- bis 5-nervig, unterseits behaart (Drüsenhaare, steife Haare), stets Staminodien, gelegentlich Kronzipfelrudimente vorhanden - oder als Randblüten zygomorphe Röhrenblüten, 5-zipfelig, mit zurückgebildeten, funktionslosen Antheren. Scheibenblüten 36-69, Krone 8.30-11 mm lang, blassgrün, behaart (Haarformen der Zungenblüten). Pappus bestehend aus 38-45, bis 10.1 mm langen, barbellaten Borstenhaaren in 2-3 Kreisen, Borsten des äusseren Kreises teilweise kürzer und schwächer, zerschlitzt bis gezähnt. Achänen (noch nicht ganz reif) länglich, zylindrisch, 4.2 x 0.9 mm, braun, mit 9-10 Rippen, mit Drüsenhaaren und steifen Zwillingshaaren besetzt.
Diagnostic: P. nutans ist das einzige Kraut der Gattung, ausserdem fällt die Pflanze durch die grossen, weichen Blätter sowie durch die Randblüten auf, die eine löffelförmige Ligula haben oder röhrenförmig und schwach zygomorph sind.
Distribution: Die Fundstellen der wenigen untersuchten Exemplare wie auch die in der Literatur angegebenen Fundorte liegen in Natal. Das Areal deckt sich mit den Distrikten Bergville, Estcourt und Underberg.","Kroner, G. 1980. Systematische studien im umkreis von Athrixia Ker-Gawler (Asteraceae). Mitt. Bot. Staatssamml. München 16: 1-268. [http://www.biodiversitylibrary.org/item/52055#page/17/mode/1up] [All rights reserved]",German
wfo-0000070968,"Morphology: Niedriger, bis 30 cm hoher, basal unterschiedlich stark verzweigter Strauch; Spross basal verholzt mit graubrauner Rinde, unten kahl, oben unterschiedlich stark borstig-langhaarig. Blätter wechselständig, schräg nach oben gerichtet, oblanzeolat, flach, bis 25 x 4 mm, basal etwas verbreitert sitzend, Blattrand mit kräftigen Borsten, sonst weitgehend kahl oder selten mit wenigen langen Haaren auf der Blattunterseite, einnervig, mit basal geknietem Mittelnerv. Köpfchen einzeln an deutlich abgesetzten, bis 10 cm langen, wollhaarigen bis verkahlenden Pedunkeln. Involucrum 4-reihig, ca. 5 mm im Durchmesser. Hüllschuppen lanzettlich bis oblanzeolat, die äussersten 2 x 0.5 mm, die mittleren 3.5 x 1 mm bis 4 x 1 mm, die innersten 4 x 0.5 mm, meist alle kahl, selten die äussersten etwas behaart, alle am Rand etwas trockenhäutig gefranst, gelbgrün, mit harzigem Mittelnerv. Zungenblüten ca. 30, Ligula intensiv violett-blau(?), ca. 7 x 1 mm. Scheibenblüten zahlreich, Krone gelb, ca. 3.5 mm lang, Griffelanhängsel kurz dreieckig. Pappusborsten zahlreich, ca. 3 mm lang, weiss, kurz gezähnt, abfallend. Achänen schmal obovat, 2.5 x 1 mm, braunrot, undeutlich schuppig, locker mit kurzen geraden Haaren besetzt, Randwulst undeutlich.
Diagnostic: F. zeyheri ist in ihrer Typusunterart sehr vielgestaltig. Besonders die Blattgrösse und die Behaarung variieren recht stark. Die Übergänge zur folgenden schmalblättrigen Unterart sind daher auch gleitend. F. zeyheri zeigt einerseits Beziehungen zu F. erigeroides, andererseits wohl auch zu F. hyssopifolia und F. muricata (dies besonders die ssp. linifolia).
Distribution: F. zeyheri ssp. zeyheri ist auf den Südosten des Kapgebietes beschränkt.","Grau, HRJ. 1973. Revision der gattung Felicia (Asteraceae). Mitt. Bot. Staatssamml. München 9: 195-705. [All rights reserved]",German
wfo-0000073277,"Morphology: Bis 35 cm hoher, relativ stark verholzter, dicht buschiger oder in Langtrieben aufsteigender Strauch. Spross dicht anliegend weisslich behaart, Blätter wechselständig, lanzettlich bis oblanzeolat, selten obovat, 8 x 1.5 mm bis 30 x 2.5 mm oder kürzer und breiter und dann 12 x 3 mm, dicklich, graugrün, oft rötlich überlaufen, angedrückt kurzborstig, unterseits und oberseits in Stengelnähe verkahlend. Köpfchen einzeln an undeutlich abgesetzten, bis zu 6 cm langen, ganz oben etwas abstehend behaarten Pedunkeln. Involucrum ca. 3-reihig, 5 mm im Durchmesser. Hüllschuppen lanzettlich, 3 x 0. 8 mm die äussersten, 5 x 0.8 die innersten, undeutlich mit harziger Mittelrippe, borstig oder mehrzellig drüsig, nach innen hin verkahlend. Zungenblüten ca. 20, Ligula 12 x 1.5 mm, blau-violett. Scheibenblüten zahlreich, Krone gelb, oft rot überlaufen,3-4 mm lang, Griffelanhängsel dreieckig. Pappusborsten zahlreich, 3.5 mm lang, weiss, hinfällig, basal stärker, nach oben hin schwächer gezähnt. Achänen obovat, 2.5 x 1 mm, schwarz, schwach schuppig, mit Randsaum, locker mit mittellangen vorne etwas verbreiterten Haaren besetzt, relativ früh reif (d.h. schwarz) und ausfallend.
Diagnostic: F. hirta wurde früher immer mit F. hyssopifolia gleichgesetzt. Sie ist durch ihre gerade, dicht anliegende, fast silbrige Behaarung, die Gestalt ihrer Blätter und die schwarzen, früh reifenden Achänen besonders ausgezeichnet.
Distribution: Das Areal erstreckt sich im Westen von Namaqualand bis Ceres, im Landesinneren locker nach Osten bis Middelburg.","Grau, HRJ. 1973. Revision der gattung Felicia (Asteraceae). Mitt. Bot. Staatssamml. München 9: 195-705. [All rights reserved]",German
wfo-0000073296,"Morphology: Bis 15 cm hoher zarter Strauch, alle vegetativen Teile dicht weissfilzig behaart. Blätter wechselständig, stumpf oblanzeolat, dicklich, bis 15 x 1.5 mm, schräg nach oben gerichtet. Köpfchen einzeln, deutlich gestielt; Pedunkeln bis 4 cm lang, unterhalb der Köpfchen etwas lockerer weissfilzig. Involucrum 3-4-reihig, ca. 4 mm im Durchmesser. Hüllbätter lanzettlich, nach innen verkahlend, sonst auch weissfilzig, die äusseren 2.5 x 1 mm, die mittleren 3 x 1 mm, die inneren 3.2 x 1 mm mit harzigem Mittelnerv. Zungenblüten ca. 20, Ligula blauviolett, 6 x 1 mm. Scheibenblüten zahlreich, Krone gelb, 2.5 mm lang, Griffelanhängsel kurz dreieckig. Pappusborsten zahlreich, 2.5 mm lang, weiss, abfallend, unten stärker, oben schwächer gezähnt. Achänen obovat, 2 x 1 mm, gelbbraun, schuppig, locker mit mittellangen Haaren besetzt, die randlichen an der Spitze unverbreitert, die auf der Fläche stehenden oben verbreitert aber in zwei Spitzen endend, Randwulst ausgebildet.
Diagnostic: Sie gehört in die Nähe von F. hyssopifolia von der sie hauptsächlich durch die dichte weissfilzige Behaarung und auch die verbreiterten Achänenhaare getrennt ist. Der zarte Habitus scheint ebenfalls konstant zu sein. Die Aufsammlung SMITH 4268 tendiert habituell etwas stärker zu F. hyssopifolia in ihrer Typusunterart.
Distribution: F. cana zieht sich von Bredasdorp bis etwa Riversdale.","Grau, HRJ. 1973. Revision der gattung Felicia (Asteraceae). Mitt. Bot. Staatssamml. München 9: 195-705. [All rights reserved]",German
wfo-0000073338,"Morphology: Niedrige, mehrjährige, krautige, kriechende bis aufsteigende Pflanze (bis 6 cm hoch). Stengel zart, verzweigt, dicht beblättert, verkahlend, schwarz werdend. Blätter gegenständig, basal schwach verwachsen, lanzettlich bis eiförmig, bis 6 x 3 mm, verkahlend, am Rand kurzborstig, einnervig, schwarz werdend. Köpfchen einzeln an deutlich abgesetzten, bis zu 4 cm langen oben locker borstigen Pedunkeln. Involucrum 3-4-reihig, bis 4 mm im Durchmesser. Hüllblätter eiförmig bis lanzettlich, nahezu völlig kahl, schwarz werdend, die äusseren 2 x 0.8 mm, die mittleren 9 x 1.5 mm, die inneren 9 x 1 mm. Zungenblüten ca. 14, Ligula blau, 5 x 1.5 mm. Scheibenblüten zahlreich, Krone gelb, bis 3 mm lang, Griffelanhängsel dreieckig. Pappusborsten zahlreich, zart, gleichlang, weiss, gezähnt, abfallend, bis 2.5 mm lang. Achänen undeutlich obovat, 2.5 x 1 mm, schwarz-braun, mit verdicktem Rand, locker mit kurzen Haaren besetzt.
Diagnostic: Diese nur in der Typusaufsammlung bekannte Art ist durch ihre gegenständige Beblätterung, ihren kriechenden bis aufsteigenden Wuchs, ihren zarten Habitus und nicht zuletzt durch das Schwarzwerden der vegetativen Teile beim Trocknen gut gekennzeichnet.
Distribution: F. nigrescens ist bisher nur von Caledon bekannt.","Grau, HRJ. 1973. Revision der gattung Felicia (Asteraceae). Mitt. Bot. Staatssamml. München 9: 195-705. [All rights reserved]",German
