wfo_id,description,citation,language
wfo-0000418861,"Distribution: Madagascaria","Lamarck, JBAPdeM de. 1791. Tableau encyclopédique et méthodique des trois règnes de la nature. Botanique, Vol. 1. Pancoucke, Paris. [https://www.biodiversitylibrary.org/item/6086#page/1/mode/1up] [All rights reserved]",French
wfo-0000512229,"Diagnostic: Cette espece est fort curieuse, elle est très voisine de T A. angulatum Mast. Comme lui, elle ne possède, en général, qu'une graine par mériearpe el ces graines sont de forme identique. Elle diffère cependant de l’espèce de Masters par son inflorescence qui n’est pas en panicule aphylle, par ses feuilles beaucoup plus petites et profondément dentées et enfin par son fruit bien plus petit et dépassé de beaucoup par les lobes du calice. On pourrait donc placer cette espèce à côté et immédiatement avant T A. angulatum.
Distribution: Hereroland, Gam-Korchas.","Hochreutiner, BPG. 1901. Malvaceae. Bull. Herb. Boissier 2: 1001-1005. [https://www.biodiversitylibrary.org/item/105265#page/1084/mode/1up] [All rights reserved]",French
wfo-0000527014,"Morphology: Cette plante a des rapports avec Ie scirpus supinus, mais ses tiges sont bien plus grêles & droites, fes épillets plus etroits. Ses racines sont composées de fibres simples, un peu tortueuses, brunes, courtes, fasciculées; elles produisent un grand nombrè de tiges droites, greles, presque filiformes, triées, presque cylindriques, réunies en gazon, longues de fix à dix pouces & plus, enveloppées à leur base par une gaîne étroite, cylinirique, longue de deux a quatre pouces, souvent terminée par une pointe subulée; les plus longues un peu renflées depuis leur milieu jufqu’à leur fommet, & légérement articulées à la base de ce renflement. Les fleurs font placées aux deux tiers des riges, réunies en un paquet d’épillets sessiles, inegaux, un peu lancéolés, quelquefois un ou deux pedonculés, composes d’écailles imbriquées, lancéolées, mucronées à leur sommet, de couleur pale, bordées de brun; elles renferment trois étamines, dont les filamens sont três-courts. L’ovaire est comprimé; le style un peu plus long que l’écaille, bifide à son sommet. Les semences font fort petites, obrondes, comprimées, de couleur brune, tranchantes à leurs bords.
Habitat: Cette plante croît sur les rochers, dans le lit des rivières.","Poiret, JLM. 1804. Encyclopédie méthodique. Botanique, Vol. 6. Panckouke, Liège. [https://www.biodiversitylibrary.org/page/725521#page/3/mode/1up]",French
wfo-0000587613,"Diagnostic: Cette espèce a quelque ressemblance avec la C. amara, L.; inais elle en differe par les poils qui couvrenl sa lige el ses fruits, et par les lobes de ses feuilles découpés en dents profondes et obluses.","Richard, A. 1847. Tentamen Florae Abyssinicae seu Enumeratio Plantarum hucusque in plerisque Abyssiniae, Vol. 1. Bertrand, Paris. [https://doi.org/10.5962/bhl.title.334] [All rights reserved]",French
wfo-0000779723,"Diagnostic: Cette espèce est quelque peu variable, spécialement dans la pubescence de la feuille et du calice. En Afrique orientale, elle a des calices uniformément velus et des feuilles densément pubérulentes dessous tandis qu'en Afrique occidentale, les feuilles sont uniformément glabres à glabrescentes et le calice pubérulent avec des poils plus courts. Ces différences ont été citées (par exemple DEGENER, Phytologia 28: 419, 1974) comme suffisantes pour reconnaître deux espèces. Cependant, au Cameroun géographiquement intermédiaire, les deux extrêmes, aussi bien que les cas intermédiaires se rencontrent, suggérant que les différences de pubescences sont au mieux variables.","Gentry, AH. 1985. Bignoniaceae, Fl. Gabon 27: 19-60. Muséum d'Histoire Naturelle, Paris. [All rights reserved]",French
wfo-0001016988,"Diagnostic: D’apres notre essai de tableau analytique, cette espece, par ses feuilles a lobes atteignant a peine le milieu du limbe, a calice villenx exterieurement, a stipules a lobes lateraux pluri-dentes, a emarginure des lobes plus accusee, a sinus basilaire relativement etroit, feuilles a limbe des lors profondement corde, se rapproche du A. Rothii Oliver, qui se difference aisement par la dentelure plus fine des feuilles paraissant a plus de 10 lobes tres peu prononces, et par les lobes basilaires du limbe se recouvrant, cachant le sinus.","Wildeman, ÉAJD. 1921. Documents pour une monographie des Alchemilla d'Afrique. Bull. Jard. Bot. Etat 7(3-4): 317-386. [http://www.jstor.org/stable/3666535] [All rights reserved]",French
wfo-0001016989,"Diagnostic: Des petioles veins-hirsutes, a poils etales; c’est le caractere sur lequel nous attirons l’attention pour definir notre variete dont nous ne connaissons malheurcusement par les conditions de vie.","Wildeman, ÉAJD. 1921. Documents pour une monographie des Alchemilla d'Afrique. Bull. Jard. Bot. Etat 7(3-4): 317-386. [http://www.jstor.org/stable/3666535] [All rights reserved]",French
wfo-0001065171,"Morphology: Arbuste souvent buissonnant, pouvant atteindre 3-4 m de hauteur, généralement glabre, sauf aux aisselles des feuilles. Feuilles plus ou moins charnues, sessiles, spatulées-obovées, grossièrement dentées vers l’extrémité, plutôt groupées vers le sommet des rameaux, longues de 6-10 cm en moyenne et larges de 3-5 cm, mais pouvant atteindre 18-20 x 7-8 cm; aisselles garnies de soies blanches tardivement caduques. Fleurs en cymes bipares régulières, 3-4 fois ramifiées, longues de 2-5 cm; lobes du calice linéaires-triangulaires, longues de 2-5 mm ou ovées; corolles jaune très pâle ou blanche, veinée de mauve pâle, longue de 2-2.5 cm, glabre à l’extérieur, densément pubescente à l’intérieur du tube; lobes longs de 4-5 mm; style faiblement pubescent à la base; ovaire infère. Fruit drupacé de 1-1.5 cm de diamètre, légèrement côtelé sur le frais, fortement sur le sec, blanc-nacré à maturité; noyau long de 6-8 mm, rugueux, contenant 2 graines. Fl., fr. toute l’annee.
Habitat: Arbrisseaux en peuplements importants formant transition entre la plage et la forêt littorale.
Distribution: Littoral de l’océan Pacifique (Sud-Est asiatique, Malaisie, Indonésie, Australie tropicale, Micronésie, Mélanésie, Hawaï) jusqu’à la côte orientale d’Afrique (Tanzanie, Kenya). Présent aux Mascareignes (La Réunion et Maurice), Seychelles, Glorieuses, Aldabra et Cosmoledo. L’espèce est très commune sur la côte orientale de Madagascar, rare sur la côte occidentale.","Guillaumet, JL. 1978. 188. Goodeniaceae, Fl. Madagasc. 188: 27-32. [© Publications Scientifiques du Muséum National d'Histoire naturelle, Paris] [All rights reserved]",French
wfo-0001065381,"Distribution: Ad littora torrentium Mayottae, loco dictc Moussa-péré v. M’sapéré, teste Bovinio.","Tulasne, LR. 1857. Florae Madagascariensis fragmenta scripsit collectave digessit. Ann. Sci. Nat. 8: 44-163. [https://www.biodiversitylibrary.org/item/129817#page/48/mode/1up] [All rights reserved]",French
wfo-0001083864,"Morphology: Liane … tiges crassulentes, glabres rameaux très raccourcis. Feuilles … pétiole de 2-8 cm ce long, glabre; limbe ovale … orbiculaire profondément cordé … la base, de 3-8 cm ce long et de 3-5 cm de large, glabre. Inflorescences mâle [male symbol] en pseudoracèmes de 2-5 cm de long; bractées de 1-3.5 mm de long. Fleurs mâle [male symbol] … 6 sépales largement ovales, les extérieurs de 1-1.5 mm de long et de 0.8-1 mm de large, les intérieurs de 3-3.5 mm de long et de 2.5 mm de large; pétales 6 obovales, de 1.8-2.2 mm de long et de 1.2-1.7 mm de large; étamines 6, … filets soudés seulement … la base, de 2-2.5 mm de long; thèques des anthères … déhiscence longitudinale. Inflorescences femelle [female symbol] ± semblables aux inflorescences mâle [male symbol]. Fleurs femelle [female symbol] … sépales et pétales ± semblables … ceux des fleurs mâle [male symbol]; staminodes 6, de 2 mm de long; carpelles 3, légèrement stipités. Drupes subovo‹des, de 8-10 mm de long et de 5-7 mm de diam.; endocarpe c'telé et verruqueux. Graines … albumen ruminé.
Habitat: Fourrés xérophiles sur sol rocailleux.","Troupin, GMDJ. 1962. Monographie des Menispermaceae africaines. Mém. Acad. Roy. Sci. Outre-Mer, Cl. Sci. Nat. et Méd. (nouv. sér. in-8°) 13(2): 1-312. [All rights reserved]",French
wfo-0001145277,"Diagnostic: Très distincte du Cissus erythrodes, cette espèce se rapproche advantage du Cissus pauciflora Burchell, don’t elle se distingue par ses feuilles plus épaisses et plus grandes, en même temps que par l’indumentum ferrugineux et non gris argenté de ses bourgeons.","Planchon, JE. 1883. Monographie des Ampélidées vraies. In: AP de Candolle (ed.), Monographiae phanerogamarum prodromi nunc continuato, nunc revisio auctoribus Alphonso et Casimir de Candolle aliisque botanicis ultra memoratis, Monogr. Phan. 5: 305-610. Masson, Paris. [https://doi.org/10.5962/bhl.title.45961] [All rights reserved]",French
wfo-0001145364,"Diagnostic: Voisin du cuneifolia, mais les folioles sont plus aiguës, la médiane acuminée et les serratures ciliiformes plutôt qu’en forme de dent.
Distribution: Près de Port Natal (Drège), Howison’s Poort.","Planchon, JE. 1883. Monographie des Ampélidées vraies. In: AP de Candolle (ed.), Monographiae phanerogamarum prodromi nunc continuato, nunc revisio auctoribus Alphonso et Casimir de Candolle aliisque botanicis ultra memoratis, Monogr. Phan. 5: 305-610. Masson, Paris. [https://doi.org/10.5962/bhl.title.45961] [All rights reserved]",French
wfo-0001168728,"Habitat: De 2300 à 4700 m d’alt. sur le continent, à 2000 m à Madagascar. Forêt de montagne, formations à Lobelia et Senecio, à éricacées et formations alpines. Sur rochers ou dans leurs fissures, sur blocs rocheux, sur cendres volcaniques, entre les blocs de lave, sur le sol; rarement sur base de tronc.","De Sloover, JLJA. 1987. Note de bryologie africaine XIV. Leptodontium. Bull. Jard. Bot. Belg. 57(3/4): 425-451. [https://www.jstor.org/stable/3668113]",French
wfo-0001170317,"Distribution: La Réunion.","Bescherelle, E. 1880. Florule bryologique de la Réunion et des autres iles Austro-Africaines de l'océan Indien. Ann. Sci. Nat. 10: 233-332. [All rights reserved]",French
wfo-0001177436,"Diagnostic: A aussi quelqucs rapporls avec B. pumiliroseum Dix.; mats ccluicia les feuilles obovales ou spalulees, particllement revolulees, une nervure qui se relrecit rapidement el qui csl plus longuemenl excurrente.","Theriot, I. 1922. Deuxième contribution à la flore bryologique de Madagascar. Imprimerie Micaux Frères, Le Havre. [All rights reserved]",French
wfo-0001184325,"Morphology: Plante en tapis intriqué, verte, vert jaune, brune ou noirâtre en profondeur, brunissant en herbier; tige de 2-6 cm, généralement rampante et couverte de tomentum brun, plus rarement dressée, irrégulièrement pennée, parfois bipennée; rameaux de 5-10 mm, presque julacés, aigus à l’extrémité, parfois atténué, rarement radicant. Feuilles caulinaires largement ovoïdes et longuement acumineés, de 1.4-2 x 0.9-1.2 mm, nerviées jusqu’à la base de l’acumen, profondement plissées à bosselées; marge plane, recourbée ou même ondulée, entière ou sinuee par la projection des parois transversales, parfois denticulée au sommet de l’acumen. Cellules des feuilles caulinaires variées; celles de l’acumen allongées, à parois épaisses, de 20-35 µ de long, plus courtes à la marge; les médianes ovales, allongées ou arrondies, à parois épaisses, plus régulièrement carrées ou arrondies vers la marge où elles ont environ 10 µ; les basales plus longues et plus larges, plus nettement poreuses; parfois entièrement lisses, parfois papilleuses. Paraphylles caulinaires très nombreuses, multiformes, ramifiées. Feuilles raméales ovales triangulaires à ovales arrondies, avec acumen plus court que celui des feuilles caulinaires, droit ou courbé; de 0.75-1.2 x 0.5-0.75 mm, profondement plissées; marge plane ou recourbée dans la partie médiane, plus rarement à la base; entières ou sinuées à la base, entières ou plus souvent dentées dans l’acumen; nervure à peine papilleuse sur le dos en haut. Cellules des feuilles raméales rarement lisses, généralement papilleuses surtout à la face inférieure, avec une grosse papille centrale. Paraphylles raméales plus courtes que les caulinaires. Gamétangescences mâles gemmiformes, de 500-600 x 400 µ, à feuilles périgoniales internes énerves, acuminées, non plissées, de 0.6 mm de long; contenant 10-15 anthéridies de 230-270 x 100 µ, et des paraphyses filiformes peu nombreuses, de 0.3-0.4 mm de long, formées de 7-9(-12) cellules. Gamétangescences femelles à feuilles externes très courtes, les internes atteignant 7-8 mm de long, nerviées, entières, très plissées; à cellules atteignant 100 x 5-10 µ, lisses, archégones nombreux, paraphyses très nombreuses, filiformes, blanches. Pédicelle de 25-35 mm, lisse, tordu surtout au sommet, rouge foncé tout à la base, rougeâtre en haut. Capsule le plus souvent dressée, plus rarement inclinée, droite ou un peu arquée, parfois courbée, de 3-4 x 1.5 mm, brun rouille; nombreux stomates phanéropores sur le col. Anneau de 1-3 rangs de cellules. Opercule conique. Péristome externe de 400-600 µ de haut, formé de 16 dents avec lamelle dépassant latéralement à la base, jaune pâle, papilleuses; l’interne un peu plus court, formé d’une membrane dans la moitié inférieure et de 16 dents alternant avec les externes, papilleuses, pâles, ouvertes sur la carène, sans cils. Spores papilleuses à verruqueuses, vertes, souvent cloisonnées dans la capsule encore fermée, atteignant alors 40-50 ou plus. Autoïque.","De Sloover, JLJA. 1976. Note de bryologie africaine: VI. Hylocomiopsis. Bull. Jard. Bot. Belg. 36(3/4): 379-385. [https://www.jstor.org/stable/3667718]",French
