"taxonID","habitat"
"taxon-24-Piper_divaricatum","Habitat: in riverine forest, swamp forest, occasionally reported from regenerating forest."
"taxon-25-Piper_duckei","Habitat: dense forest on brown sand, 240 m elev."
"taxon-26-Piper_dumosum","Habitat: mainly from dense forest, or swampy places, up to 700 m elev."
"taxon-27-Piper_eucalyptifolium","Habitat: in dense forest understorey, up to 639 m elev."
"taxon-28-Piper_fanshawei","Habitat: 600-1500 m elev."
"taxon-30-Piper_fuligineum","Habitat: on edges of streams in savanna areas, in Brazil up to 1200 m elev."
"taxon-31-Piper_glabrescens","Habitat: up to 900 m elev."
"taxon-33-Piper_hirtilimbum","Habitat: in dense forest on brown sand, 240-700 m elev."
"taxon-34-Piper_hispidum","Habitat: in secondary vegetation, on creek banks in forest and in dense forest, from sea level to 700 m elev."
"taxon-36-Piper_humistratum","Habitat: often on rocks and in humid places in primary forest, up to 800 m elev."
"taxon-38-Piper_inaequale","Habitat: in forest, to 150 m elev."
"taxon-39-Piper_insipiens","Habitat: dark, humid, primary forest or swamp forest, from sea level to 700 m elev."
"taxon-41-Piper_nigrispicum","Habitat: in forest from sea level to 700 m elev."
"taxon-43-Piper_obliquum","Habitat: in moist forest from sea-levelto 2000 m elev."
"taxon-44-Piper_paramaribense","Habitat: up to 1600 m elev."
"taxon-46-Piper_perstipulare","Habitat: from 500-1275 m elev."
"taxon-48-Piper_piscatorum","Habitat: non-flooded moist forest, or along riverbanks, up to 660(-1100?) m elev."
"taxon-49-Piper_poiteanum","Habitat: in understorey of primary rainforest and from secondary vegetation, from 10-600 m elev."
"taxon-50-Piper_pulleanum","Habitat: to 260 m elev."
"taxon-51-Piper_remotinervium","Habitat: in (dense) forest, 20-300 m elev."
"taxon-52-Piper_reticulatum","Habitat: recorded mainly from secondary vegetation, to 450 m elev."
"taxon-54-Piper_rupununianum","Habitat: in clearings, damp places, open and mixed forest, shady rocky areas, from sea level to 1600 m elev."
"taxon-57-Piper_tuberculatum","Habitat: mostly in dry areas."
"taxon-58-Piper_wachenheimii","Habitat: in primary forest, and occasionally from secondary vegetation, from sea level to 600 m elev."
