wfo_id,description,type,contributor,source,bibliographicCitation,url,rights
wfo-0000824813,,Phylogeny,"Tebbitt M.C., Andrada A.R., Bulacio E., Parada G.A. & Ayarde H.",9,"Tebbitt M.C. & Dickson J.H. 2018, An infraspecific taxonomic revision of Begonia micranthera (Begoniaceae), Edinburgh J. Bot. Vol.75(2) , pp.227-254.",https://doi.org/10.1017/s0960428618000070,CC0 1.0 Universal (CC0 1.0)
wfo-0000824816,"*Begonia micranthera *subsp. *rhacophylla *was previously recognised at the rank of variety. Irmscher (1949) originally described the taxon as a variety of *Begonia hieronymi *Lindau, whereas Smith and Wasshausen (1984) treated it as a variety of *B. micranthera*. *Begonia micranthera *subsp. *rhacophylla *is distinguished by its dioecious breeding system, coriaceous leaf blades, usually 4 ovary locules and styles (occasionally 3), tepals that are usually bright pink (occasionally white), and female flowers with 6 (versus 5) tepals. Irmscher (1949) described his *Begonia hieronymi *var. *rhacophylla *as a narrow endemic of the Cerro Abra del Paraguay in Jujuy Province, Argentina. In contrast, we consider *Begonia micranthera *subsp. *rhacophylla *as occurring in Bolivia as well as Argentina. In fact, the taxon is widespread, being found along the eastern Andes for a distance of about 900 km",Diagnostic,"Tebbitt M.C., Andrada A.R., Bulacio E., Parada G.A. & Ayarde H.",13,"Tebbitt M.C. & Dickson J.H. 2018, An infraspecific taxonomic revision of Begonia micranthera (Begoniaceae), Edinburgh J. Bot. Vol.75(2) , pp.227-254.",https://doi.org/10.1017/s0960428618000070,CC0 1.0 Universal (CC0 1.0)
wfo-0000824816,"Usually dioecious or very rarely monoecious herb. *Leaf blade* coriaceous, asymmetric, lowermost leaf sometimes elliptic, other leaves ovate, 5–7 × 4–6 cm, margin usually with regular or irregular ± triangular lobes, occasionally unlobed, lobes when present 1.5–3.5 cm deep, serrate, upper surface green, pubescent, lower surface slightly paler green, pubescent. *Male flowers*: tepals 4, usually bright pink, occasionally white. *Female flowers*: tepals 6, usually bright pink, occasionally white. *Capsule *usually subequally 4-winged, or occasionally both subequally 4- and 3-winged on the same individual, or rarely both unequally 4- and 3-winged on the same individual, or occasionally wingless; usually 4-locular, occasionally with both 4- and 3-locular ovaries on the same individual; styles usually 4, occasionally bearing ovaries with both 4 and 3 styles on the same individual. *Chromosome number* n = 14, 2n = 28.",Morphology,"Tebbitt M.C., Andrada A.R., Bulacio E., Parada G.A. & Ayarde H.",13,"Tebbitt M.C. & Dickson J.H. 2018, An infraspecific taxonomic revision of Begonia micranthera (Begoniaceae), Edinburgh J. Bot. Vol.75(2) , pp.227-254.",https://doi.org/10.1017/s0960428618000070,CC0 1.0 Universal (CC0 1.0)
wfo-0000824816,"Begonia *micranthera *subsp. *rhacophylla *var. *rhacophylla *occurs in and on the margins of Tucumano–Boliviano forest, where it is commonly found on wet seeps on and at the base of cliffs, at an altitude of 1400–2700 m. This taxon often occupies sites that are both wetter and less likely to dry up during the growing season than those of all other infraspecific taxa of Begonia micranthera. However, it does occasionally occur in relatively dry situations on open montane pasture, but in these situations the plants are often somewhat stunted. Begonia *micranthera *subsp.*rhacophylla *grows in both shade and full sun but is typically found in open sunny areas, unlike subsp. *micranthera *and subsp. *albonervia*, which usually prefer shaded localities.",Habitat,"Tebbitt M.C., Andrada A.R., Bulacio E., Parada G.A. & Ayarde H.",13,"Tebbitt M.C. & Dickson J.H. 2018, An infraspecific taxonomic revision of Begonia micranthera (Begoniaceae), Edinburgh J. Bot. Vol.75(2) , pp.227-254.",https://doi.org/10.1017/s0960428618000070,CC0 1.0 Universal (CC0 1.0)
wfo-0000824816,"Eastern Andes of Bolivia (Santa Cruz, Chuquisaca and Tarija) and Argentina (Jujuy and Salta).",Distribution,"Tebbitt M.C., Andrada A.R., Bulacio E., Parada G.A. & Ayarde H.",13,"Tebbitt M.C. & Dickson J.H. 2018, An infraspecific taxonomic revision of Begonia micranthera (Begoniaceae), Edinburgh J. Bot. Vol.75(2) , pp.227-254.",https://doi.org/10.1017/s0960428618000070,CC0 1.0 Universal (CC0 1.0)
wfo-0000824816,,Phylogeny,"Tebbitt M.C., Andrada A.R., Bulacio E., Parada G.A. & Ayarde H.",13,"Tebbitt M.C. & Dickson J.H. 2018, An infraspecific taxonomic revision of Begonia micranthera (Begoniaceae), Edinburgh J. Bot. Vol.75(2) , pp.227-254.",https://doi.org/10.1017/s0960428618000070,CC0 1.0 Universal (CC0 1.0)
wfo-0000824814,"Monoecious. *Leaf blade *slightly fleshy, ovate, 2–8 cm long, upper surface with a sparse covering of short, black hairs. *Bract margin *entire. *Female tepals *5, deep pink, margins entire.",Morphology,"Tebbitt M.C., Andrada A.R., Bulacio E., Parada G.A. & Ayarde H.",23,"Tebbitt M.C. & Dickson J.H. 2018, An infraspecific taxonomic revision of Begonia micranthera (Begoniaceae), Edinburgh J. Bot. Vol.75(2) , pp.227-254.",https://doi.org/10.1017/s0960428618000070,CC0 1.0 Universal (CC0 1.0)
wfo-0000824814,"Growing on open earth slopes, usually near streams.",Habitat,"Tebbitt M.C., Andrada A.R., Bulacio E., Parada G.A. & Ayarde H.",23,"Tebbitt M.C. & Dickson J.H. 2018, An infraspecific taxonomic revision of Begonia micranthera (Begoniaceae), Edinburgh J. Bot. Vol.75(2) , pp.227-254.",https://doi.org/10.1017/s0960428618000070,CC0 1.0 Universal (CC0 1.0)
wfo-0000824814,". Endemic to the mountains of north-western Argentina. This taxon is found in the eastern sector of the Cordillera Oriental, east of the Quebrada de Humahuaca, Jujuy Province, where it occurs from 2500 to 3500 m.",Distribution,"Tebbitt M.C., Andrada A.R., Bulacio E., Parada G.A. & Ayarde H.",23,"Tebbitt M.C. & Dickson J.H. 2018, An infraspecific taxonomic revision of Begonia micranthera (Begoniaceae), Edinburgh J. Bot. Vol.75(2) , pp.227-254.",https://doi.org/10.1017/s0960428618000070,CC0 1.0 Universal (CC0 1.0)
wfo-0000824814,,Phylogeny,"Tebbitt M.C., Andrada A.R., Bulacio E., Parada G.A. & Ayarde H.",23,"Tebbitt M.C. & Dickson J.H. 2018, An infraspecific taxonomic revision of Begonia micranthera (Begoniaceae), Edinburgh J. Bot. Vol.75(2) , pp.227-254.",https://doi.org/10.1017/s0960428618000070,CC0 1.0 Universal (CC0 1.0)
wfo-1200002470,"*Begonia micranthera *subsp. *micranthera *var. *flava *Andrada &amp; Bulacio is distinguished from other infraspecific taxa of *Begonia micranthera *Griseb. by its tepals pale yellow (versus white to pink), its combination of pubescent leaves and stems and 3-locular ovaries, and its unique chromosome number n = 13 and 2n = 26 (versus n = 14 and 2n = 28 in other B. micranthera taxa we sampled).",Diagnostic,"Tebbitt M.C., Andrada A.R., Bulacio E., Parada G.A. & Ayarde H.",18,"Tebbitt M.C. & Dickson J.H. 2018, An infraspecific taxonomic revision of Begonia micranthera (Begoniaceae), Edinburgh J. Bot. Vol.75(2) , pp.227-254.",https://doi.org/10.1017/s0960428618000070,CC0 1.0 Universal (CC0 1.0)
wfo-1200002470,"Monoecious. *Leaf blade *slightly fleshy, ovate, 2.5–14 cm long, upper surface with a covering of short, soft, white hairs. *Bract margin *ciliate-dentate. *Female tepals *5, pale yellow, margin of outer two tepals shortly ciliate, margin of inner three tepals entire.",Morphology,"Tebbitt M.C., Andrada A.R., Bulacio E., Parada G.A. & Ayarde H.",18,"Tebbitt M.C. & Dickson J.H. 2018, An infraspecific taxonomic revision of Begonia micranthera (Begoniaceae), Edinburgh J. Bot. Vol.75(2) , pp.227-254.",https://doi.org/10.1017/s0960428618000070,CC0 1.0 Universal (CC0 1.0)
wfo-1200002470,Growing on earth banks among herbaceous vegetation on the Yungas forest edge.,Habitat,"Tebbitt M.C., Andrada A.R., Bulacio E., Parada G.A. & Ayarde H.",18,"Tebbitt M.C. & Dickson J.H. 2018, An infraspecific taxonomic revision of Begonia micranthera (Begoniaceae), Edinburgh J. Bot. Vol.75(2) , pp.227-254.",https://doi.org/10.1017/s0960428618000070,CC0 1.0 Universal (CC0 1.0)
wfo-1200002470,"Endemic to the vicinity of Park Nacional Calilegua, Jujuy Province, Argentina, where it occurs in a narrow altitudinal strip between 1300 and 1500 m.",Distribution,"Tebbitt M.C., Andrada A.R., Bulacio E., Parada G.A. & Ayarde H.",18,"Tebbitt M.C. & Dickson J.H. 2018, An infraspecific taxonomic revision of Begonia micranthera (Begoniaceae), Edinburgh J. Bot. Vol.75(2) , pp.227-254.",https://doi.org/10.1017/s0960428618000070,CC0 1.0 Universal (CC0 1.0)
wfo-1200002470,,Phylogeny,"Tebbitt M.C., Andrada A.R., Bulacio E., Parada G.A. & Ayarde H.",18,"Tebbitt M.C. & Dickson J.H. 2018, An infraspecific taxonomic revision of Begonia micranthera (Begoniaceae), Edinburgh J. Bot. Vol.75(2) , pp.227-254.",https://doi.org/10.1017/s0960428618000070,CC0 1.0 Universal (CC0 1.0)
wfo-0000824817,"Monoecious. *Leaf blade *subsucculent, narrowly ovate, 5–8 × 2.5–5 cm, upper surface with a few scattered black hairs. *Bract margins* fimbriate. *Female tepals *5, white or pink, margins entire. Chromosome number n = 14, 2n = 28.",Morphology,"Tebbitt M.C., Andrada A.R., Bulacio E., Parada G.A. & Ayarde H.",24,"Tebbitt M.C. & Dickson J.H. 2018, An infraspecific taxonomic revision of Begonia micranthera (Begoniaceae), Edinburgh J. Bot. Vol.75(2) , pp.227-254.",https://doi.org/10.1017/s0960428618000070,CC0 1.0 Universal (CC0 1.0)
wfo-1200002776,"*Begonia micranthera *subsp. *rhacophylla *(Irmsch.) Tebbitt has two varieties, of which only the type variety is found within Bolivia. This taxon differs in its dioecious breeding system, its coriaceous leaves, and pistillate flowers that usually have four styles and locules (vs three) and six tepals (vs five; Tebbitt et al., 2018a).",Diagnostic,Moonlight P.W. & Fuentes A.F.,170,"Moonlight P.W. & Fuentes A.F. 2022, An updated checklist and key to the species of Bolivian Begonia, including one new species, Edinburgh J. Bot. Vol.79(407) , pp.1-66 (https://journals.rbge.org.uk/ejb/article/view/407)",https://doi.org/10.24823/ejb.2022.407,CC0 1.0 Universal (CC0 1.0)
wfo-1200002776,,Morphology,Moonlight P.W. & Fuentes A.F.,170,"Moonlight P.W. & Fuentes A.F. 2022, An updated checklist and key to the species of Bolivian Begonia, including one new species, Edinburgh J. Bot. Vol.79(407) , pp.1-66 (https://journals.rbge.org.uk/ejb/article/view/407)",https://doi.org/10.24823/ejb.2022.407,CC0 1.0 Universal (CC0 1.0)
wfo-1200002776,Bolivia and Argentina.,Distribution,Moonlight P.W. & Fuentes A.F.,170,"Moonlight P.W. & Fuentes A.F. 2022, An updated checklist and key to the species of Bolivian Begonia, including one new species, Edinburgh J. Bot. Vol.79(407) , pp.1-66 (https://journals.rbge.org.uk/ejb/article/view/407)",https://doi.org/10.24823/ejb.2022.407,CC0 1.0 Universal (CC0 1.0)
wfo-1200002776,"Usually dioecious or very rarely monoecious herb. *Stem *25–100 cm tall, usually unbranched, rarely unbranched, densely pubescent. *Leaves *usually many, rarely few; blade coriaceous or succulent, asymmetric, lowermost leaf sometimes elliptic, other leaves ovate to broadly ovate, 5–10 × 4–7 cm, margin unlobed or with regular or irregular ± triangular lobes, lobes when present 1.5–3.5 cm deep, dentate or serrate, upper surface green, glabrous or pubescent, lower surfaces slightly paler green, glabrous or pubescent. *Inflorescences *many; peduncle 5.5–6.5 cm long. *Male flowers*: tepals 4–6, usually bright pink, occasionally white, outer two suborbicular, 1.5–1.6 × 1.6–2 cm, inner two obovate, 1.5–1.7 × 1.4–1.6 cm. *Female flowers*: tepals 6, same colour as in males, 0.8–1.8 × 0.4–1.8 cm, outer two or three suborbicular, inner two or three usually obovate, occasionally elliptic; ovary usually subequally 4-winged, or occasionally both subequally 4- and 3-winged on the same individual, or rarely both unequally 4- and 3-winged on the same individual, or occasionally wingless; usually 4-locular, occasionally with both 4- and 3-locular ovaries on the same individual; styles usually 4, occasionally bearing ovaries with both 4 and 3 styles on the same individual.",Morphology,"Tebbitt M.C., Andrada A.R., Bulacio E., Parada G.A. & Ayarde H.",25,"Tebbitt M.C. & Dickson J.H. 2018, An infraspecific taxonomic revision of Begonia micranthera (Begoniaceae), Edinburgh J. Bot. Vol.75(2) , pp.227-254.",https://doi.org/10.1017/s0960428618000070,CC0 1.0 Universal (CC0 1.0)
wfo-1200002776,,Phylogeny,"Tebbitt M.C., Andrada A.R., Bulacio E., Parada G.A. & Ayarde H.",25,"Tebbitt M.C. & Dickson J.H. 2018, An infraspecific taxonomic revision of Begonia micranthera (Begoniaceae), Edinburgh J. Bot. Vol.75(2) , pp.227-254.",https://doi.org/10.1017/s0960428618000070,CC0 1.0 Universal (CC0 1.0)
wfo-0000824810,"*Begonia micranthera* is a widespread and common species that encompasses a large amount of morphological variation. It is the most common tuberous species of Bolivian *Begonia *with distinct leaf apices and can be distinguished from other such species by the combination of its small, inconspicuous bracts; its concolorous upper leaf surfaces; and its spreading tepals.",Diagnostic,Moonlight P.W. & Fuentes A.F.,164,"Moonlight P.W. & Fuentes A.F. 2022, An updated checklist and key to the species of Bolivian Begonia, including one new species, Edinburgh J. Bot. Vol.79(407) , pp.1-66 (https://journals.rbge.org.uk/ejb/article/view/407)",https://doi.org/10.24823/ejb.2022.407,CC0 1.0 Universal (CC0 1.0)
wfo-0000824810,Bolivia and Argentina.,Distribution,Moonlight P.W. & Fuentes A.F.,164,"Moonlight P.W. & Fuentes A.F. 2022, An updated checklist and key to the species of Bolivian Begonia, including one new species, Edinburgh J. Bot. Vol.79(407) , pp.1-66 (https://journals.rbge.org.uk/ejb/article/view/407)",https://doi.org/10.24823/ejb.2022.407,CC0 1.0 Universal (CC0 1.0)
wfo-0000824810,"Perennial dioecious or monoecious tuberous herb, 2–100 cm tall. *Tuber *± ellipsoid, 1.5–5 cm in diameter. *Stem *erect or suberect, glabrous to densely pubescent. Stipules ovate, triangular-ovate or lanceolate, 2–12 × 1–6 mm, margin entire to denticulate-fimbriate. *Leaves *few to many, alternate, basifixed; petiole 1–21.5 cm long, glabrous or with hairs as in stem; blade moderately succulent to coriaceous, asymmetric, ovate, narrowly reniform, reniform or reniform-orbicular, 2–22 × 2–20 cm, apex acuminate, abruptly acuminate or obtuse, base very shallowly obliquely cordate to obliquely cordate, margin crenate, denticulate, dentate or serrate, sometimes angular lobed or with regular or irregular ± triangular lobes, lobes to 3.5 cm deep, surfaces glabrous to pubescent, veins palmate, 7 or 8. *Inflorescences *1 to many, axillary, erect or ascending, a symmetric cyme, with up to 2 branches, bearing 1–15 flowers, bisexual or unisexual; peduncle 1.2–45 cm long, pubescence same as stem; pedicels of male flowers 0.9–3 cm long, glabrous; pedicels of female flowers 0.5–2.4 cm long, glabrous to densely pubescent; bracts elliptic, transversely elliptic, transversely obovate, ovate or broadly ovate, 0.6–1.4 × 0.5–1.55 cm, apex usually obtuse, occasionally acute, margin usually denticulate-fimbriate or ciliate-toothed, but occasionally entire. *Male flowers*: tepals 4, usually white to pink, occasionally pale yellow, outer two ovate to orbicular, ovate-elliptic to broadly elliptic, or obovate, 0.9–2.7 × 0.7–2.7 cm, apex obtuse to almost truncate, margin entire or fimbriate-denticulate, inner two suborbicular, elliptic or obovate, 0.9–2.7 × 0.6–1.8 cm, apex usually ± truncate and shallowly notched, occasionally obtuse, margin entire; stamens 40–140, attached along the length of a 1–1.5 mm tall torus, filaments 1–5 mm long, anthers obovoid to broadly obovoid, 0.75– 1 mm long, dehiscing via unilateral slits, connectives not extended. *Female flowers*: bracteoles absent; tepals 4–6(–7), same colour as males, outer whorl suborbicular, broadly elliptic, elliptic to obovate, or occasionally ovate, inner whorl usually obovate to spatulate, occasionally broadly spatulate or elliptic, subequal, 0.8–2.8 × 0.4–2.5 cm, apex acute to obtuse, sometimes shallowly notched, margin of outer tepals entire or fimbriate-denticulate, margin of inner tepals entire; ovary body ellipsoid to broadly ellipsoid, 3–10 × 3–7 mm, glabrous to pubescent, subequally 3- or 4-winged, or rarely unequally 3- or 4-winged or wingless, wings when present triangular to deltoid, to 1.4 × 1 cm, (2-)3- or 4-locular; placentas axile, bifid; styles (2–)3 or 4, shortly fused at base, 2–5 mm long, bifid from about half their height, stigmatic papillae in a spiral band. *Fruiting pedicels *to 45 cm long. *Capsules *usually erect but frequently subnutant, body ellipsoid to almost spherical, to 1.5 × 1.2 cm, glabrous to sparsely pubescent, subequally to unequally 3- or 4-winged, rarely wingless, wings when present usually triangular, occasionally ligulate, to 2.7 cm long and 1.7 cm wide.",Morphology,"Tebbitt M.C., Andrada A.R., Bulacio E., Parada G.A. & Ayarde H.",29,"Tebbitt M.C. & Dickson J.H. 2018, An infraspecific taxonomic revision of Begonia micranthera (Begoniaceae), Edinburgh J. Bot. Vol.75(2) , pp.227-254.",https://doi.org/10.1017/s0960428618000070,CC0 1.0 Universal (CC0 1.0)
wfo-0000824810,"Eastern Andes of Bolivia (La Paz, Cochabamba, Santa Cruz, Chuquisaca and Tarija) and Argentina (Jujuy, Salta, Tucumán and Catamarca).",Distribution,"Tebbitt M.C., Andrada A.R., Bulacio E., Parada G.A. & Ayarde H.",29,"Tebbitt M.C. & Dickson J.H. 2018, An infraspecific taxonomic revision of Begonia micranthera (Begoniaceae), Edinburgh J. Bot. Vol.75(2) , pp.227-254.",https://doi.org/10.1017/s0960428618000070,CC0 1.0 Universal (CC0 1.0)
wfo-0000824810,,Phylogeny,"Tebbitt M.C., Andrada A.R., Bulacio E., Parada G.A. & Ayarde H.",29,"Tebbitt M.C. & Dickson J.H. 2018, An infraspecific taxonomic revision of Begonia micranthera (Begoniaceae), Edinburgh J. Bot. Vol.75(2) , pp.227-254.",https://doi.org/10.1017/s0960428618000070,CC0 1.0 Universal (CC0 1.0)
wfo-1200023981,"*Begonia micranthera* is a widespread and common species that encompasses a large amount of morphological variation. It is the most common tuberous species of Bolivian *Begonia *with distinct leaf apices and can be distinguished from other such species by the combination of its small, inconspicuous bracts; its concolorous upper leaf surfaces; and its spreading tepals.",Diagnostic,Moonlight P.W. & Fuentes A.F.,163,"Moonlight P.W. & Fuentes A.F. 2022, An updated checklist and key to the species of Bolivian Begonia, including one new species, Edinburgh J. Bot. Vol.79(407) , pp.1-66 (https://journals.rbge.org.uk/ejb/article/view/407)",https://doi.org/10.24823/ejb.2022.407,CC0 1.0 Universal (CC0 1.0)
wfo-1200023981,Bolivia and Argentina.,Distribution,Moonlight P.W. & Fuentes A.F.,163,"Moonlight P.W. & Fuentes A.F. 2022, An updated checklist and key to the species of Bolivian Begonia, including one new species, Edinburgh J. Bot. Vol.79(407) , pp.1-66 (https://journals.rbge.org.uk/ejb/article/view/407)",https://doi.org/10.24823/ejb.2022.407,CC0 1.0 Universal (CC0 1.0)
wfo-1200023981,"Usually monoecious herb, very rarely a population containing both unisexual and bisexual plants. *Stem *2–50(–100) cm tall, unbranched to few branched, glabrous to pubescent. Leaves few to many, membranous to moderately succulent, asymmetric, ovate, margin lacking lobes, crenate, denticulate, dentate or serrate, upper surface green, glabrous to sparsely pubescent, lower surface paler green or purple, glabrous to pubescent, hairs usually denser along the main veins. *Inflorescences *solitary to many; peduncle 1.2–25 cm long. Bract margins entire, ciliate, ciliate-dentate or fimbriate. *Male flowers*: tepals usually white to pink, occasionally pale yellow, outer pair suborbicular, transversely ovate or obovate, 0.9–2.7 × 0.7–2.7 cm, inner pair suborbicular, elliptic or obovate, 0.9–2.7 × 0.6–1.8 cm. *Female flowers*: tepals (4 or) 5, same colour as in males, outer two or three suborbicular, broadly elliptic, elliptic, obovate, or occasionally ovate, inner (two or) three usually obovate to spatulate, occasionally broadly spatulate, subequal, 0.8–1.8 × 0.4–1.8 cm; margins of outer tepals entire or ciliate, those of inner tepals entire; ovary subequally 3-winged, or rarely unequally 3-winged; 3-locular; styles 3.",Morphology,"Tebbitt M.C., Andrada A.R., Bulacio E., Parada G.A. & Ayarde H.",32,"Tebbitt M.C. & Dickson J.H. 2018, An infraspecific taxonomic revision of Begonia micranthera (Begoniaceae), Edinburgh J. Bot. Vol.75(2) , pp.227-254.",https://doi.org/10.1017/s0960428618000070,CC0 1.0 Universal (CC0 1.0)
