WFOID,vernacularName,taxon,identifier,preferredName,source,language,countryCode,uri
wfo-0001006654,Mar-dhroighean,Agrimonia eupatoria,56,0,,ga,IE,
wfo-0001006000,Marbhdhraighean cumhra,Agrimonia procera,58,1,,ga,IE,
wfo-0000843382,Feorainn shlim,Agrostis canina,60,1,,ga,IE,
wfo-0000843382,Taenfhér donn,Agrostis canina,61,0,,ga,IE,
wfo-0000843693,Feorainn dhubh,Agrostis gigantea,63,1,,ga,IE,
wfo-0000844489,Feorainn,Agrostis stolonifera,66,1,,ga,IE,
wfo-0000844489,Taenfheur ban,Agrostis stolonifera,67,0,,ga,IE,
wfo-0000844489,Taenfheur forin,Agrostis stolonifera,68,0,,ga,IE,
wfo-0000844489,Feorna,Agrostis stolonifera,69,0,,ga,IE,
wfo-0000844489,Feora,Agrostis stolonifera,70,0,,ga,IE,
wfo-0000844489,Taenfhér forín,Agrostis stolonifera,71,0,,ga,IE,
wfo-0000844489,Taenfhér bán,Agrostis stolonifera,72,0,,ga,IE,
wfo-0000844922,Mionfhéar geal,Aira caryophyllea,75,1,,ga,IE,
wfo-0000844922,Gruagfhér airgid,Aira caryophyllea,76,0,,ga,IE,
wfo-0000845169,Mionfhéar luath,Aira praecox,78,1,,ga,IE,
wfo-0000845169,Gruagfhér moch,Aira praecox,79,0,,ga,IE,
wfo-0000934953,Glasair bheannach,Ajuga pyramidalis,81,1,,ga,IE,
wfo-0000935107,Glasair choille,Ajuga reptans,85,1,,ga,IE,
wfo-0000935107,Meacan dubh fiadhain,Ajuga reptans,86,0,,ga,IE,
wfo-0000935107,Glasair choilleadh,Ajuga reptans,87,0,,ga,IE,
wfo-0000935107,Lasair léana,Ajuga reptans,88,0,,ga,IE,
wfo-0000998050,Bratóg Mhuire,Alchemilla alpina,90,1,,ga,IE,
wfo-0000998050,Trusgán,Alchemilla alpina,91,0,,ga,IE,
wfo-0001013445,Dearna Mhuire,Alchemilla vulgaris,93,1,,ga,IE,
wfo-0001013445,Bratóg Mhuire,Alchemilla vulgaris,94,0,,ga,IE,
wfo-0001013445,Fallaing Mhuire,Alchemilla vulgaris,95,0,,ga,IE,
wfo-0001013445,Cóta preasach,Alchemilla vulgaris,96,0,,ga,IE,
wfo-0001013445,Leathach bhuidhe,Alchemilla vulgaris,97,0,,ga,IE,
wfo-0001013445,Mionán Mhuire,Alchemilla vulgaris,98,0,,ga,IE,
wfo-0001013445,Crúba-leomhain,Alchemilla vulgaris,99,0,,ga,IE,
wfo-0001013445,Leamhach mhaighe,Alchemilla vulgaris,100,0,,ga,IE,
wfo-0000986187,Dearna Mhuire chaol,Alchemilla filicaulis,102,1,,ga,IE,
wfo-0000984092,Dearna Mhuire mhín,Alchemilla glabra,104,1,,ga,IE,
wfo-0000999868,Dearna Mhuire bheag,Alchemilla glaucescens,106,1,,ga,IE,
wfo-0000985078,Dearna Mhuire bhuí,Alchemilla xanthochlora,108,1,,ga,IE,
wfo-0000755439,Corrchopóg chaol,Alisma lanceolatum,110,1,,ga,IE,
wfo-0000755439,Biorshlánlus,Alisma lanceolatum,111,0,,ga,IE,
wfo-0000755439,Corchopóg beag,Alisma lanceolatum,112,0,,ga,IE,
wfo-0000755470,Corrchopóg,Alisma plantago-aquatica,115,1,,ga,IE,
wfo-0000755470,Biorshlánlus,Alisma plantago-aquatica,116,0,,ga,IE,
wfo-0000755470,Corchopóg mór,Alisma plantago-aquatica,117,0,,ga,IE,
wfo-0000526081,Bóchoinneal,Alliaria petiolata,121,1,,ga,IE,
wfo-0000526081,Gáirleóg choilleadh,Alliaria petiolata,122,0,,ga,IE,
wfo-0000526081,Bó chuinneall,Alliaria petiolata,123,0,,ga,IE,
wfo-0000526081,Gairealach (-aigh) collaim,Alliaria petiolata,124,0,,ga,IE,
wfo-0000526081,Garbhlach cuilm (colaim),Alliaria petiolata,125,0,,ga,IE,
wfo-0000526081,Lus an óir,Alliaria petiolata,126,0,,ga,IE,
wfo-0000755744,Cainneann,Allium babingtonii,129,1,,ga,IE,
wfo-0000755744,Gairleog fiáin,Allium babingtonii,130,0,,ga,IE,
wfo-0000755744,Oinniún fiáin,Allium babingtonii,131,0,,ga,IE,
wfo-0000757278,Síobhas,Allium schoenoprasum,133,1,,ga,IE,
wfo-0000757278,Siabal,Allium schoenoprasum,134,0,,ga,IE,
wfo-0000757278,Saidhbhín,Allium schoenoprasum,135,0,,ga,IE,
wfo-0000757278,Feurán,Allium schoenoprasum,136,0,,ga,IE,
wfo-0000757278,Fearan,Allium schoenoprasum,137,0,,ga,IE,
wfo-0000757278,Sibhín,Allium schoenoprasum,138,0,,ga,IE,
wfo-0000757676,Creamh,Allium ursinum,143,0,,ga,IE,
wfo-0000757676,Cneamh,Allium ursinum,144,0,,ga,IE,
wfo-0000757676,Gáirleóg Mhuire,Allium ursinum,145,0,,ga,IE,
wfo-0000757676,Gáirleóg fhiadain,Allium ursinum,146,0,,ga,IE,
wfo-0000757676,Farach-dubh(-duibh),Allium ursinum,147,0,,ga,IE,
wfo-0000757676,Féarán,Allium ursinum,148,0,,ga,IE,
wfo-0000757676,Gairleog na mBos,Allium ursinum,149,0,,ga,IE,
wfo-0000757711,Gairleog Mhuire,Allium vineale,152,1,,ga,IE,
wfo-0000945215,Fearnóg,Alnus glutinosa,154,1,,ga,IE,
wfo-0000945215,Fearn (-a),Alnus glutinosa,155,0,,ga,IE,
wfo-0000945215,Ruaim (-me) (-meacha),Alnus glutinosa,156,0,,ga,IE,
wfo-0000945215,Crann feárna,Alnus glutinosa,157,0,,ga,IE,
wfo-0000945215,Crann fearnóige,Alnus glutinosa,158,0,,ga,IE,
wfo-0000845386,Fiteog oráiste,Alopecurus aequalis,160,1,,ga,IE,
wfo-0000845537,Fiteog cham,Alopecurus geniculatus,162,1,,ga,IE,
wfo-0000845537,Ulplosfhér glunlúbtha,Alopecurus geniculatus,163,0,,ga,IE,
wfo-0000845657,Fiteog léana,Alopecurus pratensis,165,1,,ga,IE,
wfo-0000845657,Ulplosfhear leana,Alopecurus pratensis,166,0,,ga,IE,
wfo-0000845657,Ulplosfhér léna,Alopecurus pratensis,167,0,,ga,IE,
wfo-0000529011,Leamhach,Althaea officinalis,169,1,,ga,IE,
wfo-0000529011,Leamhach mhuighe,Althaea officinalis,170,0,,ga,IE,
wfo-0000529011,Leamhadh,Althaea officinalis,171,0,,ga,IE,
wfo-0000529011,Leamhach bUí (or Leamaigh),Althaea officinalis,172,0,,ga,IE,
wfo-0000529011,Leamh,Althaea officinalis,173,0,,ga,IE,
wfo-0000845777,Muiríneach,Ammophila arenaria,178,1,,ga,IE,
wfo-0000845777,Cuile muiriunath,Ammophila arenaria,179,0,,ga,IE,
wfo-0000845777,Garbhán gaofar,Ammophila arenaria,180,0,,ga,IE,
wfo-0000845777,Muiruidhneach,Ammophila arenaria,181,0,,ga,IE,
wfo-0000845777,Cuile muiriunadh,Ammophila arenaria,182,0,,ga,IE,
wfo-0000845777,Muiriunach,Ammophila arenaria,183,0,,ga,IE,
wfo-0000845777,Mehain,Ammophila arenaria,184,0,,ga,IE,
wfo-0000968477,Magairlín féitheach,Anacamptis morio,186,1,,ga,IE,
wfo-0000968477,Magairlín an sciatháin ghlais,Anacamptis morio,187,0,,ga,IE,
wfo-0000968477,Magairlín na stuaice,Anacamptis morio,188,0,,ga,IE,
wfo-0000968551,Magairlín na stuaice,Anacamptis pyramidalis,190,1,,ga,IE,
wfo-0000533162,Falcaire fiáin,Anagallis arvensis,193,1,,ga,IE,
wfo-0000533162,Driofúr phine,Anagallis arvensis,194,0,,ga,IE,
wfo-0000533162,Falcaire fuar,Anagallis arvensis,195,0,,ga,IE,
wfo-0000533162,Falcaire fiadhain,Anagallis arvensis,196,0,,ga,IE,
wfo-0000533162,Luibh na muc,Anagallis arvensis,197,0,,ga,IE,
wfo-0000533162,Ruinruise,Anagallis arvensis,198,0,,ga,IE,
wfo-0000533162,Glan-rosc,Anagallis arvensis,199,0,,ga,IE,
wfo-0000533162,Sailín cuach,Anagallis arvensis,200,0,,ga,IE,
wfo-0000533245,Falcaire beag,Anagallis minima,203,1,,ga,IE,
wfo-0000533245,Cáth-luibh,Anagallis minima,204,0,,ga,IE,
wfo-0000533303,Falcaire corraigh,Anagallis tenella,206,1,,ga,IE,
wfo-0000533303,Fruig na súl,Anagallis tenella,207,0,,ga,IE,
wfo-0000533553,Boglas,Anchusa arvensis,209,1,,ga,IE,
wfo-0000534279,Lus na móinte,Andromeda polifolia,212,1,,ga,IE,
wfo-0000534279,Fraoch curraigh,Andromeda polifolia,213,0,,ga,IE,
wfo-0000534279,Fraoch corraigh,Andromeda polifolia,214,0,,ga,IE,
wfo-0000535569,Lus na gaoithe,Anemone nemorosa,217,1,,ga,IE,
wfo-0000535569,Cogal dearg,Anemone nemorosa,218,0,,ga,IE,
wfo-0000535569,Nead coille,Anemone nemorosa,219,0,,ga,IE,
wfo-0000535569,Nead chailleach,Anemone nemorosa,220,0,,ga,IE,
wfo-0000536043,Dile,Anethum graveolens,222,0,,ga,IE,
wfo-0000536043,Lus mín,Anethum graveolens,223,0,,ga,IE,
wfo-0000536413,Gallfheabhrán,Angelica sylvestris,228,1,,ga,IE,
wfo-0000536413,Bliúcán,Angelica sylvestris,229,0,,ga,IE,
wfo-0000536413,Geamhrán gléasta,Angelica sylvestris,230,0,,ga,IE,
wfo-0000536413,Galluanán fiadhain,Angelica sylvestris,231,0,,ga,IE,
wfo-0000536413,Cuinneóg mhighe,Angelica sylvestris,232,0,,ga,IE,
wfo-0000536413,Cuinneóg Mhuire,Angelica sylvestris,233,0,,ga,IE,
wfo-0000536413,Contran,Angelica sylvestris,234,0,,ga,IE,
wfo-0000536413,Aingealag,Angelica sylvestris,235,0,,ga,IE,
wfo-0000536413,Ainglice,Angelica sylvestris,236,0,,ga,IE,
wfo-0000536413,Galluran (-ain),Angelica sylvestris,237,0,,ga,IE,
wfo-0000536413,Gleóran,Angelica sylvestris,238,0,,ga,IE,
wfo-0000536413,Gunna pléascáin,Angelica sylvestris,239,0,,ga,IE,
wfo-0000536413,Pléascán mór,Angelica sylvestris,240,0,,ga,IE,
wfo-0000847873,Brómas aimrid,Anisantha sterilis,242,1,,ga,IE,
wfo-0000847873,Brumfhér aimrid,Anisantha sterilis,243,0,,ga,IE,
wfo-0000035189,Catluibh,Antennaria dioica,247,1,,ga,IE,
wfo-0000035189,Cáth-luibh,Antennaria dioica,248,0,,ga,IE,
wfo-0000035189,Liath-lus,Antennaria dioica,249,0,,ga,IE,
wfo-0000035189,Cáithluibh,Antennaria dioica,250,0,,ga,IE,
wfo-0000848178,Féar cumhra,Anthoxanthum odoratum,254,1,,ga,IE,
wfo-0000848178,Earachfheur deadhbholadh,Anthoxanthum odoratum,255,0,,ga,IE,
wfo-0000848178,Errachfhér dedhbholadh,Anthoxanthum odoratum,256,0,,ga,IE,
wfo-0000538624,Peirsil bhog,Anthriscus caucalis,259,1,,ga,IE,
wfo-0000538692,Peirsil bhó,Anthriscus sylvestris,265,1,,ga,IE,
wfo-0000538692,Cos uisce,Anthriscus sylvestris,266,0,,ga,IE,
wfo-0000538692,Cosuisge,Anthriscus sylvestris,267,0,,ga,IE,
wfo-0000212115,Méara Muire,Anthyllis vulneraria,270,1,,ga,IE,
wfo-0000212115,Meóir Mhuire,Anthyllis vulneraria,271,0,,ga,IE,
wfo-0000212115,Cosán uain,Anthyllis vulneraria,272,0,,ga,IE,
wfo-0000212115,Luanfhiatghal coitchion,Anthyllis vulneraria,273,0,,ga,IE,
wfo-0000212115,Cúig Muire,Anthyllis vulneraria,274,0,,ga,IE,
wfo-0000539365,Srubh lao,Antirrhinum majus,276,1,,ga,IE,
wfo-0000539365,Scrubh na laoch,Antirrhinum majus,277,0,,ga,IE,
wfo-0001003065,Mionán Muire,Aphanes arvensis,279,1,,ga,IE,
wfo-0001009199,Mionán Muire caol,Aphanes australis,281,1,,ga,IE,
wfo-0000540626,Smaileog,Apium graveolens,283,1,,ga,IE,
wfo-0000540626,Lus na smaileóg,Apium graveolens,284,0,,ga,IE,
wfo-0000540626,Peirsil mhór (-le moire),Apium graveolens,285,0,,ga,IE,
wfo-0000540643,Smaileog bháite,Apium inundatum,287,1,,ga,IE,
wfo-0000540680,Gunna uisce,Apium nodiflorum,289,1,,ga,IE,
wfo-0000540680,Fualactar,Apium nodiflorum,290,0,,ga,IE,
wfo-0000540680,Biolar bréige,Apium nodiflorum,291,0,,ga,IE,
wfo-0000541607,Colaimbín,Aquilegia vulgaris,293,1,,ga,IE,
wfo-0000541607,Lus an choluim,Aquilegia vulgaris,294,0,,ga,IE,
wfo-0000541607,Crúba leisín,Aquilegia vulgaris,295,0,,ga,IE,
wfo-0000541607,Lus an cholmhain,Aquilegia vulgaris,296,0,,ga,IE,
wfo-0000541607,Lus an cholaim,Aquilegia vulgaris,297,0,,ga,IE,
wfo-0000541607,Lus an choilm,Aquilegia vulgaris,298,0,,ga,IE,
wfo-0000541830,Tailís,Arabidopsis thaliana,300,1,,ga,IE,
wfo-0000542001,Gas caillí duimhche,Arabis brownii,302,1,,ga,IE,
wfo-0000542280,Gas caillí giobach,Arabis hirsuta,304,1,,ga,IE,
wfo-0000542280,Gas an chailligh (na caillighe),Arabis hirsuta,305,0,,ga,IE,
wfo-0000542657,Gas caillí Artach,Arabis petraea,307,1,,ga,IE,
wfo-0000543204,Caithne,Arbutus unedo,309,1,,ga,IE,
wfo-0000543204,Crann sugh-thalmhain,Arbutus unedo,310,0,,ga,IE,
wfo-0000095986,Cnádán mór,Arctium lappa,312,1,,ga,IE,
wfo-0000095986,Liodán liosta,Arctium lappa,313,0,,ga,IE,
wfo-0000095986,Suirichean suirich,Arctium lappa,314,0,,ga,IE,
wfo-0000095986,Cocoil,Arctium lappa,315,0,,ga,IE,
wfo-0000095986,Crádán,Arctium lappa,316,0,,ga,IE,
wfo-0000009190,Cnádán,Arctium minus,320,1,,ga,IE,
wfo-0000009190,Liodán,Arctium minus,321,0,,ga,IE,
wfo-0000009190,Liost,Arctium minus,322,0,,ga,IE,
wfo-0000009190,Cradán (Cnadán),Arctium minus,323,0,,ga,IE,
wfo-0000009190,Meacan tobach,Arctium minus,324,0,,ga,IE,
wfo-0000009190,Meacan dogha,Arctium minus,325,0,,ga,IE,
wfo-0000009190,Capóg tuaithil,Arctium minus,326,0,,ga,IE,
wfo-0000009190,Copóg thuathail,Arctium minus,327,0,,ga,IE,
wfo-0000009190,Meacan tuathail,Arctium minus,328,0,,ga,IE,
wfo-0000009190,Meacan tuan,Arctium minus,329,0,,ga,IE,
wfo-0000009190,Leadán,Arctium minus,330,0,,ga,IE,
wfo-0000009190,Tobha,Arctium minus,331,0,,ga,IE,
wfo-0000009190,Meacan tua,Arctium minus,332,0,,ga,IE,
wfo-0000009190,Tuabhal,Arctium minus,333,0,,ga,IE,
wfo-0000009190,Lideán liosta,Arctium minus,334,0,,ga,IE,
wfo-0000543738,Lus na stalóg,Arctostaphylos uva-ursi,338,1,,ga,IE,
wfo-0000543738,Lus na m-breileóg,Arctostaphylos uva-ursi,339,0,,ga,IE,
wfo-0000543738,Lus na geire boisnighe,Arctostaphylos uva-ursi,340,0,,ga,IE,
wfo-0000543738,Stalóg,Arctostaphylos uva-ursi,341,0,,ga,IE,
wfo-0000545685,Gaineamhlus gaelach,Arenaria ciliata,343,1,,ga,IE,
wfo-0000546335,Gaineamhlus Artach,Arenaria norvegica,345,1,,ga,IE,
wfo-0000546651,Gaineamhlus tíme,Arenaria serpyllifolia,347,1,,ga,IE,
wfo-0000546651,Luibh na duimhche,Arenaria serpyllifolia,348,0,,ga,IE,
wfo-0000549005,Rabhán,Armeria maritima,354,1,,ga,IE,
wfo-0000549005,Nóiníní ruáin,Armeria maritima,355,0,,ga,IE,
wfo-0000549005,Ruán,Armeria maritima,356,0,,ga,IE,
wfo-0000549005,Nóinín an chladaigh,Armeria maritima,357,0,,ga,IE,
wfo-0000549005,Pabhsaer aille,Armeria maritima,358,0,,ga,IE,
wfo-0000549005,Tonn an chladaigh,Armeria maritima,359,0,,ga,IE,
wfo-0000549005,Cíp trágha,Armeria maritima,360,0,,ga,IE,
wfo-0000549445,Meacan ragaim,Armoracia rusticana,362,1,,ga,IE,
wfo-0000549445,Meacan each,Armoracia rusticana,363,0,,ga,IE,
wfo-0000549445,Meacan ruguim,Armoracia rusticana,364,0,,ga,IE,
wfo-0000549445,Uisce beatha na mbráthar,Armoracia rusticana,365,0,,ga,IE,
wfo-0000549445,Rácadal,Armoracia rusticana,366,0,,ga,IE,
wfo-0000549445,Raidis fhiadhain,Armoracia rusticana,367,0,,ga,IE,
wfo-0000549445,Reagam,Armoracia rusticana,368,0,,ga,IE,
wfo-0000849608,Coirce bréige,Arrhenatherum elatius,371,1,,ga,IE,
wfo-0000849608,Coirce fiadhain,Arrhenatherum elatius,372,0,,ga,IE,
wfo-0000849608,Coirce airde,Arrhenatherum elatius,373,0,,ga,IE,
wfo-0000134589,Mormónta,Artemisia absinthium,375,1,,ga,IE,
wfo-0000134589,Bormónta,Artemisia absinthium,376,0,,ga,IE,
wfo-0000134589,Barramótar,Artemisia absinthium,377,0,,ga,IE,
wfo-0000013010,Liath na trá,Artemisia maritima,379,1,,ga,IE,
wfo-0000013010,Liath-lus trágha,Artemisia maritima,380,0,,ga,IE,
wfo-0000064690,Mongach meisce,Artemisia vulgaris,384,1,,ga,IE,
wfo-0000064690,Buachalán bán,Artemisia vulgaris,385,0,,ga,IE,
wfo-0000064690,Mugárd,Artemisia vulgaris,386,0,,ga,IE,
wfo-0000064690,Liathlus,Artemisia vulgaris,387,0,,ga,IE,
wfo-0000064690,Buachalán liath,Artemisia vulgaris,388,0,,ga,IE,
wfo-0000064690,Mongach-measga,Artemisia vulgaris,389,0,,ga,IE,
wfo-0000064690,Bofulan ban,Artemisia vulgaris,390,0,,ga,IE,
wfo-0000064690,Buafannan ban,Artemisia vulgaris,391,0,,ga,IE,
wfo-0000064690,Buafanán,Artemisia vulgaris,392,0,,ga,IE,
wfo-0000064690,Buafanán bán,Artemisia vulgaris,393,0,,ga,IE,
wfo-0000064690,Buafanán liath,Artemisia vulgaris,394,0,,ga,IE,
wfo-0000064690,Mongach measca,Artemisia vulgaris,395,0,,ga,IE,
wfo-0000064690,Mugard,Artemisia vulgaris,396,0,,ga,IE,
wfo-0000064690,Bothalán bán,Artemisia vulgaris,397,0,,ga,IE,
wfo-0000279961,Cluas chaoin,Arum maculatum,407,1,,ga,IE,
wfo-0000279961,Bod gear,Arum maculatum,408,0,,ga,IE,
wfo-0000279961,Gaoicín chúthaigh,Arum maculatum,409,0,,ga,IE,
wfo-0000279961,Geathar,Arum maculatum,410,0,,ga,IE,
wfo-0000279961,Áram,Arum maculatum,411,0,,ga,IE,
wfo-0000279961,Gachar,Arum maculatum,412,0,,ga,IE,
wfo-0000279961,Cluas caicin,Arum maculatum,413,0,,ga,IE,
wfo-0000634067,Lus súgach,Asparagus officinalis subsp. prostratus,415,1,,ga,IE,
wfo-0000634067,Lus praicidh,Asparagus officinalis subsp. prostratus,416,0,,ga,IE,
wfo-0000634067,Creamh muc fiadhain,Asparagus officinalis subsp. prostratus,417,0,,ga,IE,
wfo-0000634067,Lus súch,Asparagus officinalis subsp. prostratus,418,0,,ga,IE,
wfo-0000634067,Creamh muic fiadh,Asparagus officinalis subsp. prostratus,419,0,,ga,IE,
wfo-0000634067,Lus súghach,Asparagus officinalis subsp. prostratus,420,0,,ga,IE,
wfo-0000634067,Asparagas,Asparagus officinalis subsp. prostratus,421,0,,ga,IE,
wfo-0000634067,Lus spreagtha,Asparagus officinalis subsp. prostratus,422,0,,ga,IE,
wfo-0000634067,Prachlus,Asparagus officinalis subsp. prostratus,423,0,,ga,IE,
wfo-0000285663,Lus na haincise,Asperula cynanchica,425,1,,ga,IE,
wfo-0000060791,Luibh bhléine,Aster tripolium,427,1,,ga,IE,
wfo-0000060791,Lus glotáin,Aster tripolium,428,0,,ga,IE,
wfo-0000213553,Bleachtphiseán,Astragalus danicus,430,1,,ga,IE,
wfo-0000213553,Bliochtphiseáin,Astragalus danicus,431,0,,ga,IE,
wfo-0000556064,Eilifleog chladaigh,Atriplex glabriuscula,433,1,,ga,IE,
wfo-0000556184,Eilifleog phlúrach,Atriplex laciniata,435,1,,ga,IE,
wfo-0000556238,Eilifleog thrá,Atriplex littoralis,437,1,,ga,IE,
wfo-0000556421,Eilifleog chaol,Atriplex patula,441,1,,ga,IE,
wfo-0000556490,Eilifleog leathan,Atriplex prostrata,444,1,,ga,IE,
wfo-0000556490,Praiseach mhín,Atriplex prostrata,445,0,,ga,IE,
wfo-0001019409,Lus na hoíche,Atropa bella-donna,447,1,,ga,IE,
wfo-0001019409,Lus mór na coille,Atropa bella-donna,448,0,,ga,IE,
wfo-0001019409,Lus díoth mór,Atropa bella-donna,449,0,,ga,IE,
wfo-0001019409,Miotóg bhuidhe,Atropa bella-donna,450,0,,ga,IE,
wfo-0001019409,Lus na h-oidhche,Atropa bella-donna,451,0,,ga,IE,
wfo-0001019409,Lus mór na coilleadh,Atropa bella-donna,452,0,,ga,IE,
wfo-0001019409,Miotóg bhuí,Atropa bella-donna,453,0,,ga,IE,
wfo-0000852708,Coirce clumhach,Avenula pubescens,455,1,,ga,IE,
wfo-0000852708,Coirce cluimhadh,Avenula pubescens,456,0,,ga,IE,
wfo-0000761108,Corrchopóg bheag,Baldellia ranunculoides,458,1,,ga,IE,
wfo-0000315321,Grafán dubh,Ballota nigra,460,1,,ga,IE,
wfo-0000315321,Bréanlus,Ballota nigra,461,0,,ga,IE,
wfo-0000560064,Treabhach,Barbarea vulgaris,464,1,,ga,IE,
wfo-0000072578,Nóinín,Bellis perennis,467,1,,ga,IE,
wfo-0000072578,Bó dhonn,Bellis perennis,468,0,,ga,IE,
wfo-0000072578,Neóinín bán,Bellis perennis,469,0,,ga,IE,
wfo-0000564027,Barbróg,Berberis vulgaris,471,1,,ga,IE,
wfo-0000564539,Ráib uisce,Berula erecta,473,1,,ga,IE,
wfo-0000565017,Laíon na trá,Beta vulgaris subsp. maritima,476,1,,ga,IE,
wfo-0000565017,Biadhtas,Beta vulgaris subsp. maritima,477,0,,ga,IE,
wfo-0000565017,Bein-e fiadhain,Beta vulgaris subsp. maritima,478,0,,ga,IE,
wfo-0000565017,Biatas,Beta vulgaris subsp. maritima,479,0,,ga,IE,
wfo-0000335449,Beith gheal,Betula pendula,482,0,,ga,IE,
wfo-0000335449,Beith charraigeach,Betula pendula,483,0,,ga,IE,
wfo-0000335449,Beith chluasach,Betula pendula,484,0,,ga,IE,
wfo-0000335449,Beith,Betula pendula,485,0,,ga,IE,
wfo-0000335985,Beith gheal,Betula pubescens,488,1,,ga,IE,
wfo-0000335985,Beith charraigeach,Betula pubescens,489,0,,ga,IE,
wfo-0000335985,Beith chluasach,Betula pubescens,490,0,,ga,IE,
wfo-0000335985,Beith,Betula pubescens,491,0,,ga,IE,
wfo-0000335985,Beatha,Betula pubescens,492,0,,ga,IE,
wfo-0000335985,Beithe,Betula pubescens,493,0,,ga,IE,
wfo-0000335985,Cran-bheithe,Betula pubescens,494,0,,ga,IE,
wfo-0000335985,Beathóg,Betula pubescens,495,0,,ga,IE,
wfo-0000003695,Scothóg Mhuire,Bidens cernua,497,1,,ga,IE,
wfo-0000068428,Scothóg leathan,Bidens tripartita,499,1,,ga,IE,
wfo-0000068428,Cnáib uisce,Bidens tripartita,500,0,,ga,IE,
wfo-0000566247,Dréimire buí,Blackstonia perfoliata,502,1,,ga,IE,
wfo-0000566247,Dreimire buidhe,Blackstonia perfoliata,503,0,,ga,IE,
wfo-0000341582,Searg rua,Blysmus rufus,505,1,,ga,IE,
wfo-0000341695,Bogshifín mara,Bolboschoenus maritimus,507,1,,ga,IE,
wfo-0000341695,Bróbh,Bolboschoenus maritimus,508,0,,ga,IE,
wfo-0000341695,Broibhe,Bolboschoenus maritimus,509,0,,ga,IE,
wfo-0000568964,Borráiste gorm,Borago officinalis,511,1,,ga,IE,
wfo-0000854513,Brómas reatha,Brachypodium pinnatum,513,1,,ga,IE,
wfo-0000854513,Brumfhér fiodhbhadh,Brachypodium pinnatum,514,0,,ga,IE,
wfo-0000854513,Brumfhér sgiathanach,Brachypodium pinnatum,515,0,,ga,IE,
wfo-0000854603,Brómas bréige,Brachypodium sylvaticum,517,1,,ga,IE,
wfo-0000854603,Fescufhér cainnemhuil,Brachypodium sylvaticum,518,0,,ga,IE,
wfo-0000854603,Brumfhér fiodhbhadh,Brachypodium sylvaticum,519,0,,ga,IE,
wfo-0000571271,Ráib,Brassica napus,526,1,,ga,IE,
wfo-0000571271,Praiseach bhuidhe,Brassica napus,527,0,,ga,IE,
wfo-0000571350,Cabáiste,Brassica oleracea,531,1,,ga,IE,
wfo-0000571350,Gabáiste,Brassica oleracea,532,0,,ga,IE,
wfo-0000571350,Praiseach bhaidhe,Brassica oleracea,533,0,,ga,IE,
wfo-0000571544,Tornapa fiáin,Brassica rapa,535,1,,ga,IE,
wfo-0000571544,Neip,Brassica rapa,536,0,,ga,IE,
